worker_i,worker_j,same_group,same_occupation,skill_distance,geo_distance,either_senior,referral_opportunity,true_link_probability,linked,tie_strength
W019,W066,0,0,0.1239,1,0,0.5392,0.1188,0,0.6187
W019,W067,1,0,1.2224,7,0,0.5128,0.1019,0,0.3865
W019,W068,1,0,0.0085,1,1,0.6257,0.3225,0,0.4454
W019,W069,1,0,1.0445,5,0,0.6293,0.138,0,0.5814
W019,W070,1,1,0.2565,1,0,0.5821,0.3502,1,0.7104
W019,W071,1,0,1.7391,3,0,0.5996,0.1313,0,0.4816
W019,W072,0,0,0.267,7,0,0.5289,0.0654,0,0.4224
W020,W021,0,1,2.3873,1,1,0.5552,0.1368,0,0.4724
W020,W022,0,0,1.014,4,1,0.5806,0.0965,0,0.4403
W020,W023,0,0,1.5385,2,0,0.5119,0.0688,0,0.5159
W020,W024,0,0,0.5193,1,0,0.5062,0.1032,0,0.3608
W020,W025,0,1,0.5611,1,0,0.4234,0.1603,0,0.2247
W020,W026,1,0,0.8405,2,0,0.4443,0.1686,0,0.4947
W020,W027,0,0,1.3039,2,0,0.482,0.0727,0,0.3057
W020,W028,0,0,0.5425,2,0,0.4186,0.0884,0,0.1034
W020,W029,1,0,1.0562,2,0,0.4761,0.1616,0,0.6448
W020,W030,0,0,1.7341,1,0,0.509,0.0709,0,0.367
W020,W031,0,0,0.9976,0,0,0.4503,0.0941,0,0.52
W020,W032,1,0,0.7517,0,1,0.4276,0.2616,0,0.5857
W020,W033,1,1,0.8533,2,0,0.4033,0.2593,0,0.8293
W020,W034,0,0,0.8654,1,0,0.3584,0.0842,0,0.4316
W020,W035,1,1,1.5032,2,0,0.4775,0.2284,1,0.7089
W020,W036,1,0,0.5635,2,0,0.4455,0.1823,0,0.3211
W020,W037,1,0,0.1154,5,0,0.4314,0.1599,0,0.7237
W020,W038,1,1,2.14,3,0,0.4422,0.1738,0,0.4724
W020,W039,0,0,0.407,0,0,0.3358,0.1046,0,0.6531
W020,W040,0,0,0.979,0,0,0.5049,0.098,0,0.2273
W020,W041,1,1,1.4914,1,0,0.4279,0.2407,1,0.6437
W020,W042,1,0,1.1578,3,0,0.4745,0.1441,0,0.4934
W020,W043,0,0,0.088,1,0,0.3269,0.1048,1,0.5801
W020,W044,0,0,0.3475,1,1,0.5057,0.1463,1,0.2381
W020,W045,1,0,1.2678,5,0,0.5152,0.1202,0,0.2997
W020,W046,1,0,0.7681,2,0,0.5142,0.1793,0,0.6682
W020,W047,1,0,0.4744,3,0,0.3905,0.1666,0,0.4565
W020,W048,0,0,1.5688,0,0,0.4736,0.08,0,0.2084
W020,W049,0,0,0.1339,5,0,0.4112,0.0759,0,0.2221
W020,W050,0,0,0.8088,1,0,0.4994,0.094,1,0.1606
W020,W051,0,1,0.8109,2,0,0.4412,0.1385,0,0.6601
W020,W052,0,0,0.3296,1,1,0.4637,0.1433,1,0.3927
W020,W053,1,0,0.5787,6,0,0.4792,0.1322,1,0.7097
W020,W054,0,0,1.463,0,1,0.5706,0.1196,0,0.3112
W020,W055,0,0,0.6984,5,0,0.4501,0.0652,1,0.3412
W020,W056,1,0,1.3541,2,0,0.4697,0.1478,0,0.4106
W020,W057,0,1,1.0003,3,0,0.509,0.1252,0,0.526
W020,W058,0,1,0.1501,1,1,0.5328,0.2502,0,0.5314
W020,W059,0,0,0.6293,2,0,0.4395,0.0873,0,0.6564
W020,W060,0,0,0.9429,4,0,0.4179,0.0648,0,0.101
W020,W061,1,0,0.7373,6,0,0.4621,0.1248,0,0.4279
W020,W062,1,0,0.5315,1,0,0.4223,0.1968,0,0.367
W020,W063,1,0,0.9279,2,0,0.4873,0.1687,0,0.2928
W020,W064,0,0,1.1615,0,0,0.4894,0.0917,0,0.2304
W020,W065,0,0,1.4561,1,1,0.5526,0.1084,0,0.3551
W020,W066,1,0,0.8807,4,0,0.4233,0.1389,0,0.5353
W020,W067,0,1,0.2178,2,0,0.3969,0.16,0,0.2615
W020,W068,0,0,0.9961,4,1,0.5098,0.0927,0,0.3714
W020,W069,0,0,2.0491,0,0,0.5134,0.0706,1,0.4669
W020,W070,0,0,0.7481,4,0,0.4662,0.0712,0,0.7571
W020,W071,0,0,2.7437,2,0,0.4837,0.0459,0,0.3515
W020,W072,1,0,1.2716,2,0,0.413,0.1462,0,0.4915
W021,W022,1,0,1.3733,5,1,0.7531,0.1803,1,0.8004
W021,W023,1,0,0.8488,3,1,0.6845,0.234,0,0.4902
W021,W024,1,0,1.868,2,1,0.6788,0.1921,0,0.5066
W021,W025,1,1,1.8262,2,1,0.596,0.2887,0,0.8804
W021,W026,0,0,1.5468,3,1,0.6168,0.0918,1,0.353
W021,W027,1,0,1.0834,3,1,0.6545,0.2163,0,0.8167
W021,W028,1,0,1.8448,3,1,0.5912,0.1692,0,0.5003
W021,W029,0,0,1.3311,3,1,0.6487,0.1002,0,0.544
W021,W030,1,0,0.6532,2,1,0.6815,0.2648,0,0.6149
W021,W031,1,0,1.3897,1,1,0.6228,0.229,0,0.7868
W021,W032,0,0,1.6356,1,1,0.6002,0.1058,0,0.4001
W021,W033,0,1,1.534,3,1,0.5759,0.1497,1,0.7513
W021,W034,1,0,1.5219,0,1,0.5309,0.227,0,0.4234
W021,W035,0,1,0.8841,1,1,0.6501,0.2205,0,0.4144
W021,W036,0,0,1.8238,3,1,0.618,0.0843,0,0.3945
W021,W037,0,0,2.5027,6,1,0.6039,0.0509,0,0.5819
W021,W038,0,1,0.2473,4,1,0.6147,0.2024,0,0.8076
W021,W039,1,0,1.9803,1,1,0.5083,0.1828,0,0.9578
W021,W040,1,0,1.4083,1,1,0.6774,0.2349,1,0.4498
W021,W041,0,1,0.8959,2,1,0.6005,0.1975,0,0.6205
W021,W042,0,0,1.2295,4,1,0.6471,0.0943,0,0.1942
W021,W043,1,0,2.4753,2,1,0.4995,0.1453,0,0.6794
W021,W044,1,0,2.0398,2,1,0.6783,0.1831,1,0.705
W021,W045,0,0,1.1195,6,1,0.6878,0.0835,0,0.5427
W021,W046,0,0,1.6192,3,1,0.6867,0.094,0,0.4843
W021,W047,0,0,1.9129,4,1,0.5631,0.0721,0,0.9003
W021,W048,1,0,0.8185,1,1,0.6462,0.2683,1,0.6733
W021,W049,1,0,2.2534,6,1,0.5837,0.1155,0,0.5325
W021,W050,1,0,1.5785,0,1,0.672,0.2418,0,0.5027
W021,W051,1,1,1.5764,3,1,0.6138,0.2882,0,0.7771
W021,W052,1,0,2.0577,2,1,0.6362,0.1778,0,0.6856
W021,W053,0,0,1.8086,7,1,0.6518,0.0598,0,0.3396
W021,W054,1,0,0.9243,1,1,0.7432,0.275,0,0.6787
W021,W055,1,0,1.6889,6,1,0.6226,0.1399,0,0.3504
W021,W056,0,0,1.0332,1,1,0.6422,0.1302,0,0.6421
W021,W057,1,1,1.387,4,1,0.6815,0.2909,1,0.9476
W021,W058,1,1,2.5374,0,1,0.7054,0.2963,1,0.8162
W021,W059,1,0,1.758,1,1,0.6121,0.2064,0,0.7451
W021,W060,1,0,1.4444,5,1,0.5905,0.1603,0,0.5767
W021,W061,0,0,1.65,7,1,0.6346,0.0621,0,0.3516
W021,W062,0,0,2.9188,0,1,0.5948,0.0777,0,0.7647
W021,W063,0,0,1.4594,3,1,0.6599,0.097,0,0.5
W021,W064,1,0,1.2258,1,1,0.662,0.2441,0,0.5423
W021,W065,1,0,0.9312,2,1,0.7252,0.2527,0,0.696
W021,W066,0,0,1.5066,5,1,0.5958,0.0763,0,0.3511
W021,W067,1,1,2.6051,1,1,0.5695,0.2524,1,0.7339
W021,W068,1,0,1.3912,5,1,0.6823,0.172,0,0.4543
W021,W069,1,0,0.3382,1,1,0.686,0.3077,0,0.422
W021,W070,1,0,1.6392,5,1,0.6387,0.1561,0,0.7357
W021,W071,1,0,0.3564,3,1,0.6562,0.2614,1,0.5409
W021,W072,0,0,1.1157,1,1,0.5855,0.1226,1,0.7013
W022,W023,1,0,0.5245,2,1,0.7099,0.2774,0,0.4417
W022,W024,1,0,0.4947,3,1,0.7043,0.259,0,0.841
W022,W025,1,0,0.4529,3,1,0.6214,0.2504,0,0.5765
W022,W026,0,0,0.1735,2,1,0.6422,0.1536,0,0.3147
W022,W027,1,0,0.2899,2,1,0.68,0.2893,0,0.3506
W022,W028,1,0,0.4715,2,1,0.6166,0.2677,0,0.9209
W022,W029,0,1,0.0422,2,1,0.6742,0.2575,0,0.3483
W022,W030,1,1,0.7201,3,1,0.7069,0.3668,1,0.4051
W022,W031,1,0,0.0164,4,1,0.6482,0.2633,1,0.9138
W022,W032,0,0,0.2623,4,1,0.6257,0.1247,0,0.6703
W022,W033,0,0,0.1607,2,1,0.6013,0.1504,0,0.5829
W022,W034,1,1,0.1486,5,1,0.5564,0.3408,0,0.5311
W022,W035,0,0,0.4892,6,1,0.6755,0.1007,0,0.7142
W022,W036,0,0,0.4505,2,1,0.6435,0.1419,0,0.6324
W022,W037,0,0,1.1294,1,1,0.6294,0.1256,0,0.514
W022,W038,0,0,1.126,1,1,0.6401,0.1265,0,0.628
W022,W039,1,1,0.607,4,1,0.5338,0.3247,0,0.7389
W022,W040,1,0,0.035,4,1,0.7029,0.2698,0,0.4326
W022,W041,0,0,0.4774,3,1,0.626,0.1277,0,0.8934
W022,W042,0,0,0.1438,1,1,0.6725,0.1715,0,0.6702
W022,W043,1,0,1.102,3,1,0.525,0.1999,0,0.8202
W022,W044,1,0,0.6665,3,1,0.7037,0.2479,1,0.3353
W022,W045,0,0,0.2538,1,1,0.7132,0.1704,0,0.4713
W022,W046,0,0,0.2459,2,1,0.7122,0.157,0,0.5795
W022,W047,0,0,0.5396,1,1,0.5885,0.1456,0,0.733
W022,W048,1,1,0.5548,4,1,0.6716,0.3509,1,0.5914
W022,W049,1,0,0.8801,1,1,0.6092,0.2591,0,0.5555
W022,W050,1,0,0.2052,5,1,0.6974,0.2391,0,0.8325
W022,W051,1,0,0.2031,2,1,0.6392,0.2893,0,0.3526
W022,W052,1,0,0.6844,3,1,0.6617,0.2412,0,0.7494
W022,W053,0,0,0.4353,2,1,0.6772,0.1455,0,0.6714
W022,W054,1,0,0.449,4,1,0.7687,0.2518,0,0.5196
W022,W055,1,1,0.3156,1,1,0.6481,0.4377,0,0.4437
W022,W056,0,1,0.3401,6,1,0.6677,0.1729,0,0.2624
W022,W057,1,0,0.0137,1,1,0.7069,0.335,0,0.6487
W022,W058,1,0,1.1641,5,1,0.7308,0.1885,0,0.442
W022,W059,1,0,0.3847,6,1,0.6375,0.204,0,0.8763
W022,W060,1,0,0.0711,0,1,0.6159,0.3383,0,0.5156
W022,W061,0,0,0.2767,2,1,0.6601,0.1507,0,0.3192
W022,W062,0,0,1.5455,5,1,0.6203,0.0766,0,0.2203
W022,W063,0,0,0.0861,2,1,0.6853,0.1617,0,0.6839
W022,W064,1,1,0.1475,4,1,0.6874,0.3857,0,0.8535
W022,W065,1,0,0.4421,3,1,0.7507,0.269,1,0.5287
W022,W066,0,1,0.1333,0,1,0.6212,0.2833,1,0.857
W022,W067,1,0,1.2318,6,1,0.5949,0.157,0,0.357
W022,W068,1,0,0.0179,0,1,0.7077,0.3574,0,0.7126
W022,W069,1,0,1.0351,4,1,0.7114,0.2092,0,0.371
W022,W070,1,0,0.2659,0,1,0.6642,0.3313,0,0.4319
W022,W071,1,1,1.7297,2,1,0.6816,0.3085,0,0.5481
W022,W072,0,1,0.2576,6,1,0.6109,0.1711,1,0.2938
W023,W024,1,0,1.0192,1,0,0.6356,0.1948,0,0.7645
W023,W025,1,0,0.9774,1,0,0.5527,0.1878,1,0.836
W023,W026,0,1,0.698,0,0,0.5736,0.1833,0,0.2747
W023,W027,1,0,0.2346,0,0,0.6113,0.2555,0,0.1943
W023,W028,1,1,0.996,0,0,0.5479,0.3113,0,0.4702
W023,W029,0,0,0.4823,0,0,0.6055,0.1215,0,0.5341
W023,W030,1,0,0.1956,1,0,0.6382,0.2429,0,0.6025
W023,W031,1,1,0.5409,2,0,0.5796,0.3065,0,0.8846
W023,W032,0,1,0.7868,2,1,0.557,0.1984,0,0.5132
W023,W033,0,0,0.6852,0,0,0.5326,0.1091,0,0.7702
W023,W034,1,0,0.6731,3,0,0.4877,0.1669,1,0.3444
W023,W035,0,0,0.0353,4,0,0.6068,0.0975,0,0.4224
W023,W036,0,0,0.975,0,0,0.5748,0.1027,0,0.1016
W023,W037,0,0,1.6539,3,0,0.5607,0.0625,0,0.4017
W023,W038,0,0,0.6015,1,0,0.5715,0.105,1,0.6753
W023,W039,1,0,1.1315,2,0,0.4651,0.1571,0,0.5281
W023,W040,1,0,0.5595,2,0,0.6342,0.2037,0,0.6213
W023,W041,0,0,0.0471,1,0,0.5573,0.1229,0,0.5438
W023,W042,0,0,0.3807,1,0,0.6038,0.1146,0,0.8389
W023,W043,1,0,1.6265,1,0,0.4562,0.1475,0,0.5529
W023,W044,1,1,1.191,1,1,0.635,0.3641,0,0.5612
W023,W045,0,0,0.2707,3,0,0.6445,0.1017,0,0.5128
W023,W046,0,0,0.7704,0,0,0.6435,0.1142,0,0.8531
W023,W047,0,1,1.0641,1,0,0.5198,0.1471,0,0.6886
W023,W048,1,0,0.0303,2,0,0.6029,0.2304,0,0.3491
W023,W049,1,1,1.4046,3,0,0.5405,0.2247,0,0.6938
W023,W050,1,1,0.7297,3,0,0.6287,0.2798,0,0.4475
W023,W051,1,0,0.7276,0,0,0.5705,0.2198,0,0.4404
W023,W052,1,0,1.2089,1,1,0.593,0.2361,0,0.5199
W023,W053,0,0,0.9598,4,0,0.6085,0.0732,0,0.6501
W023,W054,1,1,0.0755,2,1,0.7,0.4423,1,0.7972
W023,W055,1,0,0.8401,3,0,0.5794,0.1682,0,0.2828
W023,W056,0,0,0.1844,4,0,0.599,0.0927,0,0.6327
W023,W057,1,0,0.5382,1,0,0.6382,0.2221,0,0.3684
W023,W058,1,0,1.6886,3,1,0.6621,0.1843,1,0.8298
W023,W059,1,1,0.9092,4,0,0.5688,0.2406,0,0.3458
W023,W060,1,1,0.5956,2,0,0.5473,0.2977,0,0.885
W023,W061,0,0,0.8012,4,0,0.5914,0.0761,0,0.1619
W023,W062,0,0,2.07,3,0,0.5516,0.0543,0,0.3654
W023,W063,0,1,0.6106,0,0,0.6166,0.1925,0,0.4842
W023,W064,1,0,0.377,2,0,0.6187,0.212,0,0.7141
W023,W065,1,1,0.0824,1,1,0.682,0.4633,0,0.3865
W023,W066,0,0,0.6578,2,0,0.5525,0.0931,0,0.2243
W023,W067,1,0,1.7563,4,0,0.5262,0.1142,0,0.4655
W023,W068,1,0,0.5424,2,1,0.6391,0.2661,0,0.9061
W023,W069,1,0,0.5106,2,0,0.6427,0.2074,1,0.516
W023,W070,1,1,0.7904,2,0,0.5955,0.2911,1,0.5743
W023,W071,1,0,1.2052,0,0,0.6129,0.1981,0,0.7734
W023,W072,0,0,0.2669,4,0,0.5423,0.087,0,0.8333
W024,W025,1,0,0.0418,0,0,0.5471,0.2592,0,0.5555
W024,W026,0,0,0.3212,1,0,0.5679,0.114,0,0.6623
W024,W027,1,1,0.7846,1,0,0.6057,0.3142,0,0.3941
W024,W028,1,0,0.0232,1,0,0.5423,0.241,0,0.3001
W024,W029,0,0,0.5369,1,0,0.5998,0.109,0,0.1316
W024,W030,1,0,1.2148,0,0,0.6326,0.1998,0,0.4538
W024,W031,1,0,0.4783,1,0,0.5739,0.2176,0,0.443
W024,W032,0,0,0.2324,1,1,0.5513,0.1555,0,0.4022
W024,W033,0,0,0.334,1,0,0.527,0.1106,0,0.4069
W024,W034,1,0,0.3461,2,0,0.482,0.1977,0,0.6615
W024,W035,0,0,0.9839,3,0,0.6012,0.0793,0,0.4988
W024,W036,0,1,0.0442,1,0,0.5692,0.2018,0,0.7252
W024,W037,0,1,0.6347,4,0,0.5551,0.1317,0,0.2719
W024,W038,0,0,1.6207,2,0,0.5658,0.0695,0,0.2098
W024,W039,1,0,0.1123,1,0,0.4595,0.2249,1,0.5574
W024,W040,1,1,0.4597,1,0,0.6285,0.3421,0,0.7615
W024,W041,0,0,0.9721,0,0,0.5516,0.1013,0,0.4418
W024,W042,0,1,0.6385,2,0,0.5981,0.1602,0,0.5363
W024,W043,1,1,0.6073,0,0,0.4506,0.3247,0,0.5856
W024,W044,1,0,0.1718,0,1,0.6294,0.3329,0,0.98
W024,W045,0,1,0.7485,4,0,0.6389,0.1342,0,0.2895
W024,W046,0,1,0.2488,1,0,0.6379,0.1986,0,0.5424
W024,W047,0,0,0.0449,2,0,0.5141,0.1096,0,0.4857
W024,W048,1,0,1.0495,1,0,0.5973,0.189,0,0.7395
W024,W049,1,0,0.3854,4,0,0.5349,0.1714,0,0.342
W024,W050,1,0,0.2895,2,0,0.623,0.2176,0,0.4579
W024,W051,1,0,0.2916,1,0,0.5649,0.2275,0,0.4071
W024,W052,1,1,0.1897,0,1,0.5874,0.4622,1,0.5362
W024,W053,0,1,0.0594,5,0,0.6029,0.1473,0,0.6873
W024,W054,1,0,0.9437,1,1,0.6943,0.2668,0,0.6464
W024,W055,1,0,0.1791,4,0,0.5737,0.1858,0,0.4612
W024,W056,0,0,0.8348,3,0,0.5934,0.0827,0,0.124
W024,W057,1,0,0.481,2,0,0.6326,0.2078,0,0.2864
W024,W058,1,0,0.6694,2,1,0.6564,0.2602,0,0.7926
W024,W059,1,0,0.11,3,0,0.5632,0.2039,1,0.4297
W024,W060,1,0,0.4236,3,0,0.5416,0.1848,0,0.6659
W024,W061,0,1,0.218,5,0,0.5857,0.1391,1,0.2428
W024,W062,0,1,1.0508,2,0,0.546,0.1377,0,0.3852
W024,W063,0,0,0.4086,1,0,0.6109,0.1141,0,0.5465
W024,W064,1,0,0.6422,1,0,0.613,0.213,0,0.8066
W024,W065,1,0,0.9368,0,1,0.6763,0.2846,1,0.6748
W024,W066,0,0,0.3614,3,0,0.5469,0.0929,0,0.1495
W024,W067,1,0,0.7371,3,0,0.5206,0.1672,0,0.4507
W024,W068,1,1,0.4768,3,1,0.6334,0.3738,1,0.6008
W024,W069,1,1,1.5298,1,0,0.6371,0.2667,0,0.6855
W024,W070,1,0,0.2288,3,0,0.5898,0.2005,0,0.8523
W024,W071,1,0,2.2244,1,0,0.6073,0.136,0,0.4263
W024,W072,0,0,0.7523,3,0,0.5366,0.0817,0,0.534
W025,W026,0,0,0.2794,1,0,0.4851,0.1095,0,0.4455
W025,W027,1,0,0.7428,1,0,0.5229,0.1968,0,0.8649
W025,W028,1,0,0.0186,1,0,0.4595,0.2305,1,0.3461
W025,W029,0,0,0.4951,1,0,0.517,0.1047,0,0.3762
W025,W030,1,0,1.173,0,0,0.5498,0.1926,0,0.4555
W025,W031,1,0,0.4365,1,0,0.4911,0.21,0,0.4546
W025,W032,0,0,0.1906,1,1,0.4685,0.1496,0,0.1815
W025,W033,0,1,0.2922,1,0,0.4442,0.1752,0,0.3346
W025,W034,1,0,0.3043,2,0,0.3992,0.1906,0,0.3865
W025,W035,0,1,0.9421,3,0,0.5183,0.1282,0,0.5429
W025,W036,0,0,0.0024,1,0,0.4863,0.1191,0,0.4134
W025,W037,0,0,0.6765,4,0,0.4723,0.0731,0,0.0671
W025,W038,0,1,1.5789,2,0,0.483,0.1131,1,0.3896
W025,W039,1,0,0.1541,1,0,0.3766,0.2123,0,0.4745
W025,W040,1,0,0.4179,1,0,0.5457,0.2177,0,0.6556
W025,W041,0,1,0.9303,0,0,0.4688,0.1613,0,0.2211
W025,W042,0,0,0.5967,2,0,0.5153,0.0926,0,0.5992
W025,W043,1,0,0.6491,0,0,0.3678,0.2001,0,0.4259
W025,W044,1,0,0.2136,0,1,0.5465,0.3167,1,0.7819
W025,W045,0,0,0.7067,4,0,0.5561,0.0766,0,0.0645
W025,W046,0,0,0.207,1,0,0.5551,0.117,0,0.2681
W025,W047,0,0,0.0867,2,0,0.4314,0.1026,0,0.2313
W025,W048,1,0,1.0077,1,0,0.5144,0.1821,0,0.1456
W025,W049,1,0,0.4272,4,0,0.4521,0.1611,0,0.4831
W025,W050,1,0,0.2477,2,0,0.5403,0.2099,0,0.4844
W025,W051,1,1,0.2498,1,0,0.482,0.3345,0,0.4651
W025,W052,1,0,0.2315,0,1,0.5045,0.3089,0,0.4548
W025,W053,0,0,0.0176,5,0,0.5201,0.0846,0,0.2678
W025,W054,1,0,0.9019,1,1,0.6115,0.258,0,0.5282
W025,W055,1,0,0.1373,4,0,0.4909,0.179,0,0.6749
W025,W056,0,0,0.793,3,0,0.5105,0.0793,0,0.6545
W025,W057,1,1,0.4392,2,0,0.5498,0.3093,1,0.4015
W025,W058,1,1,0.7112,2,1,0.5736,0.3685,1,0.8555
W025,W059,1,0,0.0682,3,0,0.4804,0.1967,0,0.4914
W025,W060,1,0,0.3818,3,0,0.4588,0.1781,0,0.3419
W025,W061,0,0,0.1762,5,0,0.503,0.0796,0,0.5171
W025,W062,0,0,1.0926,2,0,0.4632,0.0767,0,0.5242
W025,W063,0,0,0.3668,1,0,0.5282,0.1096,0,0.7032
W025,W064,1,0,0.6004,1,0,0.5302,0.2055,0,0.6171
W025,W065,1,0,0.895,0,1,0.5935,0.2755,1,0.8235
W025,W066,0,0,0.3196,3,0,0.4641,0.0891,0,0.4421
W025,W067,1,1,0.7789,3,0,0.4377,0.2498,0,0.6688
W025,W068,1,0,0.435,3,1,0.5506,0.2421,1,0.4387
W025,W069,1,0,1.488,1,0,0.5543,0.1629,0,0.6307
W025,W070,1,0,0.187,3,0,0.5071,0.1933,0,0.6234
W025,W071,1,0,2.1826,1,0,0.5245,0.1307,0,0.5676
W025,W072,0,0,0.7105,3,0,0.4538,0.0784,0,0.1993
W026,W027,0,0,0.4634,0,0,0.5436,0.1175,0,0.2398
W026,W028,0,1,0.298,0,0,0.4803,0.1938,0,0.3929
W026,W029,1,0,0.2157,0,0,0.5378,0.2467,0,0.7017
W026,W030,0,0,0.8936,1,0,0.5706,0.096,0,0.5492
W026,W031,0,1,0.1571,2,0,0.5119,0.1744,0,0.1926
W026,W032,1,1,0.0888,2,1,0.4893,0.4042,1,0.6227
W026,W033,1,0,0.0128,0,0,0.465,0.2498,1,0.5357
W026,W034,0,0,0.0249,3,0,0.42,0.0948,0,0.3206
W026,W035,1,0,0.6627,4,0,0.5392,0.1588,0,0.5422
W026,W036,1,0,0.277,0,0,0.5071,0.2388,0,0.3492
W026,W037,1,0,0.9559,3,0,0.493,0.1545,0,0.7609
W026,W038,1,0,1.2995,1,0,0.5038,0.1667,0,0.4728
W026,W039,0,0,0.4335,2,0,0.3974,0.0902,0,0.8213
W026,W040,0,0,0.1385,2,0,0.5665,0.1102,0,0.4073
W026,W041,1,0,0.6509,1,0,0.4896,0.198,0,0.2528
W026,W042,1,0,0.3173,1,0,0.5362,0.2224,0,0.4853
W026,W043,0,0,0.9285,1,0,0.3886,0.0843,0,0.1729
W026,W044,0,1,0.493,1,1,0.5674,0.2334,0,0.6969
W026,W045,1,0,0.4273,3,0,0.5769,0.1885,0,0.2737
W026,W046,1,0,0.0724,0,0,0.5758,0.2611,0,0.4922
W026,W047,1,1,0.3661,1,0,0.4521,0.3211,1,0.4596
W026,W048,0,0,0.7283,2,0,0.5353,0.0901,0,0.4734
W026,W049,0,1,0.7066,3,0,0.4728,0.1336,0,0.7091
W026,W050,0,1,0.0317,3,0,0.5611,0.1712,0,0.5575
W026,W051,0,0,0.0296,0,0,0.5029,0.1303,0,0.6704
W026,W052,0,0,0.5109,1,1,0.5253,0.1412,0,0.4511
W026,W053,1,0,0.2618,4,0,0.5409,0.1781,0,0.573
W026,W054,0,1,0.6225,2,1,0.6323,0.2165,0,0.4292
W026,W055,0,0,0.1421,3,0,0.5117,0.0971,0,0.3369
W026,W056,1,0,0.5136,4,0,0.5313,0.1649,0,0.6881
W026,W057,0,0,0.1598,1,0,0.5706,0.1199,0,0.3923
W026,W058,0,0,0.9906,3,1,0.5945,0.1073,1,0.5227
W026,W059,0,1,0.2112,4,0,0.5012,0.1442,0,0.429
W026,W060,0,1,0.1024,2,0,0.4796,0.1737,1,0.6566
W026,W061,1,0,0.1032,4,0,0.5237,0.1842,0,0.7616
W026,W062,1,0,1.372,3,0,0.4839,0.1361,0,0.6171
W026,W063,1,1,0.0874,0,0,0.549,0.3812,0,0.4305
W026,W064,0,0,0.321,2,0,0.5511,0.1032,0,0.3118
W026,W065,0,1,0.6156,1,1,0.6143,0.232,1,0.6661
W026,W066,1,0,0.0402,2,0,0.4849,0.2151,0,0.244
W026,W067,0,0,1.0583,4,0,0.4586,0.0642,1,0.0786
W026,W068,0,0,0.1556,2,1,0.5714,0.1479,0,0.2757
W026,W069,0,0,1.2086,2,0,0.5751,0.0797,0,0.4556
W026,W070,0,1,0.0924,2,0,0.5278,0.1793,1,0.7399
W026,W071,0,0,1.9032,0,0,0.5453,0.0755,0,0.2605
W026,W072,1,0,0.4311,4,0,0.4746,0.1632,0,0.5152
W027,W028,1,0,0.7614,0,0,0.518,0.2115,0,0.0958
W027,W029,0,0,0.2477,0,0,0.5756,0.1279,0,0.24
W027,W030,1,0,0.4302,1,0,0.6083,0.2247,0,0.4422
W027,W031,1,0,0.3063,2,0,0.5496,0.2078,1,0.5695
W027,W032,0,0,0.5522,2,1,0.5271,0.1281,0,0.7605
W027,W033,0,0,0.4506,0,0,0.5028,0.1149,0,0.1184
W027,W034,1,0,0.4385,3,0,0.4577,0.1752,0,0.5067
W027,W035,0,0,0.1993,4,0,0.5769,0.0909,0,0.3233
W027,W036,0,1,0.7404,0,0,0.5449,0.1781,0,0.7898
W027,W037,0,1,1.4193,3,0,0.5308,0.112,0,0.6404
W027,W038,0,0,0.8361,1,0,0.5415,0.0958,0,0.5055
W027,W039,1,0,0.8969,2,0,0.4352,0.165,0,0.5979
W027,W040,1,1,0.3249,2,0,0.6043,0.3262,0,0.5182
W027,W041,0,0,0.1875,1,0,0.5273,0.1157,0,0.573
W027,W042,0,1,0.1461,1,0,0.5739,0.1968,0,0.5028
W027,W043,1,1,1.3919,1,0,0.4264,0.2467,0,0.3641
W027,W044,1,0,0.9564,1,1,0.6051,0.2536,0,0.5703
W027,W045,0,1,0.0361,3,0,0.6147,0.1766,0,0.2571
W027,W046,0,1,0.5358,0,0,0.6136,0.1962,0,0.5093
W027,W047,0,0,0.8295,1,0,0.4899,0.0929,0,0.2789
W027,W048,1,0,0.2649,2,0,0.573,0.2129,1,0.1556
W027,W049,1,0,1.17,3,0,0.5106,0.1468,0,0.1107
W027,W050,1,0,0.4951,3,0,0.5988,0.1874,0,0.392
W027,W051,1,0,0.493,0,0,0.5406,0.23,0,0.2988
W027,W052,1,1,0.9743,1,1,0.5631,0.3692,0,0.3432
W027,W053,0,1,0.7252,4,0,0.5786,0.1301,0,0.3215
W027,W054,1,0,0.1591,2,1,0.6701,0.297,1,0.5029
W027,W055,1,0,0.6055,3,0,0.5495,0.1765,0,0.4664
W027,W056,0,0,0.0502,4,0,0.5691,0.0947,0,0.9052
W027,W057,1,0,0.3036,1,0,0.6083,0.2323,0,0.388
W027,W058,1,0,1.454,3,1,0.6322,0.1932,0,0.4777
W027,W059,1,0,0.6746,4,0,0.539,0.1582,1,0.5785
W027,W060,1,0,0.361,2,0,0.5173,0.201,0,0.431
W027,W061,0,1,0.5666,4,0,0.5615,0.1349,0,0.797
W027,W062,0,1,1.8354,3,0,0.5217,0.0981,0,0.5187
W027,W063,0,0,0.376,0,0,0.5867,0.124,0,0.5163
W027,W064,1,0,0.1424,2,0,0.5888,0.2219,1,0.7693
W027,W065,1,0,0.1522,1,1,0.6521,0.316,1,0.5928
W027,W066,0,0,0.4232,2,0,0.5227,0.0982,0,0.945
W027,W067,1,0,1.5217,4,0,0.4963,0.1203,0,0.6922
W027,W068,1,1,0.3078,2,1,0.6092,0.4071,0,0.7265
