worker_id,firm_id,default_group,firm_response_type,active_choice_required,passive_choice,default_contribution_rate,default_equity_share,sophistication_index,liquidity_need_index,annual_income,target_contribution_rate,target_equity_share,participation,contribution_rate,equity_share,default_gap,welfare_distance,undersaving,oversaving_liquidity_risk
default-worker-0529,firm-01,standard_default,insure,0,1,0.06,0.6,0.54,0.32,82500,0.067,0.612,1,0.06,0.6,-0.007,0.012,0,0
default-worker-0530,firm-02,high_default,insure_or_oversteer,0,0,0.1,0.7,0.54,0.32,83100,0.067,0.612,1,0.07,0.605,0.003,0.006,0,0
default-worker-0531,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.54,0.32,83700,0.067,0.612,1,0.066,0.62,-0.001,0.004,0,0
default-worker-0532,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.4,82850,0.073,0.63,1,0.03,0.45,-0.043,0.109,1,0
default-worker-0533,firm-05,standard_default,insure,0,0,0.06,0.6,0.63,0.4,83450,0.073,0.63,1,0.071,0.627,-0.003,0.004,0,0
default-worker-0534,firm-06,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.4,84050,0.073,0.63,1,0.1,0.7,0.027,0.054,0,0
default-worker-0535,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.63,0.4,84650,0.073,0.63,1,0.075,0.617,0.002,0.007,0,0
default-worker-0536,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.48,83800,0.079,0.648,1,0.03,0.45,-0.049,0.121,1,0
default-worker-0537,firm-09,standard_default,insure,0,1,0.06,0.6,0.72,0.48,84400,0.079,0.648,1,0.06,0.6,-0.019,0.037,1,0
default-worker-0538,firm-10,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.48,85000,0.079,0.648,1,0.082,0.639,0.003,0.006,0,0
default-worker-0539,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.72,0.48,85600,0.079,0.648,1,0.078,0.654,-0.001,0.003,0,0
default-worker-0540,firm-12,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.56,42000,0.071,0.666,1,0.03,0.45,-0.041,0.117,1,0
default-worker-0541,firm-13,standard_default,insure,0,0,0.06,0.6,0.81,0.56,42600,0.071,0.666,1,0.068,0.661,-0.003,0.005,0,0
default-worker-0542,firm-14,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.56,43200,0.071,0.666,1,0.1,0.7,0.029,0.046,0,1
default-worker-0543,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.81,0.56,43800,0.071,0.666,1,0.072,0.651,0.002,0.007,0,0
default-worker-0544,firm-16,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.18,0.64,42950,0.023,0.439,1,0.021,0.438,-0.002,0.003,0,0
default-worker-0545,firm-17,standard_default,insure,0,1,0.06,0.6,0.18,0.64,43550,0.023,0.439,1,0.06,0.6,0.037,0.1,0,1
default-worker-0546,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.64,44150,0.023,0.439,1,0.1,0.7,0.077,0.181,0,1
default-worker-0547,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.18,0.64,44750,0.023,0.439,1,0.021,0.443,-0.001,0.003,0,0
default-worker-0548,firm-20,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.16,43900,0.054,0.546,1,0.03,0.45,-0.024,0.061,1,0
default-worker-0549,firm-21,standard_default,insure,0,0,0.06,0.6,0.27,0.16,44500,0.054,0.546,1,0.051,0.54,-0.003,0.006,0,0
default-worker-0550,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.16,45100,0.054,0.546,1,0.1,0.7,0.046,0.102,0,0
default-worker-0551,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.27,0.16,45700,0.054,0.546,1,0.055,0.529,0.001,0.007,0,0
default-worker-0552,firm-24,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.36,0.24,44850,0.06,0.564,1,0.058,0.562,-0.002,0.003,0,0
default-worker-0553,firm-25,standard_default,insure,0,1,0.06,0.6,0.36,0.24,45450,0.06,0.564,1,0.06,0.6,-0.0,0.013,0,0
default-worker-0554,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.24,46050,0.06,0.564,1,0.1,0.7,0.04,0.09,0,0
default-worker-0555,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.36,0.24,46650,0.06,0.564,1,0.059,0.566,-0.002,0.003,0,0
default-worker-0556,firm-28,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.32,45800,0.066,0.582,1,0.03,0.45,-0.036,0.086,1,0
default-worker-0557,firm-29,standard_default,insure,0,0,0.06,0.6,0.45,0.32,46400,0.066,0.582,1,0.069,0.574,0.003,0.006,0,0
default-worker-0558,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.32,47000,0.066,0.582,1,0.1,0.7,0.034,0.078,0,0
default-worker-0559,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.45,0.32,47600,0.066,0.582,1,0.068,0.563,0.001,0.008,0,0
default-worker-0560,firm-32,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.54,0.4,46750,0.058,0.6,1,0.055,0.596,-0.003,0.004,0,0
default-worker-0561,firm-33,standard_default,insure,0,1,0.06,0.6,0.54,0.4,47350,0.058,0.6,1,0.06,0.6,0.002,0.003,0,0
default-worker-0562,firm-34,high_default,insure_or_oversteer,0,0,0.1,0.7,0.54,0.4,47950,0.058,0.6,1,0.059,0.586,0.002,0.007,0,0
default-worker-0563,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.54,0.4,48550,0.058,0.6,1,0.056,0.6,-0.002,0.002,0,0
default-worker-0564,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.48,47700,0.064,0.617,1,0.03,0.45,-0.034,0.094,1,0
default-worker-0565,firm-37,standard_default,insure,0,0,0.06,0.6,0.63,0.48,48300,0.064,0.617,1,0.066,0.608,0.003,0.006,0,0
default-worker-0566,firm-38,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.48,48900,0.064,0.617,1,0.1,0.7,0.036,0.07,0,1
default-worker-0567,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.63,0.48,49500,0.064,0.617,1,0.065,0.597,0.001,0.008,0,0
default-worker-0568,firm-40,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.56,48650,0.07,0.635,1,0.067,0.63,-0.003,0.005,0,0
default-worker-0569,firm-41,standard_default,insure,0,1,0.06,0.6,0.72,0.56,49250,0.07,0.635,1,0.06,0.6,-0.01,0.023,0,0
default-worker-0570,firm-42,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.56,49850,0.07,0.635,1,0.071,0.62,0.002,0.007,0,0
default-worker-0571,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.72,0.56,50450,0.07,0.635,1,0.068,0.634,-0.002,0.003,0,0
default-worker-0572,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.64,49600,0.076,0.653,1,0.03,0.45,-0.046,0.119,1,0
default-worker-0573,firm-45,standard_default,insure,0,0,0.06,0.6,0.81,0.64,50200,0.076,0.653,1,0.078,0.642,0.002,0.007,0,0
default-worker-0574,firm-46,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.64,50800,0.076,0.653,1,0.1,0.7,0.024,0.044,0,1
default-worker-0575,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.81,0.64,51400,0.076,0.653,1,0.077,0.671,0.001,0.007,0,0
default-worker-0576,firm-00,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.18,0.16,50550,0.053,0.516,1,0.056,0.509,0.003,0.005,0,0
default-worker-0577,firm-01,standard_default,insure,0,1,0.06,0.6,0.18,0.16,51150,0.053,0.516,1,0.06,0.6,0.007,0.037,0,0
default-worker-0578,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.16,51750,0.053,0.516,1,0.1,0.7,0.047,0.113,0,0
default-worker-0579,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.18,0.16,52350,0.053,0.516,1,0.051,0.513,-0.002,0.004,0,0
default-worker-0580,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.24,51500,0.044,0.533,1,0.03,0.45,-0.014,0.046,0,0
default-worker-0581,firm-05,standard_default,insure,0,1,0.06,0.6,0.27,0.24,52100,0.044,0.533,1,0.06,0.6,0.016,0.04,0,0
default-worker-0582,firm-06,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.24,52700,0.044,0.533,1,0.1,0.7,0.056,0.117,0,0
default-worker-0583,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.27,0.24,53300,0.044,0.533,1,0.045,0.55,0.0,0.006,0,0
default-worker-0584,firm-08,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.36,0.32,52450,0.051,0.551,1,0.053,0.543,0.003,0.006,0,0
default-worker-0585,firm-09,standard_default,insure,0,1,0.06,0.6,0.36,0.32,53050,0.051,0.551,1,0.06,0.6,0.009,0.027,0,0
default-worker-0586,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.32,53650,0.051,0.551,1,0.1,0.7,0.049,0.105,0,0
default-worker-0587,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.36,0.32,54250,0.051,0.551,1,0.048,0.547,-0.003,0.004,0,0
default-worker-0588,firm-12,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.4,53400,0.057,0.569,1,0.03,0.45,-0.027,0.071,1,0
default-worker-0589,firm-13,standard_default,insure,0,1,0.06,0.6,0.45,0.4,54000,0.057,0.569,1,0.06,0.6,0.003,0.014,0,0
default-worker-0590,firm-14,high_default,insure_or_oversteer,0,0,0.1,0.7,0.45,0.4,54600,0.057,0.569,1,0.055,0.569,-0.002,0.002,0,0
default-worker-0591,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.45,0.4,55200,0.057,0.569,1,0.057,0.584,0.0,0.006,0,0
default-worker-0592,firm-16,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.54,0.48,54350,0.063,0.587,1,0.065,0.577,0.002,0.006,0,0
default-worker-0593,firm-17,standard_default,insure,0,1,0.06,0.6,0.54,0.48,54950,0.063,0.587,1,0.06,0.6,-0.003,0.008,0,0
default-worker-0594,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.48,55550,0.063,0.587,1,0.1,0.7,0.037,0.081,0,1
default-worker-0595,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.54,0.48,56150,0.063,0.587,1,0.06,0.581,-0.003,0.005,0,0
default-worker-0596,firm-20,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.56,55300,0.069,0.605,1,0.03,0.45,-0.039,0.096,1,0
default-worker-0597,firm-21,standard_default,insure,0,1,0.06,0.6,0.63,0.56,55900,0.069,0.605,1,0.06,0.6,-0.009,0.011,0,0
default-worker-0598,firm-22,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.56,56500,0.069,0.605,1,0.067,0.603,-0.002,0.003,0,0
default-worker-0599,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.63,0.56,57100,0.069,0.605,1,0.069,0.618,0.0,0.005,0,0
default-worker-0600,firm-24,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.64,56250,0.06,0.622,1,0.062,0.611,0.002,0.007,0,0
default-worker-0601,firm-25,standard_default,insure,0,1,0.06,0.6,0.72,0.64,56850,0.06,0.622,1,0.06,0.6,-0.0,0.008,0,0
default-worker-0602,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.64,57450,0.06,0.622,1,0.1,0.7,0.04,0.073,0,1
default-worker-0603,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.72,0.64,58050,0.06,0.622,1,0.063,0.615,0.003,0.006,0,0
default-worker-0604,firm-28,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.16,57200,0.092,0.73,1,0.03,0.45,-0.062,0.162,1,0
default-worker-0605,firm-29,standard_default,insure,0,0,0.06,0.6,0.81,0.16,57800,0.092,0.73,1,0.093,0.712,0.001,0.008,0,0
default-worker-0606,firm-30,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.16,58400,0.092,0.73,1,0.089,0.727,-0.002,0.004,0,0
default-worker-0607,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.81,0.16,59000,0.092,0.73,1,0.091,0.742,-0.0,0.004,0,0
default-worker-0608,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.24,58150,0.044,0.503,1,0.03,0.45,-0.014,0.034,0,0
default-worker-0609,firm-33,standard_default,insure,0,1,0.06,0.6,0.18,0.24,58750,0.044,0.503,1,0.06,0.6,0.016,0.051,0,0
default-worker-0610,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.24,59350,0.044,0.503,1,0.1,0.7,0.056,0.129,0,0
default-worker-0611,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.18,0.24,59950,0.044,0.503,1,0.046,0.494,0.003,0.006,0,0
default-worker-0612,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.32,59100,0.05,0.521,1,0.03,0.45,-0.02,0.047,1,0
default-worker-0613,firm-37,standard_default,insure,0,1,0.06,0.6,0.27,0.32,59700,0.05,0.521,1,0.06,0.6,0.01,0.039,0,0
default-worker-0614,firm-38,high_default,insure_or_oversteer,0,0,0.1,0.7,0.27,0.32,60300,0.05,0.521,1,0.047,0.516,-0.003,0.005,0,0
default-worker-0615,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.27,0.32,60900,0.05,0.521,1,0.049,0.531,-0.0,0.004,0,0
default-worker-0616,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.4,60050,0.056,0.538,1,0.03,0.45,-0.026,0.06,1,0
default-worker-0617,firm-41,standard_default,insure,0,0,0.06,0.6,0.36,0.4,60650,0.056,0.538,1,0.054,0.538,-0.002,0.002,0,0
default-worker-0618,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.4,61250,0.056,0.538,1,0.1,0.7,0.044,0.105,0,0
default-worker-0619,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.36,0.4,61850,0.056,0.538,1,0.058,0.528,0.002,0.006,0,0
default-worker-0620,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.48,61000,0.047,0.556,1,0.03,0.45,-0.017,0.056,1,0
default-worker-0621,firm-45,standard_default,insure,0,1,0.06,0.6,0.45,0.48,61600,0.047,0.556,1,0.06,0.6,0.013,0.03,0,0
default-worker-0622,firm-46,high_default,insure_or_oversteer,0,0,0.1,0.7,0.45,0.48,62200,0.047,0.556,1,0.044,0.55,-0.003,0.005,0,0
default-worker-0623,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.45,0.48,62800,0.047,0.556,1,0.046,0.565,-0.001,0.004,0,0
default-worker-0624,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.56,61950,0.053,0.574,1,0.03,0.45,-0.023,0.069,1,0
default-worker-0625,firm-01,standard_default,insure,0,0,0.06,0.6,0.54,0.56,62550,0.053,0.574,1,0.051,0.572,-0.002,0.003,0,0
default-worker-0626,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.56,63150,0.053,0.574,1,0.1,0.7,0.047,0.097,0,1
default-worker-0627,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.54,0.56,63750,0.053,0.574,1,0.055,0.562,0.002,0.007,0,0
default-worker-0628,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.64,62900,0.059,0.592,1,0.03,0.45,-0.029,0.081,1,0
default-worker-0629,firm-05,standard_default,insure,0,1,0.06,0.6,0.63,0.64,63500,0.059,0.592,1,0.06,0.6,0.001,0.004,0,0
default-worker-0630,firm-06,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.64,64100,0.059,0.592,1,0.062,0.584,0.003,0.006,0,0
default-worker-0631,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.63,0.64,64700,0.059,0.592,1,0.058,0.599,-0.001,0.004,0,0
default-worker-0632,firm-08,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.16,63850,0.091,0.699,1,0.092,0.681,0.001,0.008,0,0
default-worker-0633,firm-09,standard_default,insure,0,0,0.06,0.6,0.72,0.16,64450,0.091,0.699,1,0.088,0.696,-0.003,0.004,0,0
default-worker-0634,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.16,65050,0.091,0.699,1,0.1,0.7,0.009,0.01,0,0
default-worker-0635,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.72,0.16,65650,0.091,0.699,1,0.093,0.686,0.002,0.007,0,0
default-worker-0636,firm-12,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.24,64800,0.097,0.717,1,0.03,0.45,-0.067,0.163,1,0
default-worker-0637,firm-13,standard_default,insure,0,1,0.06,0.6,0.81,0.24,65400,0.097,0.717,1,0.06,0.6,-0.037,0.079,1,0
default-worker-0638,firm-14,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.24,66000,0.097,0.717,1,0.1,0.708,0.003,0.006,0,0
default-worker-0639,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.81,0.24,66600,0.097,0.717,1,0.096,0.723,-0.001,0.003,0,0
default-worker-0640,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.32,65750,0.034,0.49,1,0.03,0.45,-0.004,0.019,0,0
default-worker-0641,firm-17,standard_default,insure,0,0,0.06,0.6,0.18,0.32,66350,0.034,0.49,1,0.031,0.485,-0.003,0.005,0,0
default-worker-0642,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.32,66950,0.034,0.49,1,0.1,0.7,0.066,0.145,0,0
default-worker-0643,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.18,0.32,67550,0.034,0.49,1,0.036,0.475,0.002,0.007,0,0
default-worker-0644,firm-20,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.27,0.4,66700,0.04,0.508,1,0.038,0.507,-0.002,0.003,0,0
default-worker-0645,firm-21,standard_default,insure,0,1,0.06,0.6,0.27,0.4,67300,0.04,0.508,1,0.06,0.6,0.02,0.054,0,0
default-worker-0646,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.4,67900,0.04,0.508,1,0.1,0.7,0.06,0.133,0,0
default-worker-0647,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.27,0.4,68500,0.04,0.508,1,0.039,0.512,-0.001,0.003,0,0
default-worker-0648,firm-24,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.48,67650,0.046,0.526,1,0.03,0.45,-0.016,0.045,1,0
default-worker-0649,firm-25,standard_default,insure,0,0,0.06,0.6,0.36,0.48,68250,0.046,0.526,1,0.043,0.519,-0.003,0.006,0,0
default-worker-0650,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.48,68850,0.046,0.526,1,0.1,0.7,0.054,0.121,0,1
default-worker-0651,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.36,0.48,69450,0.046,0.526,1,0.048,0.509,0.001,0.007,0,0
default-worker-0652,firm-28,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.45,0.56,68600,0.053,0.543,1,0.05,0.541,-0.002,0.003,0,0
default-worker-0653,firm-29,standard_default,insure,0,1,0.06,0.6,0.45,0.56,69200,0.053,0.543,1,0.06,0.6,0.007,0.028,0,0
default-worker-0654,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.56,69800,0.053,0.543,1,0.1,0.7,0.047,0.109,0,1
default-worker-0655,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.45,0.56,70400,0.053,0.543,1,0.051,0.546,-0.002,0.003,0,0
default-worker-0656,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.64,69550,0.059,0.561,1,0.03,0.45,-0.029,0.07,1,0
default-worker-0657,firm-33,standard_default,insure,0,0,0.06,0.6,0.54,0.64,70150,0.059,0.561,1,0.061,0.553,0.003,0.006,0,0
default-worker-0658,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.64,70750,0.059,0.561,1,0.1,0.7,0.041,0.096,0,1
default-worker-0659,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.54,0.64,71350,0.059,0.561,1,0.06,0.543,0.001,0.008,0,0
default-worker-0660,firm-36,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.16,70500,0.075,0.669,1,0.072,0.665,-0.003,0.004,0,0
default-worker-0661,firm-37,standard_default,insure,0,1,0.06,0.6,0.63,0.16,71100,0.075,0.669,1,0.06,0.6,-0.015,0.04,1,0
default-worker-0662,firm-38,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.16,71700,0.075,0.669,1,0.077,0.655,0.002,0.007,0,0
default-worker-0663,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.63,0.16,72300,0.075,0.669,1,0.073,0.669,-0.002,0.002,0,0
default-worker-0664,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.24,71450,0.081,0.686,1,0.03,0.45,-0.051,0.137,1,0
default-worker-0665,firm-41,standard_default,insure,0,0,0.06,0.6,0.72,0.24,72050,0.081,0.686,1,0.084,0.677,0.003,0.006,0,0
default-worker-0666,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.24,72650,0.081,0.686,1,0.1,0.7,0.019,0.025,0,0
default-worker-0667,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.72,0.24,73250,0.081,0.686,1,0.082,0.666,0.001,0.008,0,0
default-worker-0668,firm-44,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.32,72400,0.087,0.704,1,0.085,0.699,-0.003,0.005,0,0
default-worker-0669,firm-45,standard_default,insure,0,1,0.06,0.6,0.81,0.32,73000,0.087,0.704,1,0.06,0.6,-0.027,0.065,1,0
default-worker-0670,firm-46,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.32,73600,0.087,0.704,1,0.089,0.689,0.002,0.007,0,0
default-worker-0671,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.81,0.32,74200,0.087,0.704,1,0.085,0.703,-0.002,0.003,0,0
default-worker-0672,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.4,73350,0.04,0.477,1,0.03,0.45,-0.01,0.02,0,0
default-worker-0673,firm-01,standard_default,insure,0,1,0.06,0.6,0.18,0.4,73950,0.04,0.477,1,0.06,0.6,0.02,0.066,0,0
default-worker-0674,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.4,74550,0.04,0.477,1,0.1,0.7,0.06,0.145,0,0
default-worker-0675,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.18,0.4,75150,0.04,0.477,1,0.04,0.496,0.001,0.007,0,0
default-worker-0676,firm-04,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.27,0.48,74300,0.046,0.495,1,0.049,0.488,0.003,0.006,0,0
default-worker-0677,firm-05,standard_default,insure,0,1,0.06,0.6,0.27,0.48,74900,0.046,0.495,1,0.06,0.6,0.014,0.053,0,0
default-worker-0678,firm-06,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.48,75500,0.046,0.495,1,0.1,0.7,0.054,0.133,0,1
default-worker-0679,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.27,0.48,76100,0.046,0.495,1,0.043,0.493,-0.002,0.004,0,0
default-worker-0680,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.56,75250,0.037,0.513,1,0.03,0.45,-0.007,0.03,0,0
default-worker-0681,firm-09,standard_default,insure,0,1,0.06,0.6,0.36,0.56,75850,0.037,0.513,1,0.06,0.6,0.023,0.057,0,1
default-worker-0682,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.56,76450,0.037,0.513,1,0.1,0.7,0.063,0.138,0,1
default-worker-0683,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.36,0.56,77050,0.037,0.513,1,0.037,0.53,0.0,0.006,0,0
default-worker-0684,firm-12,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.45,0.64,76200,0.043,0.531,1,0.046,0.522,0.003,0.006,0,0
default-worker-0685,firm-13,standard_default,insure,0,1,0.06,0.6,0.45,0.64,76800,0.043,0.531,1,0.06,0.6,0.017,0.044,0,1
default-worker-0686,firm-14,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.64,77400,0.043,0.531,1,0.1,0.7,0.057,0.125,0,1
default-worker-0687,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.45,0.64,78000,0.043,0.531,1,0.04,0.527,-0.003,0.004,0,0
default-worker-0688,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.16,77150,0.074,0.638,1,0.03,0.45,-0.044,0.114,1,0
default-worker-0689,firm-17,standard_default,insure,0,0,0.06,0.6,0.54,0.16,77750,0.074,0.638,1,0.076,0.624,0.002,0.007,0,0
default-worker-0690,firm-18,high_default,insure_or_oversteer,0,0,0.1,0.7,0.54,0.16,78350,0.074,0.638,1,0.072,0.638,-0.002,0.002,0,0
default-worker-0691,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.54,0.16,78950,0.074,0.638,1,0.075,0.653,0.0,0.006,0,0
default-worker-0692,firm-20,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.24,78100,0.08,0.656,1,0.083,0.646,0.002,0.006,0,0
default-worker-0693,firm-21,standard_default,insure,0,1,0.06,0.6,0.63,0.24,78700,0.08,0.656,1,0.06,0.6,-0.02,0.041,1,0
default-worker-0694,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.24,79300,0.08,0.656,1,0.1,0.7,0.02,0.036,0,0
default-worker-0695,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.63,0.24,79900,0.08,0.656,1,0.078,0.65,-0.003,0.005,0,0
default-worker-0696,firm-24,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.32,79050,0.087,0.674,1,0.03,0.45,-0.057,0.138,1,0
default-worker-0697,firm-25,standard_default,insure,0,0,0.06,0.6,0.72,0.32,79650,0.087,0.674,1,0.088,0.658,0.002,0.007,0,0
default-worker-0698,firm-26,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.32,80250,0.087,0.674,1,0.084,0.672,-0.002,0.003,0,0
default-worker-0699,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.72,0.32,80850,0.087,0.674,1,0.087,0.687,0.0,0.005,0,0
default-worker-0700,firm-28,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.4,80000,0.078,0.691,1,0.08,0.68,0.002,0.007,0,0
default-worker-0701,firm-29,standard_default,insure,0,1,0.06,0.6,0.81,0.4,80600,0.078,0.691,1,0.06,0.6,-0.018,0.05,1,0
default-worker-0702,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.4,81200,0.078,0.691,1,0.1,0.7,0.022,0.027,0,0
default-worker-0703,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.81,0.4,81800,0.078,0.691,1,0.081,0.684,0.003,0.006,0,0
default-worker-0704,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.48,80950,0.03,0.464,1,0.03,0.45,0.0,0.005,0,0
default-worker-0705,firm-33,standard_default,insure,0,1,0.06,0.6,0.18,0.48,81550,0.03,0.464,1,0.06,0.6,0.03,0.081,0,1
