worker_id,arm,inertia,sophistication,liquidity_need,match_rate,default_rate,active_prompt,commitment,benchmark_rate,chosen_rate,participation,welfare_gap,welfare_score
default-worker-0680,opt_in,0.355,0.55,0.18,0.035,0.0,0.0,0.0,0.072,0.051,1,0.021,0.059
default-worker-0681,auto_enroll_3,0.355,0.55,0.18,0.035,0.03,0.0,0.0,0.072,0.044,1,0.028,0.052
default-worker-0682,auto_enroll_6,0.355,0.55,0.18,0.035,0.06,0.0,0.0,0.072,0.054,1,0.018,0.062
default-worker-0683,active_choice,0.355,0.55,0.18,0.035,0.0,1.0,0.0,0.072,0.062,1,0.01,0.07
default-worker-0684,commitment_escalation,0.355,0.55,0.18,0.035,0.03,0.0,1.0,0.072,0.053,1,0.019,0.061
default-worker-0685,opt_in,0.41,0.605,0.225,0.04,0.0,0.0,0.0,0.078,0.058,1,0.02,0.06
default-worker-0686,auto_enroll_3,0.41,0.605,0.225,0.04,0.03,0.0,0.0,0.078,0.046,1,0.031,0.049
default-worker-0687,auto_enroll_6,0.41,0.605,0.225,0.04,0.06,0.0,0.0,0.078,0.059,1,0.019,0.061
default-worker-0688,active_choice,0.41,0.605,0.225,0.04,0.0,1.0,0.0,0.078,0.068,1,0.01,0.07
default-worker-0689,commitment_escalation,0.41,0.605,0.225,0.04,0.03,0.0,1.0,0.078,0.056,1,0.022,0.058
default-worker-0690,opt_in,0.465,0.66,0.27,0.045,0.0,0.0,0.0,0.083,0.065,1,0.018,0.062
default-worker-0691,auto_enroll_3,0.465,0.66,0.27,0.045,0.03,0.0,0.0,0.083,0.049,1,0.034,0.046
default-worker-0692,auto_enroll_6,0.465,0.66,0.27,0.045,0.06,0.0,0.0,0.083,0.063,1,0.021,0.059
default-worker-0693,active_choice,0.465,0.66,0.27,0.045,0.0,1.0,0.0,0.083,0.073,1,0.01,0.07
default-worker-0694,commitment_escalation,0.465,0.66,0.27,0.045,0.03,0.0,1.0,0.083,0.057,1,0.026,0.054
default-worker-0695,opt_in,0.52,0.715,0.315,0.05,0.0,0.0,0.0,0.089,0.072,1,0.016,0.064
default-worker-0696,auto_enroll_3,0.52,0.715,0.315,0.05,0.03,0.0,0.0,0.089,0.05,1,0.038,0.042
default-worker-0697,auto_enroll_6,0.52,0.715,0.315,0.05,0.06,0.0,0.0,0.089,0.066,1,0.023,0.057
default-worker-0698,active_choice,0.52,0.715,0.315,0.05,0.0,1.0,0.0,0.089,0.079,1,0.009,0.071
default-worker-0699,commitment_escalation,0.52,0.715,0.315,0.05,0.03,0.0,1.0,0.089,0.058,1,0.03,0.05
default-worker-0700,opt_in,0.575,0.22,0.36,0.03,0.0,0.0,0.0,0.053,0.026,1,0.027,0.053
default-worker-0701,auto_enroll_3,0.575,0.22,0.36,0.03,0.03,0.0,0.0,0.053,0.028,1,0.024,0.056
default-worker-0702,auto_enroll_6,0.575,0.22,0.36,0.03,0.06,0.0,0.0,0.053,0.046,1,0.007,0.073
default-worker-0703,active_choice,0.575,0.22,0.36,0.03,0.0,1.0,0.0,0.053,0.042,1,0.011,0.069
default-worker-0704,commitment_escalation,0.575,0.22,0.36,0.03,0.03,0.0,1.0,0.053,0.036,1,0.017,0.063
default-worker-0705,opt_in,0.63,0.275,0.405,0.035,0.0,0.0,0.0,0.058,0.031,1,0.027,0.053
default-worker-0706,auto_enroll_3,0.63,0.275,0.405,0.035,0.03,0.0,0.0,0.058,0.03,1,0.028,0.052
default-worker-0707,auto_enroll_6,0.63,0.275,0.405,0.035,0.06,0.0,0.0,0.058,0.049,1,0.009,0.071
default-worker-0708,active_choice,0.63,0.275,0.405,0.035,0.0,1.0,0.0,0.058,0.047,1,0.011,0.069
default-worker-0709,commitment_escalation,0.63,0.275,0.405,0.035,0.03,0.0,1.0,0.058,0.037,1,0.021,0.059
default-worker-0710,opt_in,0.685,0.33,0.45,0.04,0.0,0.0,0.0,0.064,0.036,1,0.028,0.052
default-worker-0711,auto_enroll_3,0.685,0.33,0.45,0.04,0.03,0.0,0.0,0.064,0.032,1,0.032,0.048
default-worker-0712,auto_enroll_6,0.685,0.33,0.45,0.04,0.06,0.0,0.0,0.064,0.052,1,0.011,0.069
default-worker-0713,active_choice,0.685,0.33,0.45,0.04,0.0,1.0,0.0,0.064,0.052,1,0.012,0.068
default-worker-0714,commitment_escalation,0.685,0.33,0.45,0.04,0.03,0.0,1.0,0.064,0.038,1,0.025,0.055
default-worker-0715,opt_in,0.74,0.385,0.495,0.045,0.0,0.0,0.0,0.069,0.042,1,0.028,0.052
default-worker-0716,auto_enroll_3,0.74,0.385,0.495,0.045,0.03,0.0,0.0,0.069,0.033,1,0.036,0.044
default-worker-0717,auto_enroll_6,0.74,0.385,0.495,0.045,0.06,0.0,0.0,0.069,0.055,1,0.014,0.066
default-worker-0718,active_choice,0.74,0.385,0.495,0.045,0.0,1.0,0.0,0.069,0.057,1,0.012,0.068
default-worker-0719,commitment_escalation,0.74,0.385,0.495,0.045,0.03,0.0,1.0,0.069,0.039,1,0.03,0.05
default-worker-0720,opt_in,0.3,0.44,0.18,0.05,0.0,0.0,0.0,0.084,0.053,1,0.03,0.05
default-worker-0721,auto_enroll_3,0.3,0.44,0.18,0.05,0.03,0.0,0.0,0.084,0.046,1,0.037,0.043
default-worker-0722,auto_enroll_6,0.3,0.44,0.18,0.05,0.06,0.0,0.0,0.084,0.055,1,0.028,0.052
default-worker-0723,active_choice,0.3,0.44,0.18,0.05,0.0,1.0,0.0,0.084,0.07,1,0.014,0.066
default-worker-0724,commitment_escalation,0.3,0.44,0.18,0.05,0.03,0.0,1.0,0.084,0.056,1,0.028,0.052
default-worker-0725,opt_in,0.355,0.495,0.225,0.03,0.0,0.0,0.0,0.064,0.043,1,0.021,0.059
default-worker-0726,auto_enroll_3,0.355,0.495,0.225,0.03,0.03,0.0,0.0,0.064,0.038,1,0.026,0.054
default-worker-0727,auto_enroll_6,0.355,0.495,0.225,0.03,0.06,0.0,0.0,0.064,0.049,1,0.015,0.065
default-worker-0728,active_choice,0.355,0.495,0.225,0.03,0.0,1.0,0.0,0.064,0.055,1,0.01,0.07
default-worker-0729,commitment_escalation,0.355,0.495,0.225,0.03,0.03,0.0,1.0,0.064,0.048,1,0.016,0.064
default-worker-0730,opt_in,0.41,0.55,0.27,0.035,0.0,0.0,0.0,0.07,0.049,1,0.02,0.06
default-worker-0731,auto_enroll_3,0.41,0.55,0.27,0.035,0.03,0.0,0.0,0.07,0.041,1,0.028,0.052
default-worker-0732,auto_enroll_6,0.41,0.55,0.27,0.035,0.06,0.0,0.0,0.07,0.054,1,0.016,0.064
default-worker-0733,active_choice,0.41,0.55,0.27,0.035,0.0,1.0,0.0,0.07,0.06,1,0.01,0.07
default-worker-0734,commitment_escalation,0.41,0.55,0.27,0.035,0.03,0.0,1.0,0.07,0.05,1,0.02,0.06
default-worker-0735,opt_in,0.465,0.605,0.315,0.04,0.0,0.0,0.0,0.075,0.056,1,0.019,0.061
default-worker-0736,auto_enroll_3,0.465,0.605,0.315,0.04,0.03,0.0,0.0,0.075,0.044,1,0.031,0.049
default-worker-0737,auto_enroll_6,0.465,0.605,0.315,0.04,0.06,0.0,0.0,0.075,0.058,1,0.017,0.063
default-worker-0738,active_choice,0.465,0.605,0.315,0.04,0.0,1.0,0.0,0.075,0.066,1,0.01,0.07
default-worker-0739,commitment_escalation,0.465,0.605,0.315,0.04,0.03,0.0,1.0,0.075,0.052,1,0.023,0.057
default-worker-0740,opt_in,0.52,0.66,0.36,0.045,0.0,0.0,0.0,0.081,0.063,1,0.018,0.062
default-worker-0741,auto_enroll_3,0.52,0.66,0.36,0.045,0.03,0.0,0.0,0.081,0.046,1,0.035,0.045
default-worker-0742,auto_enroll_6,0.52,0.66,0.36,0.045,0.06,0.0,0.0,0.081,0.061,1,0.019,0.061
default-worker-0743,active_choice,0.52,0.66,0.36,0.045,0.0,1.0,0.0,0.081,0.071,1,0.01,0.07
default-worker-0744,commitment_escalation,0.52,0.66,0.36,0.045,0.03,0.0,1.0,0.081,0.053,1,0.027,0.053
default-worker-0745,opt_in,0.575,0.715,0.405,0.05,0.0,0.0,0.0,0.086,0.07,1,0.016,0.064
default-worker-0746,auto_enroll_3,0.575,0.715,0.405,0.05,0.03,0.0,0.0,0.086,0.047,1,0.039,0.041
default-worker-0747,auto_enroll_6,0.575,0.715,0.405,0.05,0.06,0.0,0.0,0.086,0.064,1,0.022,0.058
default-worker-0748,active_choice,0.575,0.715,0.405,0.05,0.0,1.0,0.0,0.086,0.077,1,0.009,0.071
default-worker-0749,commitment_escalation,0.575,0.715,0.405,0.05,0.03,0.0,1.0,0.086,0.054,1,0.032,0.048
