worker_id,knowledge_group,neighborhood,desired_earnings,observed_earnings,distance_to_phasein_end,segment,local_knowledge,adjustment_cost,true_marginal_subsidy,perceived_subsidy
eitc-worker-0701,low_knowledge,neighborhood-11,24985,24809.02,10809.02,phaseout,0.315,0.308,-0.16,-0.05
eitc-worker-0702,high_knowledge,neighborhood-12,25066,24520.11,10520.11,phaseout,0.81,0.18,-0.16,-0.13
eitc-worker-0703,low_knowledge,neighborhood-13,25066,24833.49,10833.49,phaseout,0.345,0.18,-0.16,-0.055
eitc-worker-0704,low_knowledge,neighborhood-14,25066,24823.38,10823.38,phaseout,0.36,0.18,-0.16,-0.058
eitc-worker-0705,high_knowledge,neighborhood-15,8227,8227.0,-5773.0,phase_in,0.78,0.196,0.34,0.265
eitc-worker-0706,low_knowledge,neighborhood-16,8227,8227.0,-5773.0,phase_in,0.315,0.196,0.34,0.107
eitc-worker-0707,low_knowledge,neighborhood-17,8227,8227.0,-5773.0,phase_in,0.33,0.196,0.34,0.112
eitc-worker-0708,high_knowledge,neighborhood-18,8308,8308.0,-5692.0,phase_in,0.825,0.212,0.34,0.281
eitc-worker-0709,low_knowledge,neighborhood-19,8308,8308.0,-5692.0,phase_in,0.36,0.212,0.34,0.122
eitc-worker-0710,low_knowledge,neighborhood-20,8308,8308.0,-5692.0,phase_in,0.3,0.212,0.34,0.102
eitc-worker-0711,high_knowledge,neighborhood-21,8389,8389.0,-5611.0,phase_in,0.795,0.228,0.34,0.27
eitc-worker-0712,low_knowledge,neighborhood-22,8389,8389.0,-5611.0,phase_in,0.33,0.228,0.34,0.112
eitc-worker-0713,low_knowledge,neighborhood-23,8389,8389.0,-5611.0,phase_in,0.345,0.228,0.34,0.117
eitc-worker-0714,high_knowledge,neighborhood-24,8470,8470.0,-5530.0,phase_in,0.84,0.244,0.34,0.286
eitc-worker-0715,low_knowledge,neighborhood-25,8470,8470.0,-5530.0,phase_in,0.3,0.244,0.34,0.102
eitc-worker-0716,low_knowledge,neighborhood-26,8470,8470.0,-5530.0,phase_in,0.315,0.244,0.34,0.107
eitc-worker-0717,high_knowledge,neighborhood-27,8551,8551.0,-5449.0,phase_in,0.81,0.26,0.34,0.275
eitc-worker-0718,low_knowledge,neighborhood-28,8551,8551.0,-5449.0,phase_in,0.345,0.26,0.34,0.117
eitc-worker-0719,low_knowledge,neighborhood-29,8551,8551.0,-5449.0,phase_in,0.36,0.26,0.34,0.122
eitc-worker-0720,high_knowledge,neighborhood-00,8560,8560.0,-5440.0,phase_in,0.78,0.276,0.34,0.265
eitc-worker-0721,low_knowledge,neighborhood-01,8560,8560.0,-5440.0,phase_in,0.315,0.276,0.34,0.107
eitc-worker-0722,low_knowledge,neighborhood-02,8560,8560.0,-5440.0,phase_in,0.33,0.276,0.34,0.112
eitc-worker-0723,high_knowledge,neighborhood-03,8641,8641.0,-5359.0,phase_in,0.825,0.292,0.34,0.281
eitc-worker-0724,low_knowledge,neighborhood-04,8641,8641.0,-5359.0,phase_in,0.36,0.292,0.34,0.122
eitc-worker-0725,low_knowledge,neighborhood-05,8641,8641.0,-5359.0,phase_in,0.3,0.292,0.34,0.102
eitc-worker-0726,high_knowledge,neighborhood-06,8722,8722.0,-5278.0,phase_in,0.795,0.308,0.34,0.27
eitc-worker-0727,low_knowledge,neighborhood-07,8722,8722.0,-5278.0,phase_in,0.33,0.308,0.34,0.112
eitc-worker-0728,low_knowledge,neighborhood-08,8722,8722.0,-5278.0,phase_in,0.345,0.308,0.34,0.117
eitc-worker-0729,high_knowledge,neighborhood-09,8803,8803.0,-5197.0,phase_in,0.84,0.18,0.34,0.286
eitc-worker-0730,low_knowledge,neighborhood-10,8803,8803.0,-5197.0,phase_in,0.3,0.18,0.34,0.102
eitc-worker-0731,low_knowledge,neighborhood-11,8803,8803.0,-5197.0,phase_in,0.315,0.18,0.34,0.107
eitc-worker-0732,high_knowledge,neighborhood-12,8884,8884.0,-5116.0,phase_in,0.81,0.196,0.34,0.275
eitc-worker-0733,low_knowledge,neighborhood-13,8884,8884.0,-5116.0,phase_in,0.345,0.196,0.34,0.117
eitc-worker-0734,low_knowledge,neighborhood-14,8884,8884.0,-5116.0,phase_in,0.36,0.196,0.34,0.122
eitc-worker-0735,high_knowledge,neighborhood-15,8965,8965.0,-5035.0,phase_in,0.78,0.212,0.34,0.265
eitc-worker-0736,low_knowledge,neighborhood-16,8965,8965.0,-5035.0,phase_in,0.315,0.212,0.34,0.107
eitc-worker-0737,low_knowledge,neighborhood-17,8965,8965.0,-5035.0,phase_in,0.33,0.212,0.34,0.112
eitc-worker-0738,high_knowledge,neighborhood-18,9046,9046.0,-4954.0,phase_in,0.825,0.228,0.34,0.281
eitc-worker-0739,low_knowledge,neighborhood-19,9046,9046.0,-4954.0,phase_in,0.36,0.228,0.34,0.122
eitc-worker-0740,low_knowledge,neighborhood-20,9046,9046.0,-4954.0,phase_in,0.3,0.228,0.34,0.102
eitc-worker-0741,high_knowledge,neighborhood-21,9127,9127.0,-4873.0,phase_in,0.795,0.244,0.34,0.27
eitc-worker-0742,low_knowledge,neighborhood-22,9127,9127.0,-4873.0,phase_in,0.33,0.244,0.34,0.112
eitc-worker-0743,low_knowledge,neighborhood-23,9127,9127.0,-4873.0,phase_in,0.345,0.244,0.34,0.117
eitc-worker-0744,high_knowledge,neighborhood-24,9136,9136.0,-4864.0,phase_in,0.84,0.26,0.34,0.286
eitc-worker-0745,low_knowledge,neighborhood-25,9136,9136.0,-4864.0,phase_in,0.3,0.26,0.34,0.102
eitc-worker-0746,low_knowledge,neighborhood-26,9136,9136.0,-4864.0,phase_in,0.315,0.26,0.34,0.107
eitc-worker-0747,high_knowledge,neighborhood-27,9217,9217.0,-4783.0,phase_in,0.81,0.276,0.34,0.275
eitc-worker-0748,low_knowledge,neighborhood-28,9217,9217.0,-4783.0,phase_in,0.345,0.276,0.34,0.117
eitc-worker-0749,low_knowledge,neighborhood-29,9217,9217.0,-4783.0,phase_in,0.36,0.276,0.34,0.122
eitc-worker-0750,high_knowledge,neighborhood-00,9298,9298.0,-4702.0,phase_in,0.78,0.292,0.34,0.265
eitc-worker-0751,low_knowledge,neighborhood-01,9298,9298.0,-4702.0,phase_in,0.315,0.292,0.34,0.107
eitc-worker-0752,low_knowledge,neighborhood-02,9298,9298.0,-4702.0,phase_in,0.33,0.292,0.34,0.112
eitc-worker-0753,high_knowledge,neighborhood-03,9379,9379.0,-4621.0,phase_in,0.825,0.308,0.34,0.281
eitc-worker-0754,low_knowledge,neighborhood-04,9379,9379.0,-4621.0,phase_in,0.36,0.308,0.34,0.122
eitc-worker-0755,low_knowledge,neighborhood-05,9379,9379.0,-4621.0,phase_in,0.3,0.308,0.34,0.102
eitc-worker-0756,high_knowledge,neighborhood-06,9460,9460.0,-4540.0,phase_in,0.795,0.18,0.34,0.27
eitc-worker-0757,low_knowledge,neighborhood-07,9460,9460.0,-4540.0,phase_in,0.33,0.18,0.34,0.112
eitc-worker-0758,low_knowledge,neighborhood-08,9460,9460.0,-4540.0,phase_in,0.345,0.18,0.34,0.117
eitc-worker-0759,high_knowledge,neighborhood-09,9541,9541.0,-4459.0,phase_in,0.84,0.196,0.34,0.286
eitc-worker-0760,low_knowledge,neighborhood-10,9541,9541.0,-4459.0,phase_in,0.3,0.196,0.34,0.102
eitc-worker-0761,low_knowledge,neighborhood-11,9541,9541.0,-4459.0,phase_in,0.315,0.196,0.34,0.107
eitc-worker-0762,high_knowledge,neighborhood-12,9622,9622.0,-4378.0,phase_in,0.81,0.212,0.34,0.275
eitc-worker-0763,low_knowledge,neighborhood-13,9622,9622.0,-4378.0,phase_in,0.345,0.212,0.34,0.117
eitc-worker-0764,low_knowledge,neighborhood-14,9622,9622.0,-4378.0,phase_in,0.36,0.212,0.34,0.122
eitc-worker-0765,high_knowledge,neighborhood-15,9703,9703.0,-4297.0,phase_in,0.78,0.228,0.34,0.265
eitc-worker-0766,low_knowledge,neighborhood-16,9703,9703.0,-4297.0,phase_in,0.315,0.228,0.34,0.107
eitc-worker-0767,low_knowledge,neighborhood-17,9703,9703.0,-4297.0,phase_in,0.33,0.228,0.34,0.112
eitc-worker-0768,high_knowledge,neighborhood-18,9712,9712.0,-4288.0,phase_in,0.825,0.244,0.34,0.281
eitc-worker-0769,low_knowledge,neighborhood-19,9712,9712.0,-4288.0,phase_in,0.36,0.244,0.34,0.122
eitc-worker-0770,low_knowledge,neighborhood-20,9712,9712.0,-4288.0,phase_in,0.3,0.244,0.34,0.102
eitc-worker-0771,high_knowledge,neighborhood-21,9793,9793.0,-4207.0,phase_in,0.795,0.26,0.34,0.27
eitc-worker-0772,low_knowledge,neighborhood-22,9793,9793.0,-4207.0,phase_in,0.33,0.26,0.34,0.112
eitc-worker-0773,low_knowledge,neighborhood-23,9793,9793.0,-4207.0,phase_in,0.345,0.26,0.34,0.117
eitc-worker-0774,high_knowledge,neighborhood-24,9874,9874.0,-4126.0,phase_in,0.84,0.276,0.34,0.286
eitc-worker-0775,low_knowledge,neighborhood-25,9874,9874.0,-4126.0,phase_in,0.3,0.276,0.34,0.102
eitc-worker-0776,low_knowledge,neighborhood-26,9874,9874.0,-4126.0,phase_in,0.315,0.276,0.34,0.107
eitc-worker-0777,high_knowledge,neighborhood-27,9955,9955.0,-4045.0,phase_in,0.81,0.292,0.34,0.275
eitc-worker-0778,low_knowledge,neighborhood-28,9955,9955.0,-4045.0,phase_in,0.345,0.292,0.34,0.117
eitc-worker-0779,low_knowledge,neighborhood-29,9955,9955.0,-4045.0,phase_in,0.36,0.292,0.34,0.122
eitc-worker-0780,high_knowledge,neighborhood-00,10036,10036.0,-3964.0,phase_in,0.78,0.308,0.34,0.265
eitc-worker-0781,low_knowledge,neighborhood-01,10036,10036.0,-3964.0,phase_in,0.315,0.308,0.34,0.107
eitc-worker-0782,low_knowledge,neighborhood-02,10036,10036.0,-3964.0,phase_in,0.33,0.308,0.34,0.112
eitc-worker-0783,high_knowledge,neighborhood-03,10117,10117.0,-3883.0,phase_in,0.825,0.18,0.34,0.281
eitc-worker-0784,low_knowledge,neighborhood-04,10117,10117.0,-3883.0,phase_in,0.36,0.18,0.34,0.122
eitc-worker-0785,low_knowledge,neighborhood-05,10117,10117.0,-3883.0,phase_in,0.3,0.18,0.34,0.102
eitc-worker-0786,high_knowledge,neighborhood-06,10198,10198.0,-3802.0,phase_in,0.795,0.196,0.34,0.27
eitc-worker-0787,low_knowledge,neighborhood-07,10198,10198.0,-3802.0,phase_in,0.33,0.196,0.34,0.112
eitc-worker-0788,low_knowledge,neighborhood-08,10198,10198.0,-3802.0,phase_in,0.345,0.196,0.34,0.117
eitc-worker-0789,high_knowledge,neighborhood-09,10279,10279.0,-3721.0,phase_in,0.84,0.212,0.34,0.286
eitc-worker-0790,low_knowledge,neighborhood-10,10279,10279.0,-3721.0,phase_in,0.3,0.212,0.34,0.102
eitc-worker-0791,low_knowledge,neighborhood-11,10279,10279.0,-3721.0,phase_in,0.315,0.212,0.34,0.107
eitc-worker-0792,high_knowledge,neighborhood-12,10288,10288.0,-3712.0,phase_in,0.81,0.228,0.34,0.275
eitc-worker-0793,low_knowledge,neighborhood-13,10288,10288.0,-3712.0,phase_in,0.345,0.228,0.34,0.117
eitc-worker-0794,low_knowledge,neighborhood-14,10288,10288.0,-3712.0,phase_in,0.36,0.228,0.34,0.122
eitc-worker-0795,high_knowledge,neighborhood-15,10369,10369.0,-3631.0,phase_in,0.78,0.244,0.34,0.265
eitc-worker-0796,low_knowledge,neighborhood-16,10369,10369.0,-3631.0,phase_in,0.315,0.244,0.34,0.107
eitc-worker-0797,low_knowledge,neighborhood-17,10369,10369.0,-3631.0,phase_in,0.33,0.244,0.34,0.112
eitc-worker-0798,high_knowledge,neighborhood-18,10450,10450.0,-3550.0,phase_in,0.825,0.26,0.34,0.281
eitc-worker-0799,low_knowledge,neighborhood-19,10450,10450.0,-3550.0,phase_in,0.36,0.26,0.34,0.122
eitc-worker-0800,low_knowledge,neighborhood-20,10450,10450.0,-3550.0,phase_in,0.3,0.26,0.34,0.102
eitc-worker-0801,high_knowledge,neighborhood-21,10531,10531.0,-3469.0,phase_in,0.795,0.276,0.34,0.27
eitc-worker-0802,low_knowledge,neighborhood-22,10531,10531.0,-3469.0,phase_in,0.33,0.276,0.34,0.112
eitc-worker-0803,low_knowledge,neighborhood-23,10531,10531.0,-3469.0,phase_in,0.345,0.276,0.34,0.117
eitc-worker-0804,high_knowledge,neighborhood-24,10612,10612.0,-3388.0,phase_in,0.84,0.292,0.34,0.286
eitc-worker-0805,low_knowledge,neighborhood-25,10612,10612.0,-3388.0,phase_in,0.3,0.292,0.34,0.102
eitc-worker-0806,low_knowledge,neighborhood-26,10612,10612.0,-3388.0,phase_in,0.315,0.292,0.34,0.107
eitc-worker-0807,high_knowledge,neighborhood-27,10693,10693.0,-3307.0,phase_in,0.81,0.308,0.34,0.275
eitc-worker-0808,low_knowledge,neighborhood-28,10693,10693.0,-3307.0,phase_in,0.345,0.308,0.34,0.117
eitc-worker-0809,low_knowledge,neighborhood-29,10693,10693.0,-3307.0,phase_in,0.36,0.308,0.34,0.122
eitc-worker-0810,high_knowledge,neighborhood-00,10774,10774.0,-3226.0,phase_in,0.78,0.18,0.34,0.265
eitc-worker-0811,low_knowledge,neighborhood-01,10774,10774.0,-3226.0,phase_in,0.315,0.18,0.34,0.107
eitc-worker-0812,low_knowledge,neighborhood-02,10774,10774.0,-3226.0,phase_in,0.33,0.18,0.34,0.112
eitc-worker-0813,high_knowledge,neighborhood-03,10855,10855.0,-3145.0,phase_in,0.825,0.196,0.34,0.281
eitc-worker-0814,low_knowledge,neighborhood-04,10855,10855.0,-3145.0,phase_in,0.36,0.196,0.34,0.122
eitc-worker-0815,low_knowledge,neighborhood-05,10855,10855.0,-3145.0,phase_in,0.3,0.196,0.34,0.102
eitc-worker-0816,high_knowledge,neighborhood-06,10864,10864.0,-3136.0,phase_in,0.795,0.212,0.34,0.27
eitc-worker-0817,low_knowledge,neighborhood-07,10864,10864.0,-3136.0,phase_in,0.33,0.212,0.34,0.112
eitc-worker-0818,low_knowledge,neighborhood-08,10864,10864.0,-3136.0,phase_in,0.345,0.212,0.34,0.117
eitc-worker-0819,high_knowledge,neighborhood-09,10945,10945.0,-3055.0,phase_in,0.84,0.228,0.34,0.286
eitc-worker-0820,low_knowledge,neighborhood-10,10945,10945.0,-3055.0,phase_in,0.3,0.228,0.34,0.102
eitc-worker-0821,low_knowledge,neighborhood-11,10945,10945.0,-3055.0,phase_in,0.315,0.228,0.34,0.107
eitc-worker-0822,high_knowledge,neighborhood-12,11026,11026.0,-2974.0,phase_in,0.81,0.244,0.34,0.275
eitc-worker-0823,low_knowledge,neighborhood-13,11026,11026.0,-2974.0,phase_in,0.345,0.244,0.34,0.117
eitc-worker-0824,low_knowledge,neighborhood-14,11026,11026.0,-2974.0,phase_in,0.36,0.244,0.34,0.122
eitc-worker-0825,high_knowledge,neighborhood-15,11107,11107.0,-2893.0,phase_in,0.78,0.26,0.34,0.265
eitc-worker-0826,low_knowledge,neighborhood-16,11107,11107.0,-2893.0,phase_in,0.315,0.26,0.34,0.107
eitc-worker-0827,low_knowledge,neighborhood-17,11107,11107.0,-2893.0,phase_in,0.33,0.26,0.34,0.112
eitc-worker-0828,high_knowledge,neighborhood-18,11188,11188.0,-2812.0,phase_in,0.825,0.276,0.34,0.281
eitc-worker-0829,low_knowledge,neighborhood-19,11188,11188.0,-2812.0,phase_in,0.36,0.276,0.34,0.122
eitc-worker-0830,low_knowledge,neighborhood-20,11188,11188.0,-2812.0,phase_in,0.3,0.276,0.34,0.102
eitc-worker-0831,high_knowledge,neighborhood-21,11269,11269.0,-2731.0,phase_in,0.795,0.292,0.34,0.27
eitc-worker-0832,low_knowledge,neighborhood-22,11269,11269.0,-2731.0,phase_in,0.33,0.292,0.34,0.112
eitc-worker-0833,low_knowledge,neighborhood-23,11269,11269.0,-2731.0,phase_in,0.345,0.292,0.34,0.117
eitc-worker-0834,high_knowledge,neighborhood-24,11350,11350.0,-2650.0,phase_in,0.84,0.308,0.34,0.286
eitc-worker-0835,low_knowledge,neighborhood-25,11350,11350.0,-2650.0,phase_in,0.3,0.308,0.34,0.102
eitc-worker-0836,low_knowledge,neighborhood-26,11350,11350.0,-2650.0,phase_in,0.315,0.308,0.34,0.107
eitc-worker-0837,high_knowledge,neighborhood-27,11431,11431.0,-2569.0,phase_in,0.81,0.18,0.34,0.275
eitc-worker-0838,low_knowledge,neighborhood-28,11431,11431.0,-2569.0,phase_in,0.345,0.18,0.34,0.117
eitc-worker-0839,low_knowledge,neighborhood-29,11431,11431.0,-2569.0,phase_in,0.36,0.18,0.34,0.122
eitc-worker-0840,high_knowledge,neighborhood-00,11440,11440.0,-2560.0,phase_in,0.78,0.196,0.34,0.265
eitc-worker-0841,low_knowledge,neighborhood-01,11440,11440.0,-2560.0,phase_in,0.315,0.196,0.34,0.107
eitc-worker-0842,low_knowledge,neighborhood-02,11440,11440.0,-2560.0,phase_in,0.33,0.196,0.34,0.112
eitc-worker-0843,high_knowledge,neighborhood-03,11521,11521.0,-2479.0,phase_in,0.825,0.212,0.34,0.281
eitc-worker-0844,low_knowledge,neighborhood-04,11521,11521.0,-2479.0,phase_in,0.36,0.212,0.34,0.122
eitc-worker-0845,low_knowledge,neighborhood-05,11521,11521.0,-2479.0,phase_in,0.3,0.212,0.34,0.102
eitc-worker-0846,high_knowledge,neighborhood-06,11602,11602.0,-2398.0,phase_in,0.795,0.228,0.34,0.27
eitc-worker-0847,low_knowledge,neighborhood-07,11602,11602.0,-2398.0,phase_in,0.33,0.228,0.34,0.112
eitc-worker-0848,low_knowledge,neighborhood-08,11602,11602.0,-2398.0,phase_in,0.345,0.228,0.34,0.117
eitc-worker-0849,high_knowledge,neighborhood-09,11683,11683.0,-2317.0,phase_in,0.84,0.244,0.34,0.286
eitc-worker-0850,low_knowledge,neighborhood-10,11683,11683.0,-2317.0,phase_in,0.3,0.244,0.34,0.102
eitc-worker-0851,low_knowledge,neighborhood-11,11683,11683.0,-2317.0,phase_in,0.315,0.244,0.34,0.107
eitc-worker-0852,high_knowledge,neighborhood-12,11764,11764.0,-2236.0,phase_in,0.81,0.26,0.34,0.275
eitc-worker-0853,low_knowledge,neighborhood-13,11764,11764.0,-2236.0,phase_in,0.345,0.26,0.34,0.117
eitc-worker-0854,low_knowledge,neighborhood-14,11764,11764.0,-2236.0,phase_in,0.36,0.26,0.34,0.122
eitc-worker-0855,high_knowledge,neighborhood-15,11845,11845.0,-2155.0,phase_in,0.78,0.276,0.34,0.265
eitc-worker-0856,low_knowledge,neighborhood-16,11845,11845.0,-2155.0,phase_in,0.315,0.276,0.34,0.107
eitc-worker-0857,low_knowledge,neighborhood-17,11845,11845.0,-2155.0,phase_in,0.33,0.276,0.34,0.112
eitc-worker-0858,high_knowledge,neighborhood-18,11926,11926.0,-2074.0,phase_in,0.825,0.292,0.34,0.281
eitc-worker-0859,low_knowledge,neighborhood-19,11926,11926.0,-2074.0,phase_in,0.36,0.292,0.34,0.122
eitc-worker-0860,low_knowledge,neighborhood-20,11926,11926.0,-2074.0,phase_in,0.3,0.292,0.34,0.102
eitc-worker-0861,high_knowledge,neighborhood-21,12007,12007.0,-1993.0,phase_in,0.795,0.308,0.34,0.27
eitc-worker-0862,low_knowledge,neighborhood-22,12007,12007.0,-1993.0,phase_in,0.33,0.308,0.34,0.112
eitc-worker-0863,low_knowledge,neighborhood-23,12007,12007.0,-1993.0,phase_in,0.345,0.308,0.34,0.117
eitc-worker-0864,high_knowledge,neighborhood-24,12016,12016.0,-1984.0,phase_in,0.84,0.18,0.34,0.286
eitc-worker-0865,low_knowledge,neighborhood-25,12016,12016.0,-1984.0,phase_in,0.3,0.18,0.34,0.102
eitc-worker-0866,low_knowledge,neighborhood-26,12016,12016.0,-1984.0,phase_in,0.315,0.18,0.34,0.107
eitc-worker-0867,high_knowledge,neighborhood-27,12097,12097.0,-1903.0,phase_in,0.81,0.196,0.34,0.275
eitc-worker-0868,low_knowledge,neighborhood-28,12097,12097.0,-1903.0,phase_in,0.345,0.196,0.34,0.117
eitc-worker-0869,low_knowledge,neighborhood-29,12097,12097.0,-1903.0,phase_in,0.36,0.196,0.34,0.122
eitc-worker-0870,high_knowledge,neighborhood-00,12178,12178.0,-1822.0,phase_in,0.78,0.212,0.34,0.265
eitc-worker-0871,low_knowledge,neighborhood-01,12178,12178.0,-1822.0,phase_in,0.315,0.212,0.34,0.107
eitc-worker-0872,low_knowledge,neighborhood-02,12178,12178.0,-1822.0,phase_in,0.33,0.212,0.34,0.112
eitc-worker-0873,high_knowledge,neighborhood-03,12259,12259.0,-1741.0,phase_in,0.825,0.228,0.34,0.281
eitc-worker-0874,low_knowledge,neighborhood-04,12259,12259.0,-1741.0,phase_in,0.36,0.228,0.34,0.122
eitc-worker-0875,low_knowledge,neighborhood-05,12259,12259.0,-1741.0,phase_in,0.3,0.228,0.34,0.102
eitc-worker-0876,high_knowledge,neighborhood-06,12340,12340.0,-1660.0,phase_in,0.795,0.244,0.34,0.27
eitc-worker-0877,low_knowledge,neighborhood-07,12340,12340.0,-1660.0,phase_in,0.33,0.244,0.34,0.112
eitc-worker-0878,low_knowledge,neighborhood-08,12340,12340.0,-1660.0,phase_in,0.345,0.244,0.34,0.117
eitc-worker-0879,high_knowledge,neighborhood-09,12421,12960.83,-1039.17,phase_in,0.84,0.26,0.34,0.286
eitc-worker-0880,low_knowledge,neighborhood-10,12421,12613.8,-1386.2,phase_in,0.3,0.26,0.34,0.102
eitc-worker-0881,low_knowledge,neighborhood-11,12421,12623.44,-1376.56,phase_in,0.315,0.26,0.34,0.107
eitc-worker-0882,high_knowledge,neighborhood-12,12502,12985.17,-1014.83,phase_in,0.81,0.276,0.34,0.275
eitc-worker-0883,low_knowledge,neighborhood-13,12502,12707.79,-1292.21,phase_in,0.345,0.276,0.34,0.117
eitc-worker-0884,low_knowledge,neighborhood-14,12502,12716.74,-1283.26,phase_in,0.36,0.276,0.34,0.122
eitc-worker-0885,high_knowledge,neighborhood-15,12583,13013.39,-986.61,phase_in,0.78,0.292,0.34,0.265
eitc-worker-0886,low_knowledge,neighborhood-16,12583,12756.81,-1243.19,phase_in,0.315,0.292,0.34,0.107
eitc-worker-0887,low_knowledge,neighborhood-17,12583,12765.09,-1234.91,phase_in,0.33,0.292,0.34,0.112
eitc-worker-0888,high_knowledge,neighborhood-18,12592,13034.1,-965.9,phase_in,0.825,0.308,0.34,0.281
eitc-worker-0889,low_knowledge,neighborhood-19,12592,12784.92,-1215.08,phase_in,0.36,0.308,0.34,0.122
eitc-worker-0890,low_knowledge,neighborhood-20,12592,12752.77,-1247.23,phase_in,0.3,0.308,0.34,0.102
eitc-worker-0891,high_knowledge,neighborhood-21,12673,13148.79,-851.21,phase_in,0.795,0.18,0.34,0.27
eitc-worker-0892,low_knowledge,neighborhood-22,12673,12870.5,-1129.5,phase_in,0.33,0.18,0.34,0.112
eitc-worker-0893,low_knowledge,neighborhood-23,12673,12879.47,-1120.53,phase_in,0.345,0.18,0.34,0.117
eitc-worker-0894,high_knowledge,neighborhood-24,12754,13216.82,-783.18,phase_in,0.84,0.196,0.34,0.286
eitc-worker-0895,low_knowledge,neighborhood-25,12754,12919.29,-1080.71,phase_in,0.3,0.196,0.34,0.102
eitc-worker-0896,low_knowledge,neighborhood-26,12754,12927.56,-1072.44,phase_in,0.315,0.196,0.34,0.107
eitc-worker-0897,high_knowledge,neighborhood-27,12835,13243.98,-756.02,phase_in,0.81,0.212,0.34,0.275
eitc-worker-0898,low_knowledge,neighborhood-28,12835,13009.19,-990.81,phase_in,0.345,0.212,0.34,0.117
eitc-worker-0899,low_knowledge,neighborhood-29,12835,13016.77,-983.23,phase_in,0.36,0.212,0.34,0.122
