worker_id,arm,information,bargaining_support,current_wage,true_outside_wage,perceived_outside_wage,belief_gap,search_friction_index,market_power_index,applications_next_month,bargaining_attempt,moved_job,wage_growth_next_quarter,segmentation_index
belief-worker-0701,outside_option_info,1,0,30.77,32.74,31.29,1.45,0.29,0.58,2.64,0,0,0.012,0.381
belief-worker-0702,bargaining_prompt,0,1,31.02,33.01,30.14,2.86,0.29,0.58,1.55,0,0,0.002,0.426
belief-worker-0703,info_bargaining,1,1,31.27,33.27,32.43,0.84,0.29,0.58,3.66,0,1,0.097,0.361
belief-worker-0704,control,0,0,30.94,33.11,29.15,3.96,0.38,0.66,0.6,0,0,0.0,0.53
belief-worker-0705,outside_option_info,1,0,31.19,33.37,31.7,1.68,0.38,0.66,2.59,1,0,0.055,0.456
belief-worker-0706,bargaining_prompt,0,1,31.44,33.64,30.34,3.3,0.38,0.66,1.5,0,0,0.0,0.507
belief-worker-0707,info_bargaining,1,1,31.69,33.91,32.93,0.97,0.38,0.66,3.62,0,0,0.01,0.433
belief-worker-0708,control,0,0,31.36,33.74,30.47,3.27,0.47,0.18,0.77,0,0,0.009,0.379
belief-worker-0709,outside_option_info,1,0,31.61,34.01,32.63,1.38,0.47,0.18,2.85,0,0,0.019,0.318
belief-worker-0710,bargaining_prompt,0,1,31.86,34.28,31.56,2.72,0.47,0.18,1.67,0,0,0.009,0.36
belief-worker-0711,info_bargaining,1,1,32.11,34.55,33.75,0.8,0.47,0.18,3.87,1,0,0.064,0.3
belief-worker-0712,control,0,0,31.78,34.39,30.58,3.81,0.56,0.26,0.72,0,0,0.007,0.463
belief-worker-0713,outside_option_info,1,0,32.03,34.66,33.04,1.61,0.56,0.26,2.8,1,0,0.062,0.393
belief-worker-0714,bargaining_prompt,0,1,32.28,34.93,31.76,3.17,0.56,0.26,1.62,0,0,0.007,0.441
belief-worker-0715,info_bargaining,1,1,32.53,35.2,34.26,0.94,0.56,0.26,3.83,0,0,0.017,0.372
belief-worker-0716,control,0,0,32.2,35.03,30.68,4.36,0.65,0.34,0.67,0,0,0.006,0.547
belief-worker-0717,outside_option_info,1,0,32.45,35.31,33.46,1.84,0.65,0.34,2.75,0,0,0.016,0.468
belief-worker-0718,bargaining_prompt,0,1,32.7,35.58,31.95,3.63,0.65,0.34,1.57,0,0,0.006,0.522
belief-worker-0719,info_bargaining,1,1,32.95,35.85,34.78,1.07,0.65,0.34,3.8,1,0,0.061,0.444
belief-worker-0720,control,0,0,17.5,18.2,15.56,2.64,0.74,0.42,0.22,0,0,0.004,0.631
belief-worker-0721,outside_option_info,1,0,17.75,18.46,17.34,1.12,0.74,0.42,2.12,1,0,0.059,0.543
belief-worker-0722,bargaining_prompt,0,1,18.0,18.72,16.49,2.23,0.74,0.42,1.12,0,0,0.004,0.604
belief-worker-0723,info_bargaining,1,1,18.25,18.98,18.32,0.66,0.74,0.42,3.03,0,0,0.014,0.516
belief-worker-0724,control,0,0,17.92,18.74,15.76,2.98,0.83,0.5,0.17,0,0,0.003,0.715
belief-worker-0725,outside_option_info,1,0,18.17,19.01,17.74,1.27,0.83,0.5,2.07,0,0,0.013,0.618
belief-worker-0726,bargaining_prompt,0,1,18.42,19.27,16.76,2.51,0.83,0.5,1.07,0,0,0.003,0.685
belief-worker-0727,info_bargaining,1,1,18.67,19.53,18.78,0.75,0.83,0.5,2.99,0,0,0.013,0.588
belief-worker-0728,control,0,0,18.34,19.29,17.41,1.88,0.2,0.58,0.91,0,0,0.002,0.396
belief-worker-0729,outside_option_info,1,0,18.59,19.56,18.76,0.8,0.2,0.58,2.84,0,0,0.012,0.336
belief-worker-0730,bargaining_prompt,0,1,18.84,19.82,18.23,1.59,0.2,0.58,1.81,0,1,0.087,0.377
belief-worker-0731,info_bargaining,1,1,19.09,20.08,19.61,0.47,0.2,0.58,3.8,0,0,0.012,0.318
belief-worker-0732,control,0,0,18.76,19.85,17.63,2.22,0.29,0.66,0.86,0,0,0.0,0.48
belief-worker-0733,outside_option_info,1,0,19.01,20.11,19.17,0.94,0.29,0.66,2.79,0,0,0.01,0.411
belief-worker-0734,bargaining_prompt,0,1,19.26,20.38,18.51,1.87,0.29,0.66,1.76,0,0,0.0,0.458
belief-worker-0735,info_bargaining,1,1,19.51,20.64,20.09,0.55,0.29,0.66,3.76,1,0,0.055,0.39
belief-worker-0736,control,0,0,19.18,20.41,18.6,1.81,0.38,0.18,1.03,0,0,0.009,0.328
belief-worker-0737,outside_option_info,1,0,19.43,20.67,19.9,0.77,0.38,0.18,3.02,0,0,0.019,0.274
belief-worker-0738,bargaining_prompt,0,1,19.68,20.94,19.42,1.52,0.38,0.18,1.93,0,0,0.009,0.311
belief-worker-0739,info_bargaining,1,1,19.93,21.21,20.75,0.45,0.38,0.18,3.98,0,0,0.019,0.257
belief-worker-0740,control,0,0,19.6,20.97,18.82,2.15,0.47,0.26,0.58,1,0,0.052,0.412
belief-worker-0741,outside_option_info,1,0,19.85,21.24,20.32,0.92,0.47,0.26,2.56,0,0,0.017,0.349
belief-worker-0742,bargaining_prompt,0,1,20.1,21.51,19.7,1.81,0.47,0.26,1.48,0,0,0.007,0.393
belief-worker-0743,info_bargaining,1,1,20.35,21.77,21.24,0.54,0.47,0.26,3.54,1,0,0.062,0.329
belief-worker-0744,control,0,0,20.02,21.54,19.03,2.51,0.56,0.34,0.53,0,0,0.006,0.496
belief-worker-0745,outside_option_info,1,0,20.27,21.81,20.74,1.07,0.56,0.34,2.51,0,0,0.016,0.424
belief-worker-0746,bargaining_prompt,0,1,20.52,22.08,19.97,2.11,0.56,0.34,1.43,0,0,0.006,0.474
belief-worker-0747,info_bargaining,1,1,20.77,22.35,21.72,0.63,0.56,0.34,3.5,0,0,0.016,0.401
belief-worker-0748,control,0,0,20.44,22.12,19.24,2.88,0.65,0.42,0.48,0,0,0.004,0.58
belief-worker-0749,outside_option_info,1,0,20.69,22.39,21.16,1.22,0.65,0.42,2.46,0,0,0.014,0.499
belief-worker-0750,bargaining_prompt,0,1,20.94,22.66,20.24,2.42,0.65,0.42,1.38,0,0,0.004,0.555
belief-worker-0751,info_bargaining,1,1,21.19,22.93,22.21,0.72,0.65,0.42,3.46,1,0,0.059,0.473
belief-worker-0752,control,0,0,20.86,22.7,19.43,3.26,0.74,0.5,0.43,0,0,0.003,0.664
belief-worker-0753,outside_option_info,1,0,21.11,22.97,21.58,1.39,0.74,0.5,2.41,0,0,0.013,0.574
belief-worker-0754,bargaining_prompt,0,1,21.36,23.24,20.5,2.74,0.74,0.5,1.33,0,0,0.003,0.636
belief-worker-0755,info_bargaining,1,1,21.61,23.51,22.7,0.81,0.74,0.5,3.42,0,0,0.013,0.546
belief-worker-0756,control,0,0,21.28,22.13,18.47,3.66,0.83,0.58,0.37,0,0,0.002,0.748
belief-worker-0757,outside_option_info,1,0,21.53,22.39,20.84,1.55,0.83,0.58,2.27,0,1,0.097,0.649
belief-worker-0758,bargaining_prompt,0,1,21.78,22.65,19.58,3.07,0.83,0.58,1.27,0,0,0.002,0.717
belief-worker-0759,info_bargaining,1,1,22.03,22.91,22.0,0.91,0.83,0.58,3.17,1,0,0.057,0.618
belief-worker-0760,control,0,0,21.7,22.7,20.35,2.35,0.2,0.66,0.72,0,0,0.0,0.429
belief-worker-0761,outside_option_info,1,0,21.95,22.96,21.96,1.0,0.2,0.66,2.62,0,0,0.01,0.366
belief-worker-0762,bargaining_prompt,0,1,22.2,23.22,21.25,1.97,0.2,0.66,1.62,0,0,0.0,0.41
belief-worker-0763,info_bargaining,1,1,22.45,23.48,22.9,0.58,0.2,0.66,3.6,0,0,0.01,0.347
belief-worker-0764,control,0,0,22.12,23.27,21.4,1.87,0.29,0.18,0.89,0,0,0.009,0.278
belief-worker-0765,outside_option_info,1,0,22.37,23.53,22.74,0.79,0.29,0.18,2.86,0,0,0.019,0.229
belief-worker-0766,bargaining_prompt,0,1,22.62,23.8,22.23,1.57,0.29,0.18,1.79,0,0,0.009,0.263
belief-worker-0767,info_bargaining,1,1,22.87,24.06,23.6,0.46,0.29,0.18,3.82,1,0,0.064,0.214
belief-worker-0768,control,0,0,22.54,23.85,21.59,2.25,0.38,0.26,0.84,0,0,0.007,0.362
belief-worker-0769,outside_option_info,1,0,22.79,24.11,23.15,0.96,0.38,0.26,2.8,0,0,0.017,0.304
belief-worker-0770,bargaining_prompt,0,1,23.04,24.38,22.49,1.89,0.38,0.26,1.74,1,0,0.052,0.344
belief-worker-0771,info_bargaining,1,1,23.29,24.64,24.08,0.56,0.38,0.26,3.78,0,0,0.017,0.286
belief-worker-0772,control,0,0,22.96,24.43,21.78,2.65,0.47,0.34,0.79,0,0,0.006,0.446
belief-worker-0773,outside_option_info,1,0,23.21,24.7,23.57,1.13,0.47,0.34,2.75,0,0,0.016,0.379
belief-worker-0774,bargaining_prompt,0,1,23.46,24.96,22.74,2.22,0.47,0.34,1.69,0,0,0.006,0.425
belief-worker-0775,info_bargaining,1,1,23.71,25.23,24.57,0.66,0.47,0.34,3.74,0,0,0.016,0.358
belief-worker-0776,control,0,0,23.38,25.02,21.95,3.06,0.56,0.42,0.74,0,0,0.004,0.53
belief-worker-0777,outside_option_info,1,0,23.63,25.28,23.98,1.3,0.56,0.42,2.7,0,0,0.014,0.454
belief-worker-0778,bargaining_prompt,0,1,23.88,25.55,22.99,2.57,0.56,0.42,1.64,1,0,0.049,0.506
belief-worker-0779,info_bargaining,1,1,24.13,25.82,25.06,0.76,0.56,0.42,3.7,0,0,0.014,0.43
belief-worker-0780,control,0,0,23.8,25.61,22.12,3.49,0.65,0.5,0.28,0,0,0.003,0.614
belief-worker-0781,outside_option_info,1,0,24.05,25.88,24.4,1.48,0.65,0.5,2.25,0,0,0.013,0.529
belief-worker-0782,bargaining_prompt,0,1,24.3,26.15,23.23,2.92,0.65,0.5,1.19,0,0,0.003,0.588
belief-worker-0783,info_bargaining,1,1,24.55,26.42,25.55,0.86,0.65,0.5,3.27,0,0,0.013,0.503
belief-worker-0784,control,0,0,24.22,26.21,22.28,3.92,0.74,0.58,0.23,0,0,0.002,0.698
belief-worker-0785,outside_option_info,1,0,24.47,26.48,24.81,1.66,0.74,0.58,2.2,0,0,0.012,0.604
belief-worker-0786,bargaining_prompt,0,1,24.72,26.75,23.46,3.28,0.74,0.58,1.13,1,0,0.047,0.669
belief-worker-0787,info_bargaining,1,1,24.97,27.02,26.05,0.97,0.74,0.58,3.23,0,0,0.012,0.575
belief-worker-0788,control,0,0,24.64,26.81,22.43,4.37,0.83,0.66,0.18,0,0,0.0,0.782
belief-worker-0789,outside_option_info,1,0,24.89,27.08,25.22,1.86,0.83,0.66,2.14,0,0,0.01,0.679
belief-worker-0790,bargaining_prompt,0,1,25.14,27.35,23.69,3.66,0.83,0.66,1.08,0,0,0.0,0.75
belief-worker-0791,info_bargaining,1,1,25.39,27.62,26.54,1.08,0.83,0.66,3.19,0,0,0.01,0.647
belief-worker-0792,control,0,0,25.06,26.06,24.19,1.87,0.2,0.18,1.15,0,0,0.009,0.228
belief-worker-0793,outside_option_info,1,0,25.31,26.32,25.53,0.79,0.2,0.18,3.09,0,0,0.019,0.184
belief-worker-0794,bargaining_prompt,0,1,25.56,26.58,25.02,1.56,0.2,0.18,2.05,1,0,0.054,0.214
belief-worker-0795,info_bargaining,1,1,25.81,26.84,26.38,0.46,0.2,0.18,4.05,0,1,0.104,0.171
belief-worker-0796,control,0,0,25.48,26.65,24.36,2.3,0.29,0.26,1.1,0,0,0.007,0.312
belief-worker-0797,outside_option_info,1,0,25.73,26.91,25.94,0.97,0.29,0.26,3.03,0,0,0.017,0.259
belief-worker-0798,bargaining_prompt,0,1,25.98,27.18,25.26,1.92,0.29,0.26,2.0,0,0,0.007,0.295
belief-worker-0799,info_bargaining,1,1,26.23,27.44,26.87,0.57,0.29,0.26,4.01,0,0,0.017,0.243
belief-worker-0800,control,0,0,25.9,27.25,24.51,2.74,0.38,0.34,0.65,0,0,0.006,0.396
belief-worker-0801,outside_option_info,1,0,26.15,27.51,26.35,1.16,0.38,0.34,2.58,0,0,0.016,0.334
belief-worker-0802,bargaining_prompt,0,1,26.4,27.77,25.49,2.29,0.38,0.34,1.55,0,0,0.006,0.377
belief-worker-0803,info_bargaining,1,1,26.65,28.04,27.36,0.68,0.38,0.34,3.57,0,1,0.101,0.315
belief-worker-0804,control,0,0,26.32,27.85,24.66,3.19,0.47,0.42,0.59,0,0,0.004,0.48
belief-worker-0805,outside_option_info,1,0,26.57,28.11,26.76,1.35,0.47,0.42,2.53,1,0,0.059,0.409
belief-worker-0806,bargaining_prompt,0,1,26.82,28.38,25.71,2.66,0.47,0.42,1.5,0,0,0.004,0.458
belief-worker-0807,info_bargaining,1,1,27.07,28.64,27.85,0.79,0.47,0.42,3.54,0,0,0.014,0.388
belief-worker-0808,control,0,0,26.74,28.45,24.8,3.65,0.56,0.5,0.54,0,0,0.003,0.564
belief-worker-0809,outside_option_info,1,0,26.99,28.72,27.17,1.55,0.56,0.5,2.48,0,0,0.013,0.484
belief-worker-0810,bargaining_prompt,0,1,27.24,28.98,25.93,3.05,0.56,0.5,1.44,0,0,0.003,0.539
belief-worker-0811,info_bargaining,1,1,27.49,29.25,28.35,0.9,0.56,0.5,3.5,0,0,0.013,0.46
belief-worker-0812,control,0,0,27.16,29.06,24.93,4.13,0.65,0.58,0.49,0,0,0.002,0.648
belief-worker-0813,outside_option_info,1,0,27.41,29.33,27.58,1.75,0.65,0.58,2.42,1,0,0.057,0.559
belief-worker-0814,bargaining_prompt,0,1,27.66,29.6,26.15,3.45,0.65,0.58,1.39,0,0,0.002,0.62
belief-worker-0815,info_bargaining,1,1,27.91,29.86,28.84,1.02,0.65,0.58,3.46,0,0,0.012,0.532
belief-worker-0816,control,0,0,27.58,29.68,25.05,4.62,0.74,0.66,0.44,0,0,0.0,0.732
belief-worker-0817,outside_option_info,1,0,27.83,29.95,27.99,1.96,0.74,0.66,2.37,0,0,0.01,0.634
belief-worker-0818,bargaining_prompt,0,1,28.08,30.21,26.35,3.86,0.74,0.66,1.34,0,0,0.0,0.701
belief-worker-0819,info_bargaining,1,1,28.33,30.48,29.34,1.14,0.74,0.66,3.42,0,0,0.01,0.604
belief-worker-0820,control,0,0,28.0,30.3,26.27,4.03,0.83,0.18,0.21,0,0,0.009,0.58
belief-worker-0821,outside_option_info,1,0,28.25,30.57,28.86,1.71,0.83,0.18,2.22,1,0,0.064,0.497
belief-worker-0822,bargaining_prompt,0,1,28.5,30.84,27.47,3.36,0.83,0.18,1.11,0,0,0.009,0.554
belief-worker-0823,info_bargaining,1,1,28.75,31.11,30.11,0.99,0.83,0.18,3.26,0,0,0.019,0.471
belief-worker-0824,control,0,0,28.42,30.92,28.64,2.28,0.2,0.26,1.0,0,0,0.007,0.261
belief-worker-0825,outside_option_info,1,0,28.67,31.19,30.23,0.97,0.2,0.26,3.14,0,0,0.017,0.215
belief-worker-0826,bargaining_prompt,0,1,28.92,31.46,29.56,1.9,0.2,0.26,1.97,0,0,0.007,0.247
belief-worker-0827,info_bargaining,1,1,29.17,31.74,31.18,0.56,0.2,0.26,4.12,1,0,0.062,0.2
belief-worker-0828,control,0,0,28.84,29.99,27.23,2.76,0.29,0.34,0.9,0,0,0.006,0.345
belief-worker-0829,outside_option_info,1,0,29.09,30.25,29.08,1.17,0.29,0.34,2.8,0,0,0.016,0.29
belief-worker-0830,bargaining_prompt,0,1,29.34,30.51,28.21,2.3,0.29,0.34,1.81,0,1,0.091,0.328
belief-worker-0831,info_bargaining,1,1,29.59,30.77,30.09,0.68,0.29,0.34,3.8,0,0,0.016,0.272
belief-worker-0832,control,0,0,29.26,30.61,27.35,3.25,0.38,0.42,0.85,0,0,0.004,0.429
belief-worker-0833,outside_option_info,1,0,29.51,30.87,29.49,1.38,0.38,0.42,2.75,0,0,0.014,0.365
belief-worker-0834,bargaining_prompt,0,1,29.76,31.13,28.42,2.71,0.38,0.42,1.75,0,0,0.004,0.409
belief-worker-0835,info_bargaining,1,1,30.01,31.39,30.59,0.8,0.38,0.42,3.76,1,0,0.059,0.345
belief-worker-0836,control,0,0,29.68,31.22,27.46,3.76,0.47,0.5,0.8,0,0,0.003,0.513
belief-worker-0837,outside_option_info,1,0,29.93,31.49,29.89,1.59,0.47,0.5,2.7,0,0,0.013,0.44
belief-worker-0838,bargaining_prompt,0,1,30.18,31.75,28.61,3.14,0.47,0.5,1.7,0,0,0.003,0.49
belief-worker-0839,info_bargaining,1,1,30.43,32.01,31.09,0.93,0.47,0.5,3.72,0,0,0.013,0.417
belief-worker-0840,control,0,0,30.1,31.85,27.57,4.28,0.56,0.58,0.35,1,0,0.047,0.597
belief-worker-0841,outside_option_info,1,0,30.35,32.11,30.3,1.81,0.56,0.58,2.25,0,0,0.012,0.515
belief-worker-0842,bargaining_prompt,0,1,30.6,32.37,28.81,3.57,0.56,0.58,1.25,0,0,0.002,0.572
belief-worker-0843,info_bargaining,1,1,30.85,32.64,31.59,1.05,0.56,0.58,3.28,1,0,0.057,0.489
belief-worker-0844,control,0,0,30.52,32.47,27.66,4.81,0.65,0.66,0.3,0,0,0.0,0.681
belief-worker-0845,outside_option_info,1,0,30.77,32.74,30.7,2.04,0.65,0.66,2.2,0,0,0.01,0.59
belief-worker-0846,bargaining_prompt,0,1,31.02,33.01,28.99,4.01,0.65,0.66,1.2,0,0,0.0,0.653
belief-worker-0847,info_bargaining,1,1,31.27,33.27,32.09,1.18,0.65,0.66,3.25,0,0,0.01,0.561
belief-worker-0848,control,0,0,30.94,33.11,28.96,4.15,0.74,0.18,0.47,0,0,0.009,0.53
belief-worker-0849,outside_option_info,1,0,31.19,33.37,31.62,1.76,0.74,0.18,2.45,0,1,0.104,0.452
belief-worker-0850,bargaining_prompt,0,1,31.44,33.64,30.19,3.45,0.74,0.18,1.37,0,0,0.009,0.506
belief-worker-0851,info_bargaining,1,1,31.69,33.91,32.89,1.02,0.74,0.18,3.49,1,0,0.064,0.428
belief-worker-0852,control,0,0,31.36,33.74,29.06,4.69,0.83,0.26,0.42,0,0,0.007,0.614
belief-worker-0853,outside_option_info,1,0,31.61,34.01,32.03,1.98,0.83,0.26,2.4,0,0,0.017,0.527
belief-worker-0854,bargaining_prompt,0,1,31.86,34.28,30.38,3.91,0.83,0.26,1.32,0,0,0.007,0.587
belief-worker-0855,info_bargaining,1,1,32.11,34.55,33.4,1.15,0.83,0.26,3.45,0,0,0.017,0.5
belief-worker-0856,control,0,0,31.78,34.39,31.66,2.73,0.2,0.34,1.16,0,0,0.006,0.295
belief-worker-0857,outside_option_info,1,0,32.03,34.66,33.5,1.15,0.2,0.34,3.33,0,1,0.101,0.245
belief-worker-0858,bargaining_prompt,0,1,32.28,34.93,32.66,2.27,0.2,0.34,2.13,0,0,0.006,0.279
belief-worker-0859,info_bargaining,1,1,32.53,35.2,34.53,0.67,0.2,0.34,4.32,1,0,0.061,0.23
belief-worker-0860,control,0,0,32.2,35.03,31.77,3.26,0.29,0.42,0.71,0,0,0.004,0.379
belief-worker-0861,outside_option_info,1,0,32.45,35.31,33.92,1.38,0.29,0.42,2.88,0,0,0.014,0.32
belief-worker-0862,bargaining_prompt,0,1,32.7,35.58,32.86,2.72,0.29,0.42,1.64,1,0,0.049,0.361
belief-worker-0863,info_bargaining,1,1,32.95,35.85,35.05,0.8,0.29,0.42,3.89,0,0,0.014,0.302
belief-worker-0864,control,0,0,17.5,18.2,16.16,2.04,0.38,0.5,0.66,0,0,0.003,0.463
belief-worker-0865,outside_option_info,1,0,17.75,18.46,17.59,0.87,0.38,0.5,2.56,0,0,0.013,0.395
belief-worker-0866,bargaining_prompt,0,1,18.0,18.72,17.0,1.72,0.38,0.5,1.56,0,0,0.003,0.442
belief-worker-0867,info_bargaining,1,1,18.25,18.98,18.47,0.51,0.38,0.5,3.5,1,0,0.058,0.374
belief-worker-0868,control,0,0,17.92,18.74,16.37,2.37,0.47,0.58,0.61,0,0,0.002,0.547
belief-worker-0869,outside_option_info,1,0,18.17,19.01,18.0,1.01,0.47,0.58,2.51,0,0,0.012,0.47
belief-worker-0870,bargaining_prompt,0,1,18.42,19.27,17.27,2.0,0.47,0.58,1.51,1,0,0.047,0.523
belief-worker-0871,info_bargaining,1,1,18.67,19.53,18.94,0.59,0.47,0.58,3.46,0,0,0.012,0.446
belief-worker-0872,control,0,0,18.34,19.29,16.58,2.71,0.56,0.66,0.56,0,0,0.0,0.631
belief-worker-0873,outside_option_info,1,0,18.59,19.56,18.4,1.15,0.56,0.66,2.46,0,0,0.01,0.545
belief-worker-0874,bargaining_prompt,0,1,18.84,19.82,17.54,2.28,0.56,0.66,1.46,0,0,0.0,0.604
belief-worker-0875,info_bargaining,1,1,19.09,20.08,19.41,0.68,0.56,0.66,3.42,0,0,0.01,0.518
belief-worker-0876,control,0,0,18.76,19.85,17.52,2.33,0.65,0.18,0.73,0,0,0.009,0.48
belief-worker-0877,outside_option_info,1,0,19.01,20.11,19.12,0.99,0.65,0.18,2.65,0,0,0.019,0.408
belief-worker-0878,bargaining_prompt,0,1,19.26,20.38,18.42,1.96,0.65,0.18,1.63,1,0,0.054,0.457
belief-worker-0879,info_bargaining,1,1,19.51,20.64,20.06,0.58,0.65,0.18,3.63,0,0,0.019,0.385
belief-worker-0880,control,0,0,19.18,20.41,17.73,2.68,0.74,0.26,0.28,0,0,0.007,0.564
belief-worker-0881,outside_option_info,1,0,19.43,20.67,19.53,1.14,0.74,0.26,2.2,0,0,0.017,0.483
belief-worker-0882,bargaining_prompt,0,1,19.68,20.94,18.69,2.25,0.74,0.26,1.18,0,0,0.007,0.538
belief-worker-0883,info_bargaining,1,1,19.93,21.21,20.54,0.67,0.74,0.26,3.19,0,0,0.017,0.458
belief-worker-0884,control,0,0,19.6,20.97,17.93,3.04,0.83,0.34,0.23,0,0,0.006,0.648
belief-worker-0885,outside_option_info,1,0,19.85,21.24,19.95,1.29,0.83,0.34,2.15,0,0,0.016,0.558
belief-worker-0886,bargaining_prompt,0,1,20.1,21.51,18.95,2.56,0.83,0.34,1.13,1,0,0.051,0.62
belief-worker-0887,info_bargaining,1,1,20.35,21.77,21.02,0.76,0.83,0.34,3.15,0,0,0.016,0.53
belief-worker-0888,control,0,0,20.02,21.54,19.71,1.83,0.2,0.42,0.97,0,0,0.004,0.328
belief-worker-0889,outside_option_info,1,0,20.27,21.81,21.03,0.78,0.2,0.42,3.01,0,0,0.014,0.275
belief-worker-0890,bargaining_prompt,0,1,20.52,22.08,20.54,1.54,0.2,0.42,1.88,0,0,0.004,0.312
belief-worker-0891,info_bargaining,1,1,20.77,22.35,21.89,0.46,0.2,0.42,3.97,0,0,0.014,0.259
belief-worker-0892,control,0,0,20.44,22.12,19.93,2.19,0.29,0.5,0.92,0,0,0.003,0.412
belief-worker-0893,outside_option_info,1,0,20.69,22.39,21.46,0.93,0.29,0.5,2.96,0,0,0.013,0.35
belief-worker-0894,bargaining_prompt,0,1,20.94,22.66,20.82,1.84,0.29,0.5,1.82,1,0,0.048,0.393
belief-worker-0895,info_bargaining,1,1,21.19,22.93,22.38,0.54,0.29,0.5,3.94,0,1,0.098,0.331
belief-worker-0896,control,0,0,20.86,22.7,20.14,2.55,0.38,0.58,0.87,0,0,0.002,0.496
belief-worker-0897,outside_option_info,1,0,21.11,22.97,21.88,1.09,0.38,0.58,2.91,0,0,0.012,0.425
belief-worker-0898,bargaining_prompt,0,1,21.36,23.24,21.1,2.14,0.38,0.58,1.77,0,0,0.002,0.474
belief-worker-0899,info_bargaining,1,1,21.61,23.51,22.88,0.63,0.38,0.58,3.9,0,0,0.012,0.403
belief-worker-0900,control,0,0,21.28,22.13,19.2,2.93,0.47,0.66,0.42,0,0,0.0,0.58
belief-worker-0901,outside_option_info,1,0,21.53,22.39,21.14,1.25,0.47,0.66,2.32,0,0,0.01,0.5
belief-worker-0902,bargaining_prompt,0,1,21.78,22.65,20.19,2.46,0.47,0.66,1.32,0,0,0.0,0.556
belief-worker-0903,info_bargaining,1,1,22.03,22.91,22.18,0.73,0.47,0.66,3.25,0,1,0.095,0.476
belief-worker-0904,control,0,0,21.7,22.7,20.22,2.48,0.56,0.18,0.59,0,0,0.009,0.429
belief-worker-0905,outside_option_info,1,0,21.95,22.96,21.91,1.05,0.56,0.18,2.49,1,0,0.064,0.363
belief-worker-0906,bargaining_prompt,0,1,22.2,23.22,21.14,2.08,0.56,0.18,1.49,0,0,0.009,0.409
belief-worker-0907,info_bargaining,1,1,22.45,23.48,22.87,0.62,0.56,0.18,3.47,0,0,0.019,0.342
belief-worker-0908,control,0,0,22.12,23.27,20.4,2.87,0.65,0.26,0.54,0,0,0.007,0.513
belief-worker-0909,outside_option_info,1,0,22.37,23.53,22.31,1.22,0.65,0.26,2.44,0,0,0.017,0.438
belief-worker-0910,bargaining_prompt,0,1,22.62,23.8,21.39,2.41,0.65,0.26,1.44,0,0,0.007,0.49
belief-worker-0911,info_bargaining,1,1,22.87,24.06,23.35,0.71,0.65,0.26,3.43,0,0,0.017,0.415
belief-worker-0912,control,0,0,22.54,23.85,20.57,3.27,0.74,0.34,0.49,0,0,0.006,0.597
belief-worker-0913,outside_option_info,1,0,22.79,24.11,22.72,1.39,0.74,0.34,2.39,1,0,0.061,0.513
belief-worker-0914,bargaining_prompt,0,1,23.04,24.38,21.63,2.74,0.74,0.34,1.39,0,0,0.006,0.571
belief-worker-0915,info_bargaining,1,1,23.29,24.64,23.83,0.81,0.74,0.34,3.39,0,0,0.016,0.487
belief-worker-0916,control,0,0,22.96,24.43,20.74,3.69,0.83,0.42,0.44,0,0,0.004,0.681
belief-worker-0917,outside_option_info,1,0,23.21,24.7,23.13,1.57,0.83,0.42,2.34,0,0,0.014,0.588
belief-worker-0918,bargaining_prompt,0,1,23.46,24.96,21.87,3.09,0.83,0.42,1.34,0,0,0.004,0.652
belief-worker-0919,info_bargaining,1,1,23.71,25.23,24.31,0.91,0.83,0.42,3.35,0,0,0.014,0.559
belief-worker-0920,control,0,0,23.38,25.02,22.75,2.27,0.2,0.5,0.78,0,0,0.003,0.362
belief-worker-0921,outside_option_info,1,0,23.63,25.28,24.32,0.96,0.2,0.5,2.8,1,0,0.058,0.306
belief-worker-0922,bargaining_prompt,0,1,23.88,25.55,23.65,1.9,0.2,0.5,1.68,0,0,0.003,0.345
belief-worker-0923,info_bargaining,1,1,24.13,25.82,25.26,0.56,0.2,0.5,3.78,0,0,0.013,0.288
belief-worker-0924,control,0,0,23.8,25.61,22.93,2.68,0.29,0.58,0.73,0,0,0.002,0.446
belief-worker-0925,outside_option_info,1,0,24.05,25.88,24.74,1.14,0.29,0.58,2.75,0,0,0.012,0.381
belief-worker-0926,bargaining_prompt,0,1,24.3,26.15,23.91,2.24,0.29,0.58,1.63,0,0,0.002,0.426
belief-worker-0927,info_bargaining,1,1,24.55,26.42,25.75,0.66,0.29,0.58,3.75,1,0,0.057,0.361
belief-worker-0928,control,0,0,24.22,26.21,23.11,3.1,0.38,0.66,0.68,0,0,0.0,0.53
belief-worker-0929,outside_option_info,1,0,24.47,26.48,25.16,1.32,0.38,0.66,2.7,0,0,0.01,0.456
belief-worker-0930,bargaining_prompt,0,1,24.72,26.75,24.15,2.59,0.38,0.66,1.58,0,1,0.085,0.507
belief-worker-0931,info_bargaining,1,1,24.97,27.02,26.25,0.77,0.38,0.66,3.71,0,0,0.01,0.433
belief-worker-0932,control,0,0,24.64,26.81,24.24,2.57,0.47,0.18,0.85,0,0,0.009,0.379
belief-worker-0933,outside_option_info,1,0,24.89,27.08,25.99,1.09,0.47,0.18,2.95,0,0,0.019,0.318
belief-worker-0934,bargaining_prompt,0,1,25.14,27.35,25.2,2.15,0.47,0.18,1.76,0,0,0.009,0.36
