applicant_id,program_id,program_name,program_region,capacity,rural_priority,applicant_region_preference,service_commitment,risk_aversion,couple_member,preference_score,priority_score,applicant_rank,program_rank
A111,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.35,1,44.416,52.735,6,29
A111,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.35,1,43.499,62.807,7,14
A111,P04,Capital Surgery,urban,10,0,midwest,1,0.35,1,50.725,54.367,2,33
A111,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.35,1,54.023,55.746,1,10
A111,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.35,1,46.035,63.144,4,14
A111,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.35,1,45.547,52.684,5,27
A111,P08,River Public Service Track,rural,12,1,midwest,1,0.35,1,41.773,62.175,8,16
A112,P01,Metro General Medicine,urban,14,0,urban,0,0.48,1,64.642,45.646,2,79
A112,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.48,1,45.288,40.952,4,93
A112,P03,Prairie Family Medicine,rural,12,1,urban,0,0.48,1,36.239,37.644,7,107
A112,P04,Capital Surgery,urban,10,0,urban,0,0.48,1,65.986,47.064,1,75
A112,P05,Valley Psychiatry,midwest,12,0,urban,0,0.48,1,39.09,38.912,5,96
A112,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.48,1,38.17,38.344,6,107
A112,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.48,1,45.857,40.181,3,93
A112,P08,River Public Service Track,rural,12,1,urban,0,0.48,1,33.983,37.294,8,106
A113,P01,Metro General Medicine,urban,14,0,coastal,0,0.61,0,50.524,54.376,4,30
A113,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.61,0,60.244,56.601,2,14
A113,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.61,0,36.063,49.769,7,57
A113,P04,Capital Surgery,urban,10,0,coastal,0,0.61,0,52.163,55.192,3,32
A113,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.61,0,40.074,50.439,5,37
A113,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.61,0,38.305,50.834,6,58
A113,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.61,0,61.168,56.037,1,13
A113,P08,River Public Service Track,rural,12,1,coastal,0,0.61,0,34.192,48.773,8,62
A114,P01,Metro General Medicine,urban,14,0,rural,0,0.74,0,50.488,42.747,4,89
A114,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.74,0,46.116,40.819,7,96
A114,P03,Prairie Family Medicine,rural,12,1,rural,0,0.74,0,51.803,40.606,3,99
A114,P04,Capital Surgery,urban,10,0,rural,0,0.74,0,52.424,42.961,2,90
A114,P05,Valley Psychiatry,midwest,12,0,rural,0,0.74,0,40.141,38.534,8,99
A114,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.74,0,54.357,42.034,1,97
A114,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.74,0,46.479,39.534,6,98
A114,P08,River Public Service Track,rural,12,1,rural,0,0.74,0,49.401,39.892,5,100
A115,P01,Metro General Medicine,urban,14,0,midwest,1,0.22,0,47.352,42.791,3,87
A115,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.22,0,43.558,42.138,6,88
A115,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.22,0,42.568,53.734,7,37
A115,P04,Capital Surgery,urban,10,0,midwest,1,0.22,0,49.29,43.546,2,85
A115,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.22,0,52.66,45.873,1,61
A115,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.22,0,45.042,53.645,4,41
A115,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.22,0,43.752,42.012,5,87
A115,P08,River Public Service Track,rural,12,1,midwest,1,0.22,0,40.748,52.849,8,40
A116,P01,Metro General Medicine,urban,14,0,urban,1,0.35,0,63.233,57.521,2,15
A116,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.35,0,43.514,52.715,5,30
A116,P03,Prairie Family Medicine,rural,12,1,urban,1,0.35,0,43.308,62.93,6,13
A116,P04,Capital Surgery,urban,10,0,urban,1,0.35,0,64.551,57.674,1,16
A116,P05,Valley Psychiatry,midwest,12,0,urban,1,0.35,0,38.644,51.4,8,33
A116,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.35,0,45.177,63.206,3,13
A116,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.35,0,44.979,51.869,4,32
A116,P08,River Public Service Track,rural,12,1,urban,1,0.35,0,40.958,62.328,7,14
A117,P01,Metro General Medicine,urban,14,0,coastal,0,0.48,0,49.114,40.963,4,101
A117,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.48,0,59.386,44.004,2,81
A117,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.48,0,35.132,37.767,7,106
A117,P04,Capital Surgery,urban,10,0,coastal,0,0.48,0,50.729,41.443,3,102
A117,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.48,0,38.711,38.566,5,98
A117,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.48,0,37.312,38.406,6,106
A117,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.48,0,60.29,43.365,1,81
A117,P08,River Public Service Track,rural,12,1,coastal,0,0.48,0,33.167,37.448,8,105
A118,P01,Metro General Medicine,urban,14,0,rural,0,0.61,0,49.079,51.694,4,44
A118,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.61,0,45.259,50.582,7,45
A118,P03,Prairie Family Medicine,rural,12,1,rural,0,0.61,0,50.872,51.893,3,48
A118,P04,Capital Surgery,urban,10,0,rural,0,0.61,0,50.989,52.5,2,45
A118,P05,Valley Psychiatry,midwest,12,0,rural,0,0.61,0,38.778,49.021,8,42
A118,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.61,0,53.363,52.896,1,46
A118,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.61,0,45.601,50.15,6,42
A118,P08,River Public Service Track,rural,12,1,rural,0,0.61,0,48.376,51.855,5,45
A119,P01,Metro General Medicine,urban,14,0,midwest,0,0.74,0,49.961,40.064,3,107
A119,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.74,0,45.214,38.8,5,104
A119,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.74,0,35.695,34.729,7,114
A119,P04,Capital Surgery,urban,10,0,midwest,0,0.74,0,52.167,40.268,2,109
A119,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.74,0,54.762,40.188,1,89
A119,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.74,0,38.498,36.096,6,113
A119,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.74,0,45.911,37.647,4,109
A119,P08,River Public Service Track,rural,12,1,midwest,0,0.74,0,33.585,34.975,8,114
A120,P01,Metro General Medicine,urban,14,0,urban,1,0.22,0,65.842,53.866,2,34
A120,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.22,0,46.087,48.449,5,59
A120,P03,Prairie Family Medicine,rural,12,1,urban,1,0.22,0,44.435,56.855,6,29
A120,P04,Capital Surgery,urban,10,0,urban,1,0.22,0,67.428,55.325,1,30
A120,P05,Valley Psychiatry,midwest,12,0,urban,1,0.22,0,39.829,45.715,8,63
A120,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.22,0,46.633,57.657,3,29
A120,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.22,0,46.222,47.503,4,58
A120,P08,River Public Service Track,rural,12,1,urban,1,0.22,0,41.795,56.454,7,30
