worker_id,shift_id,exposure_arm,baseline_skill,intrinsic_effort,peer_effort_norm,peer_visibility,learning_signal,social_pressure,effort_units,deviation_from_norm,social_penalty_index,productivity_value,attendance_index
peer-worker-656,shift-56,low_peer_visible,0.92,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,63.21,0.862
peer-worker-657,shift-57,average_peer_visible,0.92,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,65.7,0.868
peer-worker-658,shift-58,high_peer_hidden,0.92,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,67.63,0.868
peer-worker-659,shift-59,high_peer_visible,0.92,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,69.36,0.863
peer-worker-660,shift-00,low_peer_visible,0.955,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,66.06,0.812
peer-worker-661,shift-01,average_peer_visible,0.955,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,68.67,0.818
peer-worker-662,shift-02,high_peer_hidden,0.955,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,71.05,0.82
peer-worker-663,shift-03,high_peer_visible,0.955,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,72.66,0.817
peer-worker-664,shift-04,low_peer_visible,0.99,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,69.02,0.822
peer-worker-665,shift-05,average_peer_visible,0.99,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,71.75,0.828
peer-worker-666,shift-06,high_peer_hidden,0.99,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,74.61,0.832
peer-worker-667,shift-07,high_peer_visible,0.99,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,76.07,0.831
peer-worker-668,shift-08,low_peer_visible,1.025,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,72.08,0.832
peer-worker-669,shift-09,average_peer_visible,1.025,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,74.94,0.838
peer-worker-670,shift-10,high_peer_hidden,1.025,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,78.29,0.844
peer-worker-671,shift-11,high_peer_visible,1.025,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,79.32,0.842
peer-worker-672,shift-12,low_peer_visible,0.78,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,55.52,0.853
peer-worker-673,shift-13,average_peer_visible,0.78,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,57.29,0.854
peer-worker-674,shift-14,high_peer_hidden,0.78,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,58.65,0.856
peer-worker-675,shift-15,high_peer_visible,0.78,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,60.41,0.847
peer-worker-676,shift-16,low_peer_visible,0.815,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,58.07,0.863
peer-worker-677,shift-17,average_peer_visible,0.815,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,60.21,0.867
peer-worker-678,shift-18,high_peer_hidden,0.815,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,61.71,0.868
peer-worker-679,shift-19,high_peer_visible,0.815,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,63.43,0.862
peer-worker-680,shift-20,low_peer_visible,0.85,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,60.72,0.813
peer-worker-681,shift-21,average_peer_visible,0.85,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,63.07,0.819
peer-worker-682,shift-22,high_peer_hidden,0.85,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,64.9,0.82
peer-worker-683,shift-23,high_peer_visible,0.85,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,66.56,0.816
peer-worker-684,shift-24,low_peer_visible,0.885,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,63.49,0.823
peer-worker-685,shift-25,average_peer_visible,0.885,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,65.95,0.829
peer-worker-686,shift-26,high_peer_hidden,0.885,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,68.22,0.832
peer-worker-687,shift-27,high_peer_visible,0.885,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,69.78,0.83
peer-worker-688,shift-28,low_peer_visible,0.92,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,65.2,0.835
peer-worker-689,shift-29,average_peer_visible,0.92,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,67.77,0.841
peer-worker-690,shift-30,high_peer_hidden,0.92,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,70.39,0.844
peer-worker-691,shift-31,high_peer_visible,0.92,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,71.66,0.842
peer-worker-692,shift-32,low_peer_visible,0.955,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,68.14,0.845
peer-worker-693,shift-33,average_peer_visible,0.955,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,70.82,0.851
peer-worker-694,shift-34,high_peer_hidden,0.955,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,73.92,0.856
peer-worker-695,shift-35,high_peer_visible,0.955,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,74.95,0.855
peer-worker-696,shift-36,low_peer_visible,0.99,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,64.7,0.864
peer-worker-697,shift-37,average_peer_visible,0.99,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,67.05,0.866
peer-worker-698,shift-38,high_peer_hidden,0.99,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,68.67,0.868
peer-worker-699,shift-39,high_peer_visible,0.99,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,71.16,0.861
peer-worker-700,shift-40,low_peer_visible,1.025,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,67.6,0.814
peer-worker-701,shift-41,average_peer_visible,1.025,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,70.29,0.82
peer-worker-702,shift-42,high_peer_hidden,1.025,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,72.14,0.82
peer-worker-703,shift-43,high_peer_visible,1.025,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,74.51,0.815
peer-worker-704,shift-44,low_peer_visible,0.78,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,57.17,0.826
peer-worker-705,shift-45,average_peer_visible,0.78,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,59.35,0.832
peer-worker-706,shift-46,high_peer_hidden,0.78,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,60.99,0.832
peer-worker-707,shift-47,high_peer_visible,0.78,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,62.4,0.827
peer-worker-708,shift-48,low_peer_visible,0.815,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,59.81,0.836
peer-worker-709,shift-49,average_peer_visible,0.815,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,62.1,0.842
peer-worker-710,shift-50,high_peer_hidden,0.815,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,64.16,0.844
peer-worker-711,shift-51,high_peer_visible,0.815,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,65.5,0.841
peer-worker-712,shift-52,low_peer_visible,0.85,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,62.55,0.846
peer-worker-713,shift-53,average_peer_visible,0.85,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,64.96,0.852
peer-worker-714,shift-54,high_peer_hidden,0.85,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,67.45,0.856
peer-worker-715,shift-55,high_peer_visible,0.85,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,68.7,0.855
peer-worker-716,shift-56,low_peer_visible,0.885,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,65.4,0.856
peer-worker-717,shift-57,average_peer_visible,0.885,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,67.93,0.862
peer-worker-718,shift-58,high_peer_hidden,0.885,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,70.88,0.868
peer-worker-719,shift-59,high_peer_visible,0.885,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,71.75,0.866
