household_id,treated_family_shock,event_time,focal_age,spouse_age,has_young_child,pension_eligible,baseline_assets,retirement_savings_index,job_flexibility,shock_severity,mortality_risk,care_intensity,informal_care_hours,focal_hours,spouse_hours,household_earnings_index,savings_drawdown,flexible_job_switch,retirement_claiming,bridge_job_transition,post_retirement_work
household_067,0,3,68,69,0,1,111000,1.11,0.55,0.654,0.092,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,4,69,70,0,1,111000,1.11,0.55,0.654,0.096,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,5,70,71,0,1,111000,1.11,0.55,0.654,0.1,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_068,0,-3,31,33,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,-2,32,34,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,-1,33,35,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,0,34,36,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,1,35,37,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,2,36,38,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,3,37,39,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,4,38,40,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_068,0,5,39,41,0,0,82500,0.825,0.72,0.689,0.02,0.0,0.0,36.48,34.0,2583.74,0.0,0,0,0,0
household_069,0,-3,34,37,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,-2,35,38,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,-1,36,39,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,0,37,40,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,1,38,41,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,2,39,42,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,3,40,43,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,4,41,44,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_069,0,5,42,45,0,0,90000,0.9,0.88,0.724,0.02,0.0,0.0,37.14,34.0,2664.6,0.0,0,0,0,0
household_070,0,-3,37,34,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,-2,38,35,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,-1,39,36,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,0,40,37,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,1,41,38,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,2,42,39,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,3,43,40,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,4,44,41,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_070,0,5,45,42,1,0,97500,0.975,0.25,0.47,0.02,0.0,0.0,34.45,32.8,2573.99,0.0,0,0,0,0
household_071,0,-3,40,38,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,-2,41,39,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,-1,42,40,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,0,43,41,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,1,44,42,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,2,45,43,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,3,46,44,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,4,47,45,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_071,0,5,48,46,1,0,105000,1.05,0.4,0.507,0.02,0.0,0.0,35.08,32.8,2659.11,0.0,0,0,0,0
household_072,0,-3,43,42,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,-2,44,43,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,-1,45,44,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,0,46,45,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,1,47,46,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,2,48,47,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,3,49,48,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,4,50,49,0,0,46800,0.468,0.55,0.544,0.02,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
household_072,0,5,51,50,0,0,46800,0.468,0.55,0.544,0.024,0.0,0.0,37.31,34.0,2858.46,0.0,0,0,0,0
