worker_id,gender,year,firm_type,firm_premium,flexibility_score,climate_score,skill_index,care_constraint,log_wage,promoted
WF284,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.3532,0.1550,3.5380,0
WF284,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.3532,0.1550,3.6117,1
WF284,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3532,0.1550,3.5355,1
WF285,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4604,0.6941,3.5649,1
WF285,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4604,0.6941,3.6717,0
WF285,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4604,0.6941,3.7397,1
WF286,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.4290,0.5535,3.3391,1
WF286,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4290,0.5535,3.4588,1
WF286,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4290,0.5535,3.5213,0
WF287,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3497,0.5319,3.3993,1
WF287,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3497,0.5319,3.3775,0
WF287,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3497,0.5319,3.6581,0
WF288,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6166,0.3124,3.6880,1
WF288,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6166,0.3124,3.7465,0
WF288,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6166,0.3124,3.6710,1
WF289,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5636,0.2734,3.6605,0
WF289,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5636,0.2734,3.6937,1
WF289,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5636,0.2734,3.5841,1
WF290,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6446,0.4016,3.7060,1
WF290,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6446,0.4016,3.5892,0
WF290,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6446,0.4016,3.7300,1
WF291,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3683,0.5147,3.3987,0
WF291,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3683,0.5147,3.4714,0
WF291,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.3683,0.5147,3.7202,0
WF292,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6797,0.2253,3.7439,1
WF292,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6797,0.2253,3.8207,0
WF292,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.6797,0.2253,3.6207,1
WF293,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5788,0.5813,3.6198,0
WF293,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5788,0.5813,3.7488,0
WF293,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5788,0.5813,3.6766,0
WF294,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4349,0.8143,3.4368,0
WF294,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4349,0.8143,3.3715,0
WF294,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4349,0.8143,3.6983,1
WF295,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7927,0.4380,3.7926,1
WF295,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7927,0.4380,3.8723,0
WF295,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7927,0.4380,3.9469,1
WF296,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7512,0.3883,3.7398,0
WF296,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7512,0.3883,3.7075,1
WF296,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7512,0.3883,3.7378,1
WF297,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5737,0.2550,3.4218,1
WF297,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5737,0.2550,3.6956,0
WF297,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5737,0.2550,3.5688,1
WF298,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7703,0.6410,3.7891,0
WF298,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7703,0.6410,3.7209,1
WF298,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7703,0.6410,3.9252,0
WF299,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5343,0.3919,3.6022,0
WF299,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5343,0.3919,3.6035,0
WF299,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5343,0.3919,3.6434,1
WF300,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5220,0.4209,3.3981,0
WF300,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5220,0.4209,3.4885,1
WF300,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5220,0.4209,3.7425,1
WF301,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.7399,0.1808,3.5257,1
WF301,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7399,0.1808,3.8256,0
WF301,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7399,0.1808,3.6717,1
WF302,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3878,0.2914,3.3740,1
WF302,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3878,0.2914,3.3741,0
WF302,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3878,0.2914,3.6450,1
WF303,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7614,0.6101,3.7899,0
WF303,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7614,0.6101,3.8295,1
WF303,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7614,0.6101,3.8759,0
WF304,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.8329,0.0970,3.7972,0
WF304,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.8329,0.0970,3.6759,1
WF304,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.8329,0.0970,3.8266,1
WF305,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5286,0.1410,3.4866,1
WF305,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5286,0.1410,3.6540,0
WF305,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5286,0.1410,3.7851,1
WF306,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5327,0.4372,3.4446,1
WF306,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5327,0.4372,3.6787,1
WF306,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5327,0.4372,3.7797,0
WF307,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5180,0.4024,3.4183,0
WF307,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5180,0.4024,3.7268,0
WF307,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5180,0.4024,3.5358,1
WF308,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.3998,0.2322,3.5579,0
WF308,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.3998,0.2322,3.6441,1
WF308,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.3998,0.2322,3.7181,0
WF309,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5192,0.3015,3.6010,1
WF309,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5192,0.3015,3.4618,1
WF309,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5192,0.3015,3.6219,1
WF310,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6251,0.3811,3.6491,0
WF310,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6251,0.3811,3.6290,1
WF310,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6251,0.3811,3.8780,0
WF311,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7055,0.0805,3.7424,1
WF311,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7055,0.0805,3.8731,1
WF311,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7055,0.0805,3.8954,1
WF312,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7527,0.5469,3.6560,0
WF312,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7527,0.5469,3.8136,0
WF312,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7527,0.5469,3.8679,0
WF313,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6796,0.2044,3.7177,0
WF313,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6796,0.2044,3.5762,0
WF313,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6796,0.2044,3.7585,1
WF314,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5592,0.5444,3.3894,1
WF314,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5592,0.5444,3.7149,0
WF314,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5592,0.5444,3.7720,1
WF315,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5120,0.4130,3.5579,1
WF315,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5120,0.4130,3.4783,1
WF315,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5120,0.4130,3.7560,1
WF316,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.8327,0.5132,3.5551,1
WF316,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8327,0.5132,3.9060,0
WF316,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.8327,0.5132,3.8552,1
WF317,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.2912,0.7594,3.3372,1
WF317,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.2912,0.7594,3.5398,0
WF317,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.2912,0.7594,3.5671,0
WF318,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5418,0.4156,3.6120,0
WF318,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5418,0.4156,3.7038,1
WF318,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5418,0.4156,3.8401,1
WF319,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.3829,0.4214,3.5656,1
WF319,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3829,0.4214,3.3934,1
WF319,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3829,0.4214,3.5699,1
WF320,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7376,0.5199,3.7760,1
WF320,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7376,0.5199,3.7718,1
WF320,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7376,0.5199,3.7722,0
WF321,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.2795,0.3508,3.4721,0
WF321,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.2795,0.3508,3.5516,0
WF321,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.2795,0.3508,3.3987,0
WF322,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6224,0.2460,3.5760,1
WF322,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6224,0.2460,3.5529,1
WF322,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6224,0.2460,3.8657,1
WF323,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7332,0.4295,3.7261,1
WF323,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7332,0.4295,3.8703,1
WF323,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7332,0.4295,3.9026,1
WF324,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4238,0.2436,3.5751,1
WF324,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4238,0.2436,3.5241,1
WF324,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4238,0.2436,3.5795,0
WF325,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5966,0.4346,3.5074,1
WF325,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5966,0.4346,3.7900,0
WF325,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5966,0.4346,3.7766,0
WF326,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6841,0.5588,3.6113,1
WF326,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6841,0.5588,3.7928,0
WF326,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6841,0.5588,3.8521,1
WF327,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5609,0.1883,3.6315,0
WF327,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5609,0.1883,3.5963,0
WF327,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5609,0.1883,3.6197,1
WF328,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6375,0.5559,3.4964,1
WF328,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6375,0.5559,3.6472,0
WF328,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6375,0.5559,3.8584,0
WF329,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5361,0.4054,3.6786,0
WF329,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5361,0.4054,3.6012,1
WF329,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5361,0.4054,3.7546,1
WF330,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4815,0.3194,3.4557,1
WF330,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4815,0.3194,3.4730,0
WF330,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4815,0.3194,3.5333,0
WF331,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.9119,0.2189,3.8831,0
WF331,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.9119,0.2189,3.9870,0
WF331,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.9119,0.2189,3.9904,0
WF332,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6019,0.2867,3.5188,1
WF332,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6019,0.2867,3.5636,1
WF332,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6019,0.2867,3.6677,1
WF333,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.8404,0.3482,3.7923,0
WF333,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.8404,0.3482,3.7431,1
WF333,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.8404,0.3482,3.9999,1
WF334,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5235,0.2937,3.5910,0
WF334,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5235,0.2937,3.7039,0
WF334,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5235,0.2937,3.7955,0
WF335,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.2154,0.3780,3.2011,1
WF335,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.2154,0.3780,3.5283,0
WF335,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.2154,0.3780,3.6243,1
WF336,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5301,0.2796,3.6078,0
WF336,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5301,0.2796,3.6807,0
WF336,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5301,0.2796,3.7598,1
WF337,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5875,0.4186,3.6422,0
WF337,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5875,0.4186,3.6854,0
WF337,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5875,0.4186,3.7979,0
WF338,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5095,0.3010,3.6068,1
WF338,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5095,0.3010,3.4512,1
WF338,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5095,0.3010,3.6057,1
WF339,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6023,0.4570,3.7176,1
WF339,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6023,0.4570,3.7356,0
WF339,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.6023,0.4570,3.5778,1
WF340,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6143,0.4244,3.6729,0
WF340,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6143,0.4244,3.7155,1
WF340,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6143,0.4244,3.8026,0
WF341,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5723,0.4696,3.4800,0
WF341,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5723,0.4696,3.7664,0
WF341,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5723,0.4696,3.8327,0
WF342,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.8409,0.2043,3.7779,1
WF342,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8409,0.2043,3.9280,0
WF342,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.8409,0.2043,4.0167,1
WF343,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.3955,0.3546,3.2888,1
WF343,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3955,0.3546,3.4804,0
WF343,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.3955,0.3546,3.6807,1
WF344,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5410,0.4510,3.6380,1
WF344,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5410,0.4510,3.6875,1
WF344,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5410,0.4510,3.6391,1
WF345,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7902,0.3468,3.6786,1
WF345,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.7902,0.3468,3.6758,1
WF345,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7902,0.3468,3.9534,1
WF346,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4993,0.3777,3.5455,1
WF346,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4993,0.3777,3.4404,0
WF346,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4993,0.3777,3.6195,1
WF347,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7834,0.2837,3.8222,0
WF347,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7834,0.2837,3.7628,1
WF347,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7834,0.2837,3.9578,1
WF348,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4286,0.1754,3.4517,1
WF348,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4286,0.1754,3.4464,1
WF348,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.4286,0.1754,3.7710,1
WF349,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4477,0.3513,3.4569,1
WF349,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4477,0.3513,3.5041,1
WF349,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4477,0.3513,3.5035,1
WF350,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.3253,0.3274,3.2455,1
WF350,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.3253,0.3274,3.5624,0
WF350,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3253,0.3274,3.6532,0
WF351,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6376,0.4459,3.5715,1
WF351,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6376,0.4459,3.8027,0
WF351,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6376,0.4459,3.8743,0
WF352,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7996,0.1535,3.7531,1
WF352,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7996,0.1535,3.9115,0
WF352,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7996,0.1535,3.9013,0
WF353,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6281,0.3340,3.6625,0
WF353,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6281,0.3340,3.7688,0
WF353,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6281,0.3340,3.8669,0
WF354,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6283,0.5098,3.4637,1
WF354,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6283,0.5098,3.5286,1
WF354,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.6283,0.5098,3.6153,0
WF355,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6058,0.6440,3.4344,1
WF355,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6058,0.6440,3.7306,1
WF355,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6058,0.6440,3.7040,1
WF356,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4479,0.6003,3.5733,0
WF356,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4479,0.6003,3.4037,0
WF356,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4479,0.6003,3.5192,0
WF357,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5835,0.3412,3.6016,0
WF357,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5835,0.3412,3.7050,0
WF357,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5835,0.3412,3.6018,1
WF358,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6544,0.2819,3.5160,1
WF358,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6544,0.2819,3.6293,0
WF358,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6544,0.2819,3.8991,1
WF359,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7732,0.2926,3.7638,1
WF359,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7732,0.2926,3.8318,1
WF359,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7732,0.2926,3.9273,1
WF360,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.4316,0.3541,3.3645,1
WF360,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4316,0.3541,3.6944,0
WF360,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.4316,0.3541,3.7252,1
