person_id,state,birth_year,birth_quarter,female,parent_education,family_income,compulsory_exposure,stayed_in_school,years_schooling,log_earnings,synthetic_ability,synthetic_compliance_type,synthetic_true_effect
5665,North,1940,1,1,9.188,28697.67,0,0,10.34,2.5834,1.1878,complier,0.092
5666,Central,1932,3,1,12.437,42529.11,1,1,12.229,2.5101,0.2539,complier,0.082
5667,Coastal,1935,3,0,12.058,56579.16,1,1,12.059,2.8156,1.5213,always_taker,0.062
5668,Coastal,1931,3,1,13.53,56294.07,1,1,11.613,2.4221,-1.3329,complier,0.082
5669,North,1936,2,1,16.09,53067.04,0,0,10.92,2.7554,0.526,never_taker,0.056
5670,North,1944,1,1,16.445,70026.76,0,0,10.838,2.8097,0.4574,complier,0.082
5671,Coastal,1945,1,1,12.157,28604.83,0,0,10.581,2.499,-0.9615,complier,0.082
5672,Central,1944,4,1,13.096,63306.35,1,0,10.847,2.6784,0.3968,never_taker,0.056
5673,South,1935,2,0,9.638,55144.49,0,0,9.673,2.0458,-0.8901,never_taker,0.072
5674,North,1946,2,0,13.273,30557.37,0,1,12.652,2.825,1.384,always_taker,0.062
5675,Central,1939,2,0,12.342,24230.81,0,0,10.002,2.6788,0.2655,complier,0.088
5676,Central,1944,3,1,11.879,52484.75,1,1,11.778,2.5299,-0.4818,complier,0.082
5677,North,1930,1,1,11.568,19211.63,0,0,11.087,2.321,-0.2355,complier,0.082
5678,South,1930,1,0,12.517,19650.34,0,0,10.147,2.4818,-0.1966,complier,0.088
5679,Coastal,1933,1,1,7.664,46884.85,0,0,10.375,2.2481,0.4416,complier,0.092
5680,North,1930,3,0,9.605,29183.33,1,1,10.789,2.1662,-0.805,complier,0.098
5681,Central,1944,2,0,9.62,16371.43,0,0,10.693,2.3684,0.044,never_taker,0.072
5682,Coastal,1931,3,1,12.378,20980.27,1,1,12.139,2.5544,0.5172,complier,0.082
5683,North,1940,2,0,9.705,30401.6,0,0,10.358,2.3555,-0.8192,never_taker,0.072
5684,Coastal,1941,3,0,10.198,41434.13,1,0,9.863,2.1212,-1.3774,never_taker,0.072
5685,Central,1940,2,0,10.965,49519.33,0,0,10.206,2.4376,-0.8381,complier,0.098
5686,North,1944,3,0,14.173,40529.08,1,0,10.359,2.5816,-0.4566,never_taker,0.062
5687,South,1943,4,1,8.937,39046.53,1,0,9.451,2.1118,-0.8408,never_taker,0.066
5688,South,1944,3,0,12.239,34987.56,1,0,10.11,2.1297,-0.8024,never_taker,0.062
5689,Central,1936,1,1,13.063,42695.99,0,0,10.261,2.6718,0.658,never_taker,0.056
5690,Central,1937,1,0,13.632,49609.63,0,1,12.883,2.9497,1.928,always_taker,0.062
5691,South,1930,3,0,9.81,30331.59,1,0,9.953,2.3275,-0.8778,never_taker,0.072
5692,North,1931,4,0,9.62,37141.54,1,1,11.885,2.6032,0.8698,complier,0.098
5693,Central,1937,3,1,9.451,58242.62,1,1,11.194,2.7186,0.6947,complier,0.092
5694,North,1934,2,1,14.481,49565.53,0,1,13.134,2.7392,0.6105,always_taker,0.056
5695,Central,1943,1,0,14.539,30198.07,0,0,10.637,2.3898,-0.5522,complier,0.088
5696,Coastal,1933,3,0,11.553,46971.15,1,1,13.039,2.8852,0.9139,complier,0.088
5697,North,1932,1,1,9.678,16081.86,0,0,10.612,2.6625,1.6982,complier,0.092
5698,Coastal,1931,4,0,9.109,33254.95,1,0,9.876,2.4025,-1.1596,never_taker,0.072
5699,North,1931,2,0,11.559,45117.59,0,0,10.483,2.4059,0.0913,never_taker,0.062
5700,Central,1939,4,1,11.824,39238.42,1,0,9.985,2.1648,-1.5943,never_taker,0.056
5701,Coastal,1947,1,1,9.601,46457.49,0,0,10.078,2.2129,-1.1502,never_taker,0.066
5702,North,1937,2,1,9.252,16397.85,0,0,9.783,2.1753,0.1232,complier,0.092
5703,Coastal,1943,3,0,13.555,40596.45,1,1,11.56,2.6198,-0.9863,complier,0.088
5704,North,1931,2,0,9.61,17585.06,0,0,10.711,2.5784,0.9807,never_taker,0.072
5705,South,1935,4,0,12.316,48799.21,1,1,12.404,2.7143,0.7651,complier,0.088
5706,North,1930,3,1,6.145,36862.14,1,0,9.446,2.0069,-1.8853,never_taker,0.066
5707,North,1934,1,1,8.82,41502.29,0,0,10.72,2.1889,-0.8039,never_taker,0.066
5708,Central,1946,3,0,12.611,60881.95,1,1,11.624,2.425,-1.5694,complier,0.088
5709,South,1940,2,0,10.152,71471.55,0,0,10.708,2.7192,0.5982,never_taker,0.072
5710,Coastal,1932,3,1,9.411,42961.64,1,1,12.225,2.6654,1.156,always_taker,0.066
5711,Central,1935,4,0,12.078,61726.71,1,1,12.132,2.8062,0.9595,complier,0.088
5712,Coastal,1946,2,1,9.061,34066.42,0,0,10.615,2.6193,0.8513,complier,0.092
5713,North,1930,3,1,10.904,50435.94,1,1,12.049,2.7668,2.5079,complier,0.092
5714,Coastal,1931,1,0,10.022,32691.28,0,0,10.651,2.502,0.0865,never_taker,0.072
5715,Central,1941,1,1,12.295,31768.54,0,0,10.809,2.592,1.1288,complier,0.082
5716,South,1933,2,1,13.162,38337.74,0,0,10.244,2.1222,-1.1816,complier,0.082
5717,South,1937,2,1,12.083,52284.87,0,0,10.367,2.6519,1.2046,complier,0.082
5718,South,1945,2,0,12.544,38725.13,0,0,10.476,2.6402,0.9118,complier,0.088
5719,South,1944,4,0,15.52,53797.76,1,1,12.65,2.7263,0.1333,always_taker,0.062
5720,Coastal,1931,1,1,7.693,20925.04,0,1,12.264,2.4049,0.3658,always_taker,0.066
5721,North,1947,2,0,10.807,33852.07,0,0,10.538,2.625,0.4877,never_taker,0.072
5722,North,1934,3,0,10.58,32201.79,1,0,10.138,2.2051,-0.4885,never_taker,0.072
5723,North,1935,2,1,15.202,20426.96,0,0,10.502,2.7335,0.1863,never_taker,0.056
5724,Coastal,1938,1,0,10.893,21194.27,0,0,9.786,2.0927,-1.6174,never_taker,0.072
5725,Central,1933,1,0,12.673,54241.53,0,0,10.61,2.472,-0.0799,never_taker,0.062
5726,South,1944,4,0,11.951,56902.63,1,1,12.841,2.8829,1.3283,complier,0.088
5727,North,1933,2,0,12.413,30868.91,0,0,11.046,2.6136,0.9492,complier,0.088
5728,North,1940,1,1,13.502,49588.31,0,0,9.04,2.1259,-1.6053,complier,0.082
5729,South,1944,3,1,8.301,31671.28,1,0,10.675,2.3139,-0.2063,never_taker,0.066
5730,North,1931,1,0,12.165,41244.44,0,0,10.255,2.7656,0.0927,complier,0.088
5731,Central,1937,3,0,12.877,48491.73,1,0,9.844,2.4645,-0.8368,never_taker,0.062
5732,Central,1934,4,0,11.693,39984.58,1,1,12.125,2.6217,0.6303,always_taker,0.062
5733,South,1943,4,1,11.416,60413.06,1,0,10.218,2.2909,-0.9773,never_taker,0.056
5734,Coastal,1945,4,1,11.93,48955.31,1,0,10.269,2.437,-0.5628,never_taker,0.056
5735,Central,1942,3,0,10.431,66590.52,1,1,12.048,2.9684,2.0628,complier,0.098
5736,Coastal,1945,2,0,13.805,68341.85,0,0,10.136,2.5927,-0.3682,complier,0.088
5737,South,1938,1,0,7.384,63158.98,0,0,10.429,2.1128,-1.4013,complier,0.098
5738,Central,1935,4,0,9.896,29613.73,1,0,10.005,2.4094,-0.1285,never_taker,0.072
5739,South,1940,2,0,11.533,39952.14,0,0,10.883,2.4454,-0.2874,never_taker,0.062
5740,North,1943,3,1,13.34,46071.98,1,0,10.326,2.3813,-1.1258,never_taker,0.056
5741,Central,1937,4,0,9.654,67316.14,1,0,10.349,2.2189,-0.0707,never_taker,0.072
5742,Central,1932,3,0,10.485,58570.2,1,0,10.439,2.4724,-0.117,never_taker,0.072
5743,North,1933,2,0,9.793,31301.51,0,0,10.465,2.6977,1.0006,complier,0.098
5744,Central,1932,4,0,11.632,47767.37,1,1,10.706,2.4772,-0.8802,complier,0.088
5745,Coastal,1944,2,0,14.254,73200.28,0,1,12.363,3.0322,0.7721,always_taker,0.062
5746,North,1947,2,0,10.947,54053.65,0,0,10.409,2.4553,-0.1342,never_taker,0.072
5747,Central,1933,1,1,13.126,24511.01,0,0,10.897,2.6446,1.3055,complier,0.082
5748,Coastal,1930,4,1,13.573,27558.81,1,1,12.012,2.4082,-0.0541,complier,0.082
5749,Central,1941,2,0,11.869,49771.86,0,0,9.932,2.6552,0.6247,never_taker,0.062
5750,North,1946,4,0,14.735,52493.66,1,1,11.364,2.6825,-1.011,always_taker,0.062
5751,Central,1942,1,0,12.748,26674.03,0,0,11.128,2.6464,0.6979,complier,0.088
5752,South,1938,3,1,14.387,57305.36,1,1,12.083,2.5448,0.9963,always_taker,0.056
5753,South,1935,4,0,12.352,30383.67,1,1,12.71,2.4326,0.2039,always_taker,0.062
5754,North,1931,2,0,12.449,49911.17,0,0,10.196,2.4504,-0.2075,complier,0.088
5755,North,1933,3,0,9.949,26888.48,1,0,10.863,2.3797,-0.3206,never_taker,0.072
5756,North,1935,3,1,10.752,41087.58,1,1,11.3,2.3172,-1.2469,complier,0.092
5757,South,1938,1,0,9.752,52529.42,0,0,10.431,2.3327,-0.854,never_taker,0.072
5758,Central,1942,1,0,15.767,27551.44,0,0,10.457,2.6617,0.5376,complier,0.088
5759,South,1943,3,0,12.449,52939.3,1,1,11.717,2.6614,0.0515,complier,0.088
5760,North,1947,4,0,8.999,34116.26,1,1,12.094,2.6646,0.8449,complier,0.098
5761,North,1935,3,0,16.426,39987.5,1,1,12.185,2.7574,0.675,complier,0.088
5762,Coastal,1931,4,0,11.87,45253.27,1,1,12.409,2.8547,2.2691,complier,0.088
5763,Central,1937,4,1,11.429,48291.97,1,0,10.504,2.4999,0.0144,never_taker,0.056
5764,South,1941,1,1,9.77,38006.75,0,0,9.606,1.9373,-1.9621,complier,0.092
5765,South,1943,4,0,12.278,45728.05,1,1,12.891,2.7346,2.2387,always_taker,0.062
5766,North,1932,4,0,10.0,61109.88,1,0,11.038,2.5954,1.2179,never_taker,0.072
5767,North,1937,4,0,8.85,47934.1,1,1,11.518,2.4266,-0.0256,complier,0.098
5768,South,1940,2,0,13.248,35086.31,0,1,12.411,2.2572,-0.8303,always_taker,0.062
5769,Central,1941,4,0,11.342,27798.0,1,0,10.09,2.3344,-1.3177,never_taker,0.062
5770,North,1942,2,0,11.23,41831.23,0,0,11.183,2.7176,0.9652,complier,0.088
5771,Central,1939,1,0,11.961,19725.21,0,0,9.489,2.2356,-0.8614,never_taker,0.062
5772,North,1934,3,1,11.102,52801.59,1,1,12.495,2.9,1.7361,always_taker,0.056
5773,North,1947,3,1,14.925,28523.88,1,1,12.012,2.569,0.2944,complier,0.082
5774,North,1933,2,1,9.627,50027.13,0,0,10.271,2.0595,-1.1246,complier,0.092
5775,Central,1940,2,1,8.75,32319.85,0,0,10.084,2.4175,1.2065,complier,0.092
5776,Central,1931,1,1,10.232,64830.98,0,1,12.788,2.9624,2.8878,always_taker,0.066
5777,Central,1947,2,0,13.246,30884.93,0,0,10.584,2.6268,0.0507,complier,0.088
5778,Central,1944,3,1,12.288,35892.83,1,1,11.368,2.3773,-0.7625,complier,0.082
5779,South,1936,3,0,16.117,64928.44,1,1,11.713,2.6421,-0.0469,complier,0.088
5780,South,1934,1,0,13.321,49804.7,0,0,10.914,2.6111,1.1885,complier,0.088
5781,Central,1935,3,1,13.314,50056.86,1,1,11.478,2.3697,-1.0518,complier,0.082
5782,Central,1939,2,1,12.503,43450.12,0,0,10.747,2.7371,1.1572,never_taker,0.056
5783,South,1937,1,0,13.831,60292.99,0,1,12.07,2.4326,-0.0907,always_taker,0.062
5784,South,1941,4,0,10.053,45639.85,1,0,10.154,2.1912,-2.0241,never_taker,0.072
5785,South,1937,2,0,11.642,28981.64,0,1,12.899,2.5206,0.7125,always_taker,0.062
5786,North,1934,4,1,11.107,58095.26,1,1,11.642,2.7907,0.2422,always_taker,0.056
5787,Coastal,1932,3,1,12.016,46270.29,1,1,12.129,2.7658,1.0564,complier,0.082
5788,Coastal,1946,2,0,12.697,52898.46,0,0,10.017,2.4323,-1.2939,complier,0.088
5789,Central,1945,3,1,10.502,18901.14,1,0,10.475,2.4158,0.4551,never_taker,0.066
5790,Coastal,1931,2,1,12.352,49165.31,0,0,10.867,2.6631,1.497,complier,0.082
5791,South,1931,2,0,10.569,51599.1,0,0,9.332,2.0915,-1.843,never_taker,0.072
5792,Central,1945,1,1,12.386,23170.82,0,0,10.264,2.3548,-0.0046,complier,0.082
5793,Central,1936,2,1,8.615,46124.08,0,0,10.489,2.5398,0.0388,complier,0.092
5794,South,1942,1,0,11.517,59500.55,0,0,10.847,2.7186,1.1076,complier,0.088
5795,Coastal,1934,2,0,13.984,59619.96,0,0,11.071,2.6537,0.782,complier,0.088
5796,North,1942,4,0,6.0,44602.48,1,0,10.168,2.3469,0.0542,never_taker,0.072
5797,Coastal,1932,3,1,12.571,59345.74,1,1,11.515,3.1139,2.703,complier,0.082
5798,North,1936,2,0,9.617,59282.31,0,1,11.728,2.6841,0.5697,always_taker,0.072
5799,Coastal,1944,2,1,12.141,60086.33,0,1,11.743,2.7786,0.5058,always_taker,0.056
5800,Central,1932,1,0,9.686,38900.47,0,0,10.466,2.5088,-0.4474,never_taker,0.072
5801,Coastal,1933,4,0,11.085,19941.88,1,1,11.971,2.5083,0.1693,complier,0.088
5802,South,1938,1,1,11.115,32531.4,0,0,10.042,2.2793,-0.925,never_taker,0.056
5803,South,1947,4,0,10.352,80101.33,1,1,11.386,2.3273,-1.2149,complier,0.098
5804,Central,1937,1,1,12.941,60844.1,0,1,13.039,2.9268,2.6316,always_taker,0.056
5805,Central,1947,1,1,14.251,27704.96,0,0,9.948,2.4176,0.3365,never_taker,0.056
5806,South,1941,1,0,12.983,51123.52,0,0,9.933,2.3979,-0.1296,complier,0.088
5807,North,1945,1,0,13.804,22254.45,0,0,10.677,2.5157,-0.2588,complier,0.088
5808,Central,1941,2,1,10.03,34952.39,0,0,9.898,2.4765,-0.8107,complier,0.092
5809,Central,1946,4,1,12.383,29703.06,1,0,10.1,2.271,-1.4928,never_taker,0.056
5810,Central,1941,2,1,13.166,55641.05,0,0,11.057,2.7544,1.1633,complier,0.082
5811,Central,1943,3,1,13.195,27220.66,1,1,12.902,2.6813,0.5033,always_taker,0.056
5812,Central,1939,3,0,14.568,23937.25,1,1,12.232,2.8973,2.0447,always_taker,0.062
5813,Central,1931,1,1,13.621,32902.1,0,1,12.122,2.7396,0.8983,always_taker,0.056
5814,Coastal,1932,1,0,9.259,40066.04,0,0,9.953,2.3099,0.0475,complier,0.098
5815,Central,1940,3,1,10.544,53842.39,1,0,10.461,2.537,1.428,never_taker,0.066
5816,Central,1938,2,0,10.327,51466.69,0,0,10.37,2.1444,-1.1394,never_taker,0.072
5817,South,1943,4,0,8.612,35015.86,1,1,11.082,2.508,0.1393,complier,0.098
5818,South,1935,1,1,12.106,39828.69,0,0,10.394,2.5406,0.0596,never_taker,0.056
5819,Coastal,1944,3,0,16.042,54332.71,1,1,12.497,2.6625,-0.0737,complier,0.088
5820,North,1943,1,0,11.11,30205.58,0,0,10.107,2.2303,-1.37,complier,0.088
5821,Central,1932,2,0,13.589,42540.63,0,0,10.969,2.4443,0.5147,never_taker,0.062
5822,South,1947,4,1,13.286,55171.22,1,1,12.159,2.795,0.4916,always_taker,0.056
5823,North,1931,3,0,7.204,45926.7,1,1,11.426,2.3727,0.0594,complier,0.098
5824,North,1938,4,1,10.637,45933.63,1,1,11.2,2.353,-1.1708,complier,0.092
5825,South,1936,2,1,9.679,39330.26,0,0,9.406,2.4659,-0.6918,complier,0.092
5826,South,1933,1,0,9.722,41820.42,0,0,9.896,2.1947,0.0391,complier,0.098
5827,Coastal,1947,1,0,10.812,56955.72,0,0,10.23,2.3954,-0.5116,complier,0.098
5828,North,1941,1,0,13.079,53892.66,0,1,12.127,2.816,1.2452,always_taker,0.062
5829,South,1935,1,0,13.95,32467.53,0,0,10.745,2.7923,1.8669,complier,0.088
5830,South,1942,2,1,12.001,41257.14,0,0,10.251,2.4635,0.195,complier,0.082
5831,Coastal,1941,2,0,10.637,40618.58,0,0,10.791,2.4424,0.3313,complier,0.098
5832,Coastal,1943,4,1,10.927,32189.19,1,1,11.736,2.3524,-0.2638,complier,0.092
5833,South,1943,3,1,8.297,47049.73,1,0,9.994,2.2486,-0.1739,never_taker,0.066
5834,Central,1943,1,0,12.484,26573.2,0,0,11.22,2.6342,1.1688,never_taker,0.062
5835,North,1940,2,0,11.165,35746.06,0,0,10.848,2.3526,0.0235,never_taker,0.062
5836,North,1941,2,1,14.904,39579.8,0,1,12.555,3.092,1.3654,always_taker,0.056
5837,South,1939,2,1,11.49,50495.84,0,0,10.889,2.4019,0.3977,complier,0.082
5838,South,1942,2,0,14.609,59247.46,0,0,11.22,3.0344,2.2267,complier,0.088
5839,Coastal,1933,4,1,14.524,38772.17,1,1,11.809,2.5456,-0.3626,complier,0.082
5840,South,1945,2,0,9.581,40936.55,0,0,10.954,2.618,0.1313,complier,0.098
5841,Coastal,1945,1,1,12.762,65871.47,0,0,11.007,2.6589,0.2259,never_taker,0.056
5842,Coastal,1941,4,1,11.107,16750.33,1,1,12.384,2.6131,0.5785,complier,0.082
5843,South,1941,3,0,12.365,29220.36,1,1,11.872,2.9815,1.4863,complier,0.088
5844,Coastal,1946,1,0,12.782,52076.56,0,0,10.527,2.5763,-0.0777,never_taker,0.062
5845,Central,1942,2,1,12.371,35302.2,0,0,10.65,2.4715,0.2703,complier,0.082
5846,South,1933,1,0,12.099,44741.84,0,0,11.053,2.6621,1.1708,never_taker,0.062
5847,South,1936,4,0,10.078,43454.13,1,0,9.982,2.306,-0.2375,never_taker,0.072
5848,Central,1931,2,1,11.557,31245.01,0,0,10.507,2.4131,0.6357,complier,0.082
5849,Coastal,1945,4,0,11.874,14308.73,1,1,12.321,2.6728,0.7736,complier,0.088
5850,North,1943,2,0,7.474,22857.7,0,0,9.7,2.1234,-1.0907,complier,0.098
5851,South,1930,2,1,16.05,36685.98,0,1,12.224,2.7826,0.6311,always_taker,0.056
5852,North,1944,3,0,9.872,38095.29,1,1,11.074,2.3697,-1.0821,complier,0.098
5853,Coastal,1936,2,1,14.099,41032.34,0,0,10.204,2.3322,-0.6872,complier,0.082
5854,Coastal,1933,3,1,10.959,41454.62,1,1,11.996,2.7417,1.0325,complier,0.092
5855,North,1938,4,1,10.104,28776.55,1,1,11.755,2.2159,-0.7749,complier,0.092
5856,Central,1942,3,0,9.197,33015.12,1,1,11.423,2.1831,-1.5384,always_taker,0.072
5857,Central,1939,3,1,12.18,25343.8,1,1,11.82,2.6036,0.3762,always_taker,0.056
5858,North,1935,1,1,10.477,38060.51,0,0,10.087,2.5247,-0.2851,complier,0.092
5859,North,1941,1,0,11.021,21378.2,0,0,9.705,2.2888,-0.7271,never_taker,0.062
5860,Coastal,1944,1,1,12.892,15641.48,0,0,10.764,2.5344,-0.3239,complier,0.082
5861,North,1942,1,0,11.289,48596.29,0,0,10.672,2.7106,0.729,complier,0.088
5862,Central,1936,2,0,10.762,49475.33,0,0,9.627,2.4271,-0.4994,never_taker,0.072
5863,South,1936,3,1,16.598,24139.15,1,1,12.181,3.0437,2.5369,always_taker,0.056
5864,Coastal,1939,3,1,13.942,53278.84,1,1,11.448,2.437,-1.6711,complier,0.082
5865,Coastal,1946,3,0,17.091,24875.21,1,1,12.847,2.8639,1.7788,complier,0.088
5866,North,1941,3,0,8.33,20681.43,1,0,9.913,2.1542,-1.1426,never_taker,0.072
5867,Coastal,1942,3,1,12.143,47588.28,1,0,10.535,2.4681,0.9545,never_taker,0.056
5868,Coastal,1938,1,0,13.29,46832.21,0,1,12.623,2.8113,1.3921,always_taker,0.062
5869,North,1932,1,0,13.262,52824.91,0,1,12.245,2.5603,0.9117,always_taker,0.062
5870,Coastal,1936,4,0,13.805,49461.89,1,1,12.125,2.8386,0.2353,complier,0.088
5871,Coastal,1947,2,1,9.506,49000.48,0,0,10.394,2.7328,1.0262,complier,0.092
5872,North,1936,2,0,12.938,38801.86,0,0,10.643,2.7298,1.2794,complier,0.088
5873,Coastal,1933,4,0,10.146,39303.68,1,1,11.771,2.6718,0.5459,complier,0.098
5874,Coastal,1939,3,0,10.817,35647.64,1,1,11.887,3.0552,2.1863,complier,0.098
5875,South,1946,4,1,15.289,50581.62,1,1,12.733,2.6928,0.9484,always_taker,0.056
5876,North,1938,3,1,15.575,44320.16,1,1,11.88,2.7444,0.1221,complier,0.082
5877,North,1933,1,0,15.124,24150.65,0,0,10.416,2.3275,-0.7112,complier,0.088
5878,Central,1935,4,0,8.293,44410.26,1,1,10.867,2.1119,-1.0117,complier,0.098
5879,North,1930,3,1,12.565,49516.02,1,1,12.12,2.6877,1.6895,always_taker,0.056
5880,Central,1941,1,0,11.074,37289.05,0,0,10.312,2.4671,-0.6197,never_taker,0.062
5881,Central,1936,2,0,6.365,37914.1,0,0,9.354,2.0705,-1.3282,never_taker,0.072
5882,South,1947,2,0,10.989,34403.57,0,0,9.544,2.1455,-1.4672,complier,0.098
5883,North,1944,3,0,8.913,54229.17,1,1,12.229,2.4146,-0.179,always_taker,0.072
5884,North,1931,4,1,13.242,54276.52,1,1,11.848,2.5969,-0.3926,complier,0.082
5885,South,1947,4,1,12.815,41451.09,1,1,12.286,2.5101,0.8623,complier,0.082
5886,Central,1933,2,0,12.996,38207.78,0,1,11.883,2.7008,1.2394,always_taker,0.062
5887,North,1936,4,1,9.338,49221.69,1,1,11.499,2.4092,-0.0016,complier,0.092
5888,South,1937,4,1,11.939,55287.92,1,1,12.343,2.8348,1.3298,always_taker,0.056
5889,South,1942,1,0,10.844,37546.38,0,1,11.658,2.6192,1.2971,always_taker,0.072
5890,North,1937,2,0,9.871,70396.35,0,0,9.842,2.3553,-1.6509,never_taker,0.072
5891,North,1936,2,1,15.133,27535.56,0,0,11.22,2.556,0.1685,complier,0.082
5892,North,1942,4,0,10.375,27443.81,1,0,10.601,2.2595,-0.9491,never_taker,0.072
5893,South,1947,1,0,12.482,45678.63,0,0,10.361,2.8618,1.8182,complier,0.088
5894,South,1934,3,1,12.041,60647.91,1,1,11.273,2.6789,-0.2418,complier,0.082
5895,South,1938,2,0,9.953,40319.19,0,0,10.611,2.4105,-0.1753,never_taker,0.072
5896,Central,1944,1,0,11.25,51597.66,0,0,9.967,2.5951,0.4912,complier,0.088
5897,Coastal,1940,1,0,9.42,39155.61,0,0,10.989,2.6418,1.3722,complier,0.098
5898,Central,1947,3,1,9.821,66070.43,1,1,11.561,2.3688,-0.3683,complier,0.092
5899,North,1939,1,1,10.751,26562.73,0,0,10.487,2.4246,-0.2531,complier,0.092
5900,Central,1937,4,0,7.1,61007.79,1,1,11.869,2.5355,0.3187,complier,0.098
5901,Coastal,1932,3,0,10.538,63560.42,1,1,12.143,2.5777,0.3159,complier,0.098
5902,Central,1939,4,1,13.699,33866.13,1,1,11.385,2.6011,-0.1985,complier,0.082
5903,Coastal,1942,3,0,11.761,36906.06,1,1,12.421,2.8086,1.3317,always_taker,0.062
5904,Central,1940,4,1,15.149,43732.12,1,1,12.799,2.718,1.3857,always_taker,0.056
5905,North,1935,3,0,12.922,49328.69,1,1,12.035,2.725,-0.7001,complier,0.088
5906,Central,1937,1,1,11.42,46962.67,0,0,10.106,2.6959,0.3154,complier,0.082
5907,South,1934,4,0,16.083,51528.01,1,1,13.234,3.1947,3.0918,always_taker,0.062
5908,Central,1936,4,0,15.247,73583.73,1,1,12.303,2.9276,0.5114,always_taker,0.062
5909,Central,1936,3,1,13.619,44688.01,1,1,12.489,2.6854,1.5008,always_taker,0.056
5910,Central,1939,1,0,13.409,55581.59,0,0,10.834,2.9753,1.6796,complier,0.088
5911,North,1932,2,1,13.216,40274.04,0,0,10.852,2.5563,0.3712,complier,0.082
5912,South,1937,2,0,11.465,46923.11,0,0,9.693,2.4601,-0.9714,complier,0.088
5913,South,1933,4,1,11.567,51181.62,1,0,10.466,2.6097,0.9819,never_taker,0.056
5914,South,1934,3,0,8.49,41133.82,1,0,10.19,2.4278,-0.0878,never_taker,0.072
5915,North,1936,1,1,8.321,69531.85,0,0,10.434,2.5138,-0.5637,complier,0.092
5916,Central,1938,2,0,10.777,45378.63,0,0,10.3,2.3739,0.2132,complier,0.098
5917,Coastal,1930,2,0,8.188,13296.65,0,1,10.95,2.4651,0.3055,always_taker,0.072
5918,Central,1935,1,1,13.187,47766.55,0,0,9.691,1.9234,-1.701,never_taker,0.056
5919,Central,1934,4,1,10.032,38779.8,1,1,11.5,2.2511,-0.9417,always_taker,0.066
5920,South,1939,2,0,8.686,42114.41,0,0,10.311,2.2872,-0.0809,never_taker,0.072
5921,Coastal,1935,4,0,10.92,33155.73,1,1,12.481,2.4797,0.072,always_taker,0.072
5922,North,1933,2,1,13.46,34340.91,0,0,9.836,2.3627,-0.9038,never_taker,0.056
5923,North,1944,1,1,12.221,52587.0,0,0,10.982,2.4479,-0.6067,never_taker,0.056
5924,South,1940,4,0,15.545,33474.13,1,1,11.418,2.4334,-1.0857,complier,0.088
5925,Central,1939,4,0,14.354,34467.6,1,1,12.396,2.8644,1.7035,always_taker,0.062
5926,South,1940,4,1,8.581,12000.0,1,0,10.124,2.7098,2.4993,never_taker,0.066
5927,North,1941,1,0,8.079,46520.61,0,1,11.724,2.5516,-0.1591,always_taker,0.072
5928,North,1944,1,0,11.55,43000.48,0,0,10.443,2.5489,0.0158,never_taker,0.062
5929,Central,1946,3,0,7.78,41019.9,1,1,10.921,2.4366,-0.5034,complier,0.098
5930,Coastal,1933,4,1,9.815,35650.72,1,1,12.433,3.0311,2.516,complier,0.092
5931,Central,1931,4,0,13.552,56077.87,1,0,9.795,2.287,-1.0061,never_taker,0.062
5932,Central,1935,1,0,15.315,39815.02,0,1,13.214,2.8658,1.32,always_taker,0.062
5933,Coastal,1930,4,0,15.743,33470.79,1,1,12.904,3.2519,1.7712,always_taker,0.062
5934,Central,1940,3,1,13.365,45762.22,1,1,12.423,2.8999,1.5004,always_taker,0.056
5935,Central,1935,2,1,15.511,35269.64,0,0,10.671,2.4892,-0.2629,complier,0.082
5936,Coastal,1936,3,1,9.952,38852.3,1,1,11.7,2.601,-0.1674,complier,0.092
5937,South,1945,2,0,8.994,28421.06,0,0,10.038,2.7683,1.8899,complier,0.098
5938,Central,1945,1,0,10.949,56844.84,0,0,10.698,2.2935,-0.845,complier,0.098
5939,South,1932,3,0,14.061,39829.64,1,1,11.921,2.6798,1.0379,always_taker,0.062
5940,Coastal,1937,3,1,12.663,52327.42,1,0,10.298,2.5567,-0.2335,never_taker,0.056
5941,Central,1947,2,0,10.851,12283.04,0,0,10.921,2.5762,0.6265,complier,0.098
5942,South,1937,1,1,12.286,45488.29,0,0,11.106,2.4819,1.2528,complier,0.082
5943,Central,1937,2,0,14.564,53591.6,0,1,12.794,2.6925,1.2371,always_taker,0.062
5944,Central,1936,2,1,17.092,46973.59,0,0,9.998,2.3169,-0.8047,complier,0.082
5945,Coastal,1934,1,0,10.266,55675.61,0,0,9.878,2.4628,0.2967,never_taker,0.072
5946,Central,1947,4,1,9.926,24733.66,1,1,11.91,2.3674,-0.247,complier,0.092
5947,Central,1944,1,1,10.208,34541.25,0,0,10.273,2.4783,0.3575,complier,0.092
5948,Central,1932,4,0,11.551,27858.07,1,1,11.865,2.5773,0.243,complier,0.088
5949,North,1937,1,0,12.653,63966.47,0,0,10.248,2.7865,0.4198,never_taker,0.062
5950,South,1935,4,1,14.138,77534.08,1,1,11.884,2.6382,0.2225,complier,0.082
5951,Central,1941,1,1,12.187,37206.97,0,1,12.206,2.7525,1.3524,always_taker,0.056
5952,Coastal,1947,4,0,9.957,30091.54,1,0,10.732,2.4179,0.9466,never_taker,0.072
5953,South,1941,1,1,11.258,35482.11,0,0,10.847,2.4047,0.5921,never_taker,0.056
