worker_id,arm,treated,information_content,planning_support,salience_boost,baseline_belief,post_belief,baseline_applications,applications_week1,search_plan_score,search_cost_index,prior_duration_weeks,exit_by_week4,observed_duration_weeks,censored_at_week8
search-worker-715,belief_planning,1,1.0,1.0,0.65,0.384,0.546,3.35,6.62,65.9,0.32,6,1,3,0
search-worker-716,control,0,0.0,0.0,0.0,0.402,0.401,3.8,4.0,43.23,0.355,7,1,1,0
search-worker-717,belief_info,1,1.0,0.2,0.35,0.402,0.532,3.8,5.82,54.73,0.355,7,0,5,0
search-worker-718,planning_prompt,1,0.25,1.0,0.45,0.402,0.476,3.8,6.09,59.9,0.355,7,1,2,0
search-worker-719,belief_planning,1,1.0,1.0,0.65,0.402,0.567,3.8,7.19,66.32,0.355,7,1,1,0
search-worker-720,control,0,0.0,0.0,0.0,0.24,0.23,2.0,1.73,40.05,0.39,2,1,4,0
search-worker-721,belief_info,1,1.0,0.2,0.35,0.24,0.361,2.0,3.54,51.55,0.39,2,1,2,0
search-worker-722,planning_prompt,1,0.25,1.0,0.45,0.24,0.305,2.0,3.82,56.72,0.39,2,0,6,0
search-worker-723,belief_planning,1,1.0,1.0,0.65,0.24,0.397,2.0,4.92,63.15,0.39,2,1,3,0
search-worker-724,control,0,0.0,0.0,0.0,0.258,0.251,2.45,2.3,40.48,0.425,3,1,1,0
search-worker-725,belief_info,1,1.0,0.2,0.35,0.258,0.382,2.45,4.12,51.98,0.425,3,0,5,0
search-worker-726,planning_prompt,1,0.25,1.0,0.45,0.258,0.326,2.45,4.39,57.15,0.425,3,1,3,0
search-worker-727,belief_planning,1,1.0,1.0,0.65,0.258,0.418,2.45,5.5,63.57,0.425,3,1,1,0
search-worker-728,control,0,0.0,0.0,0.0,0.276,0.272,2.9,2.88,40.9,0.46,4,1,4,0
search-worker-729,belief_info,1,1.0,0.2,0.35,0.276,0.403,2.9,4.7,52.4,0.46,4,1,2,0
search-worker-730,planning_prompt,1,0.25,1.0,0.45,0.276,0.347,2.9,4.97,57.58,0.46,4,0,6,0
search-worker-731,belief_planning,1,1.0,1.0,0.65,0.276,0.439,2.9,6.07,64.0,0.46,4,1,4,0
search-worker-732,control,0,0.0,0.0,0.0,0.294,0.282,3.35,3.45,41.32,0.495,5,1,1,0
search-worker-733,belief_info,1,1.0,0.2,0.35,0.294,0.412,3.35,5.27,52.82,0.495,5,0,5,0
search-worker-734,planning_prompt,1,0.25,1.0,0.45,0.294,0.357,3.35,5.54,58.0,0.495,5,1,3,0
search-worker-735,belief_planning,1,1.0,1.0,0.65,0.294,0.448,3.35,6.65,64.42,0.495,5,1,1,0
search-worker-736,control,0,0.0,0.0,0.0,0.312,0.31,3.8,3.62,43.15,0.25,6,1,4,0
search-worker-737,belief_info,1,1.0,0.2,0.35,0.312,0.441,3.8,5.44,54.65,0.25,6,1,2,0
search-worker-738,planning_prompt,1,0.25,1.0,0.45,0.312,0.385,3.8,5.71,59.82,0.25,6,0,6,0
search-worker-739,belief_planning,1,1.0,1.0,0.65,0.312,0.476,3.8,6.82,66.25,0.25,6,1,4,0
search-worker-740,control,0,0.0,0.0,0.0,0.33,0.331,2.0,1.95,43.58,0.285,7,1,2,0
search-worker-741,belief_info,1,1.0,0.2,0.35,0.33,0.462,2.0,3.77,55.08,0.285,7,0,5,0
search-worker-742,planning_prompt,1,0.25,1.0,0.45,0.33,0.406,2.0,4.04,60.25,0.285,7,1,3,0
search-worker-743,belief_planning,1,1.0,1.0,0.65,0.33,0.497,2.0,5.14,66.67,0.285,7,1,1,0
search-worker-744,control,0,0.0,0.0,0.0,0.348,0.34,2.45,2.53,40.4,0.32,2,0,5,0
search-worker-745,belief_info,1,1.0,0.2,0.35,0.348,0.471,2.45,4.34,51.9,0.32,2,1,3,0
search-worker-746,planning_prompt,1,0.25,1.0,0.45,0.348,0.415,2.45,4.62,57.07,0.32,2,1,1,0
search-worker-747,belief_planning,1,1.0,1.0,0.65,0.348,0.506,2.45,5.72,63.5,0.32,2,1,4,0
search-worker-748,control,0,0.0,0.0,0.0,0.366,0.361,2.9,3.1,40.83,0.355,3,1,2,0
search-worker-749,belief_info,1,1.0,0.2,0.35,0.366,0.492,2.9,4.92,52.33,0.355,3,0,6,0
search-worker-750,planning_prompt,1,0.25,1.0,0.45,0.366,0.436,2.9,5.19,57.5,0.355,3,1,3,0
search-worker-751,belief_planning,1,1.0,1.0,0.65,0.366,0.527,2.9,6.29,63.92,0.355,3,1,1,0
search-worker-752,control,0,0.0,0.0,0.0,0.384,0.382,3.35,3.08,41.25,0.39,4,0,5,0
search-worker-753,belief_info,1,1.0,0.2,0.35,0.384,0.513,3.35,4.89,52.75,0.39,4,1,3,0
search-worker-754,planning_prompt,1,0.25,1.0,0.45,0.384,0.457,3.35,5.17,57.92,0.39,4,1,1,0
search-worker-755,belief_planning,1,1.0,1.0,0.65,0.384,0.548,3.35,6.27,64.35,0.39,4,1,4,0
search-worker-756,control,0,0.0,0.0,0.0,0.402,0.391,3.8,3.65,41.67,0.425,5,1,2,0
search-worker-757,belief_info,1,1.0,0.2,0.35,0.402,0.522,3.8,5.47,53.17,0.425,5,0,6,0
search-worker-758,planning_prompt,1,0.25,1.0,0.45,0.402,0.466,3.8,5.74,58.35,0.425,5,1,4,0
search-worker-759,belief_planning,1,1.0,1.0,0.65,0.402,0.558,3.8,6.85,64.77,0.425,5,1,1,0
search-worker-760,control,0,0.0,0.0,0.0,0.24,0.232,2.0,1.98,42.1,0.46,6,0,5,0
search-worker-761,belief_info,1,1.0,0.2,0.35,0.24,0.363,2.0,3.8,53.6,0.46,6,1,3,0
search-worker-762,planning_prompt,1,0.25,1.0,0.45,0.24,0.307,2.0,4.07,58.77,0.46,6,1,1,0
search-worker-763,belief_planning,1,1.0,1.0,0.65,0.24,0.399,2.0,5.17,65.2,0.46,6,0,5,0
search-worker-764,control,0,0.0,0.0,0.0,0.258,0.254,2.45,2.55,42.52,0.495,7,1,2,0
search-worker-765,belief_info,1,1.0,0.2,0.35,0.258,0.384,2.45,4.37,54.02,0.495,7,0,6,0
search-worker-766,planning_prompt,1,0.25,1.0,0.45,0.258,0.329,2.45,4.64,59.2,0.495,7,1,4,0
search-worker-767,belief_planning,1,1.0,1.0,0.65,0.258,0.42,2.45,5.75,65.62,0.495,7,1,2,0
search-worker-768,control,0,0.0,0.0,0.0,0.276,0.27,2.9,2.73,40.75,0.25,2,0,5,0
search-worker-769,belief_info,1,1.0,0.2,0.35,0.276,0.4,2.9,4.54,52.25,0.25,2,1,3,0
search-worker-770,planning_prompt,1,0.25,1.0,0.45,0.276,0.345,2.9,4.81,57.42,0.25,2,1,1,0
search-worker-771,belief_planning,1,1.0,1.0,0.65,0.276,0.436,2.9,5.92,63.85,0.25,2,0,5,0
search-worker-772,control,0,0.0,0.0,0.0,0.294,0.291,3.35,3.3,41.18,0.285,3,1,3,0
search-worker-773,belief_info,1,1.0,0.2,0.35,0.294,0.422,3.35,5.12,52.68,0.285,3,1,1,0
search-worker-774,planning_prompt,1,0.25,1.0,0.45,0.294,0.366,3.35,5.39,57.85,0.285,3,1,4,0
search-worker-775,belief_planning,1,1.0,1.0,0.65,0.294,0.457,3.35,6.49,64.27,0.285,3,1,2,0
search-worker-776,control,0,0.0,0.0,0.0,0.312,0.312,3.8,3.88,41.6,0.32,4,0,6,0
search-worker-777,belief_info,1,1.0,0.2,0.35,0.312,0.443,3.8,5.69,53.1,0.32,4,1,3,0
search-worker-778,planning_prompt,1,0.25,1.0,0.45,0.312,0.387,3.8,5.97,58.27,0.32,4,1,1,0
search-worker-779,belief_planning,1,1.0,1.0,0.65,0.312,0.478,3.8,7.07,64.7,0.32,4,0,5,0
search-worker-780,control,0,0.0,0.0,0.0,0.33,0.321,2.0,2.2,42.02,0.355,5,1,3,0
search-worker-781,belief_info,1,1.0,0.2,0.35,0.33,0.452,2.0,4.02,53.52,0.355,5,1,1,0
search-worker-782,planning_prompt,1,0.25,1.0,0.45,0.33,0.396,2.0,4.29,58.7,0.355,5,1,4,0
search-worker-783,belief_planning,1,1.0,1.0,0.65,0.33,0.487,2.0,5.39,65.12,0.355,5,1,2,0
search-worker-784,control,0,0.0,0.0,0.0,0.348,0.342,2.45,2.18,42.45,0.39,6,0,6,0
search-worker-785,belief_info,1,1.0,0.2,0.35,0.348,0.473,2.45,3.99,53.95,0.39,6,1,4,0
search-worker-786,planning_prompt,1,0.25,1.0,0.45,0.348,0.417,2.45,4.27,59.12,0.39,6,1,2,0
search-worker-787,belief_planning,1,1.0,1.0,0.65,0.348,0.508,2.45,5.37,65.55,0.39,6,0,5,0
search-worker-788,control,0,0.0,0.0,0.0,0.366,0.363,2.9,2.75,42.88,0.425,7,1,3,0
search-worker-789,belief_info,1,1.0,0.2,0.35,0.366,0.494,2.9,4.57,54.38,0.425,7,1,1,0
search-worker-790,planning_prompt,1,0.25,1.0,0.45,0.366,0.438,2.9,4.84,59.55,0.425,7,0,5,0
search-worker-791,belief_planning,1,1.0,1.0,0.65,0.366,0.53,2.9,5.95,65.97,0.425,7,1,2,0
search-worker-792,control,0,0.0,0.0,0.0,0.384,0.372,3.35,3.33,39.7,0.46,2,0,6,0
search-worker-793,belief_info,1,1.0,0.2,0.35,0.384,0.503,3.35,5.15,51.2,0.46,2,1,4,0
search-worker-794,planning_prompt,1,0.25,1.0,0.45,0.384,0.447,3.35,5.42,56.38,0.46,2,1,2,0
search-worker-795,belief_planning,1,1.0,1.0,0.65,0.384,0.539,3.35,6.52,62.8,0.46,2,0,5,0
search-worker-796,control,0,0.0,0.0,0.0,0.402,0.394,3.8,3.9,40.12,0.495,3,1,3,0
search-worker-797,belief_info,1,1.0,0.2,0.35,0.402,0.524,3.8,5.72,51.62,0.495,3,1,1,0
search-worker-798,planning_prompt,1,0.25,1.0,0.45,0.402,0.469,3.8,5.99,56.8,0.495,3,0,5,0
search-worker-799,belief_planning,1,1.0,1.0,0.65,0.402,0.56,3.8,7.1,63.22,0.495,3,1,3,0
