worker_id,arm,treated,salience,simplification,assistance,trust_support,expected_credit,baseline_awareness,post_awareness,baseline_trust,admin_burden,work_constraint,perceived_value,procedural_cost,net_perceived_gain,application_started,application_completed,claimed_by_deadline,weeks_to_claim,filing_accuracy,earnings_response_index
takeup-worker-0502,simplified_form,1,0.25,0.8,0.0,0.0,560,0.272,0.405,0.355,0.78,0.232,424.58,199.55,225.03,1,0,0,6,0.701,0.271
takeup-worker-0503,assistance,1,0.25,0.0,0.85,0.35,560,0.272,0.415,0.355,0.78,0.232,427.66,184.55,243.11,0,0,0,6,0.691,0.274
takeup-worker-0504,full_support,1,0.8,0.8,0.75,0.45,560,0.272,0.606,0.355,0.78,0.232,486.49,111.3,375.19,0,0,0,6,0.797,0.335
takeup-worker-0505,control,0,0.0,0.0,0.0,0.0,595,0.3,0.295,0.39,0.745,0.264,417.17,263.02,154.14,0,0,0,6,0.6,0.237
takeup-worker-0506,salience_notice,1,0.75,0.0,0.0,0.1,595,0.3,0.436,0.39,0.745,0.264,463.31,232.27,231.03,0,0,0,6,0.625,0.282
takeup-worker-0507,simplified_form,1,0.25,0.8,0.0,0.0,595,0.3,0.436,0.39,0.745,0.264,463.31,198.27,265.03,1,1,1,4,0.705,0.362
takeup-worker-0508,assistance,1,0.25,0.0,0.85,0.35,595,0.3,0.446,0.39,0.745,0.264,466.58,183.27,283.3,1,1,1,1,0.695,0.365
takeup-worker-0509,full_support,1,0.8,0.8,0.75,0.45,595,0.3,0.637,0.39,0.745,0.264,529.08,110.02,419.06,0,0,0,6,0.801,0.347
takeup-worker-0510,control,0,0.0,0.0,0.0,0.0,630,0.328,0.326,0.425,0.71,0.296,454.61,261.75,192.86,1,0,0,6,0.604,0.249
takeup-worker-0511,salience_notice,1,0.75,0.0,0.0,0.1,630,0.328,0.467,0.425,0.71,0.296,503.47,231.0,272.47,0,0,0,6,0.629,0.294
takeup-worker-0512,simplified_form,1,0.25,0.8,0.0,0.0,630,0.328,0.467,0.425,0.71,0.296,503.47,197.0,306.47,0,0,0,6,0.709,0.294
takeup-worker-0513,assistance,1,0.25,0.0,0.85,0.35,630,0.328,0.477,0.425,0.71,0.296,506.93,182.0,324.93,1,1,1,2,0.699,0.377
takeup-worker-0514,full_support,1,0.8,0.8,0.75,0.45,630,0.328,0.668,0.425,0.71,0.296,573.11,108.75,464.36,1,1,1,1,0.805,0.438
takeup-worker-0515,control,0,0.0,0.0,0.0,0.0,665,0.356,0.357,0.46,0.675,0.328,493.49,260.48,233.01,1,0,0,6,0.608,0.26
takeup-worker-0516,salience_notice,1,0.75,0.0,0.0,0.1,665,0.356,0.498,0.46,0.675,0.328,545.06,229.73,315.33,1,1,1,2,0.633,0.385
takeup-worker-0517,simplified_form,1,0.25,0.8,0.0,0.0,665,0.356,0.498,0.46,0.675,0.328,545.06,195.73,349.33,0,0,0,6,0.713,0.305
takeup-worker-0518,assistance,1,0.25,0.0,0.85,0.35,665,0.356,0.508,0.46,0.675,0.328,548.72,180.73,367.99,1,1,1,3,0.703,0.389
takeup-worker-0519,full_support,1,0.8,0.8,0.75,0.45,665,0.356,0.699,0.46,0.675,0.328,618.57,107.48,511.1,1,1,1,1,0.809,0.45
takeup-worker-0520,control,0,0.0,0.0,0.0,0.0,700,0.384,0.371,0.495,0.64,0.36,527.64,259.2,268.44,0,0,0,6,0.609,0.267
takeup-worker-0521,salience_notice,1,0.75,0.0,0.0,0.1,700,0.384,0.512,0.495,0.64,0.36,581.92,228.45,353.47,1,0,0,6,0.634,0.312
takeup-worker-0522,simplified_form,1,0.25,0.8,0.0,0.0,700,0.384,0.512,0.495,0.64,0.36,581.92,194.45,387.47,0,0,0,6,0.714,0.312
takeup-worker-0523,assistance,1,0.25,0.0,0.85,0.35,700,0.384,0.522,0.495,0.64,0.36,585.77,179.45,406.32,1,1,1,4,0.704,0.395
takeup-worker-0524,full_support,1,0.8,0.8,0.75,0.45,700,0.384,0.713,0.495,0.64,0.36,659.31,106.2,553.11,1,1,1,2,0.81,0.456
takeup-worker-0525,control,0,0.0,0.0,0.0,0.0,735,0.412,0.402,0.53,0.605,0.392,569.08,257.93,311.15,0,0,0,6,0.613,0.278
takeup-worker-0526,salience_notice,1,0.75,0.0,0.0,0.1,735,0.412,0.543,0.53,0.605,0.392,626.08,227.18,398.9,1,0,0,6,0.638,0.324
takeup-worker-0527,simplified_form,1,0.25,0.8,0.0,0.0,735,0.412,0.543,0.53,0.605,0.392,626.08,193.18,432.9,1,1,1,1,0.718,0.404
takeup-worker-0528,assistance,1,0.25,0.0,0.85,0.35,735,0.412,0.553,0.53,0.605,0.392,630.12,178.18,451.94,0,0,0,6,0.708,0.327
takeup-worker-0529,full_support,1,0.8,0.8,0.75,0.45,735,0.412,0.744,0.53,0.605,0.392,707.33,104.93,602.41,1,1,1,3,0.814,0.468
takeup-worker-0530,control,0,0.0,0.0,0.0,0.0,770,0.44,0.433,0.565,0.57,0.424,611.95,256.65,355.3,0,0,0,6,0.617,0.29
takeup-worker-0531,salience_notice,1,0.75,0.0,0.0,0.1,770,0.44,0.574,0.565,0.57,0.424,671.66,225.9,445.76,0,0,0,6,0.642,0.335
takeup-worker-0532,simplified_form,1,0.25,0.8,0.0,0.0,770,0.44,0.574,0.565,0.57,0.424,671.66,191.9,479.76,1,1,1,2,0.722,0.415
takeup-worker-0533,assistance,1,0.25,0.0,0.85,0.35,770,0.44,0.584,0.565,0.57,0.424,675.9,176.9,499.0,1,1,1,1,0.712,0.418
takeup-worker-0534,full_support,1,0.8,0.8,0.75,0.45,770,0.44,0.775,0.565,0.57,0.424,756.79,103.65,653.14,1,1,1,4,0.818,0.48
takeup-worker-0535,control,0,0.0,0.0,0.0,0.0,805,0.468,0.464,0.6,0.535,0.456,656.25,255.38,400.88,1,1,1,2,0.621,0.382
takeup-worker-0536,salience_notice,1,0.75,0.0,0.0,0.1,805,0.468,0.605,0.6,0.535,0.456,718.68,224.62,494.06,0,0,0,6,0.646,0.347
takeup-worker-0537,simplified_form,1,0.25,0.8,0.0,0.0,805,0.468,0.605,0.6,0.535,0.456,718.68,190.62,528.06,1,1,1,3,0.726,0.427
takeup-worker-0538,assistance,1,0.25,0.0,0.85,0.35,805,0.468,0.615,0.6,0.535,0.456,723.11,175.62,547.48,1,1,1,1,0.716,0.43
takeup-worker-0539,full_support,1,0.8,0.8,0.75,0.45,805,0.468,0.806,0.6,0.535,0.456,807.67,102.38,705.3,1,1,1,1,0.822,0.491
takeup-worker-0540,control,0,0.0,0.0,0.0,0.0,840,0.16,0.143,0.32,0.5,0.488,512.91,254.1,258.81,1,0,0,6,0.561,0.201
takeup-worker-0541,salience_notice,1,0.75,0.0,0.0,0.1,840,0.16,0.284,0.32,0.5,0.488,578.05,223.35,354.7,0,0,0,6,0.587,0.246
takeup-worker-0542,simplified_form,1,0.25,0.8,0.0,0.0,840,0.16,0.284,0.32,0.5,0.488,578.05,189.35,388.7,1,1,1,4,0.667,0.326
takeup-worker-0543,assistance,1,0.25,0.0,0.85,0.35,840,0.16,0.294,0.32,0.5,0.488,582.67,174.35,408.32,1,1,1,2,0.657,0.329
takeup-worker-0544,full_support,1,0.8,0.8,0.75,0.45,840,0.16,0.485,0.32,0.5,0.488,670.91,101.1,569.81,1,1,1,1,0.763,0.39
takeup-worker-0545,control,0,0.0,0.0,0.0,0.0,875,0.188,0.174,0.355,0.465,0.52,552.2,252.82,299.38,1,0,0,6,0.565,0.212
takeup-worker-0546,salience_notice,1,0.75,0.0,0.0,0.1,875,0.188,0.315,0.355,0.465,0.52,620.06,222.07,397.99,1,1,1,1,0.591,0.337
takeup-worker-0547,simplified_form,1,0.25,0.8,0.0,0.0,875,0.188,0.315,0.355,0.465,0.52,620.06,188.07,431.98,0,0,0,6,0.671,0.257
takeup-worker-0548,assistance,1,0.25,0.0,0.85,0.35,875,0.188,0.325,0.355,0.465,0.52,624.87,173.07,451.8,1,1,1,3,0.66,0.341
takeup-worker-0549,full_support,1,0.8,0.8,0.75,0.45,875,0.188,0.516,0.355,0.465,0.52,716.79,99.82,616.97,1,1,1,1,0.767,0.402
takeup-worker-0550,control,0,0.0,0.0,0.0,0.0,910,0.216,0.217,0.39,0.78,0.2,599.1,261.9,337.2,1,1,1,4,0.589,0.29
takeup-worker-0551,salience_notice,1,0.75,0.0,0.0,0.1,910,0.216,0.358,0.39,0.78,0.2,669.67,231.15,438.52,1,1,1,2,0.614,0.336
takeup-worker-0552,simplified_form,1,0.25,0.8,0.0,0.0,910,0.216,0.358,0.39,0.78,0.2,669.67,197.15,472.52,0,0,0,6,0.694,0.256
takeup-worker-0553,assistance,1,0.25,0.0,0.85,0.35,910,0.216,0.368,0.39,0.78,0.2,674.67,182.15,492.52,1,1,1,4,0.684,0.339
takeup-worker-0554,full_support,1,0.8,0.8,0.75,0.45,910,0.216,0.559,0.39,0.78,0.2,770.27,108.9,661.37,1,1,1,1,0.791,0.4
takeup-worker-0555,control,0,0.0,0.0,0.0,0.0,945,0.244,0.248,0.425,0.745,0.232,641.5,260.62,380.87,0,0,0,6,0.593,0.222
takeup-worker-0556,salience_notice,1,0.75,0.0,0.0,0.1,945,0.244,0.389,0.425,0.745,0.232,714.78,229.88,484.91,1,0,0,6,0.618,0.267
takeup-worker-0557,simplified_form,1,0.25,0.8,0.0,0.0,945,0.244,0.389,0.425,0.745,0.232,714.78,195.88,518.91,1,1,1,1,0.698,0.347
takeup-worker-0558,assistance,1,0.25,0.0,0.85,0.35,945,0.244,0.399,0.425,0.745,0.232,719.98,180.88,539.11,0,0,0,6,0.688,0.27
takeup-worker-0559,full_support,1,0.8,0.8,0.75,0.45,945,0.244,0.59,0.425,0.745,0.232,819.25,107.62,711.63,1,1,1,2,0.795,0.412
takeup-worker-0560,control,0,0.0,0.0,0.0,0.0,420,0.272,0.263,0.46,0.71,0.264,290.02,259.35,30.67,0,0,0,6,0.594,0.229
takeup-worker-0561,salience_notice,1,0.75,0.0,0.0,0.1,420,0.272,0.404,0.46,0.71,0.264,322.59,228.6,93.99,1,0,0,6,0.619,0.274
takeup-worker-0562,simplified_form,1,0.25,0.8,0.0,0.0,420,0.272,0.404,0.46,0.71,0.264,322.59,194.6,127.99,0,0,0,6,0.699,0.274
takeup-worker-0563,assistance,1,0.25,0.0,0.85,0.35,420,0.272,0.414,0.46,0.71,0.264,324.9,179.6,145.3,0,0,0,6,0.689,0.277
takeup-worker-0564,full_support,1,0.8,0.8,0.75,0.45,420,0.272,0.605,0.46,0.71,0.264,369.02,106.35,262.67,1,1,1,3,0.796,0.418
takeup-worker-0565,control,0,0.0,0.0,0.0,0.0,455,0.3,0.294,0.495,0.675,0.296,323.51,258.07,65.43,0,0,0,6,0.598,0.24
takeup-worker-0566,salience_notice,1,0.75,0.0,0.0,0.1,455,0.3,0.435,0.495,0.675,0.296,358.79,227.32,131.47,0,0,0,6,0.623,0.285
takeup-worker-0567,simplified_form,1,0.25,0.8,0.0,0.0,455,0.3,0.435,0.495,0.675,0.296,358.79,193.32,165.47,1,0,0,6,0.703,0.285
takeup-worker-0568,assistance,1,0.25,0.0,0.85,0.35,455,0.3,0.445,0.495,0.675,0.296,361.29,178.32,182.97,0,0,0,6,0.693,0.289
takeup-worker-0569,full_support,1,0.8,0.8,0.75,0.45,455,0.3,0.636,0.495,0.675,0.296,409.09,105.07,304.02,1,1,1,4,0.8,0.43
takeup-worker-0570,control,0,0.0,0.0,0.0,0.0,490,0.328,0.325,0.53,0.64,0.328,358.43,256.8,101.63,0,0,0,6,0.602,0.252
takeup-worker-0571,salience_notice,1,0.75,0.0,0.0,0.1,490,0.328,0.466,0.53,0.64,0.328,396.43,226.05,170.38,0,0,0,6,0.627,0.297
takeup-worker-0572,simplified_form,1,0.25,0.8,0.0,0.0,490,0.328,0.466,0.53,0.64,0.328,396.43,192.05,204.38,1,0,0,6,0.707,0.297
takeup-worker-0573,assistance,1,0.25,0.0,0.85,0.35,490,0.328,0.476,0.53,0.64,0.328,399.12,177.05,222.07,0,0,0,6,0.697,0.3
takeup-worker-0574,full_support,1,0.8,0.8,0.75,0.45,490,0.328,0.667,0.53,0.64,0.328,450.6,103.8,346.8,0,0,0,6,0.804,0.361
takeup-worker-0575,control,0,0.0,0.0,0.0,0.0,525,0.356,0.355,0.565,0.605,0.36,394.78,255.53,139.26,1,0,0,6,0.606,0.263
takeup-worker-0576,salience_notice,1,0.75,0.0,0.0,0.1,525,0.356,0.496,0.565,0.605,0.36,435.5,224.78,210.72,0,0,0,6,0.631,0.309
takeup-worker-0577,simplified_form,1,0.25,0.8,0.0,0.0,525,0.356,0.496,0.565,0.605,0.36,435.5,190.78,244.72,1,1,1,4,0.711,0.389
takeup-worker-0578,assistance,1,0.25,0.0,0.85,0.35,525,0.356,0.506,0.565,0.605,0.36,438.39,175.78,262.61,1,1,1,2,0.701,0.392
takeup-worker-0579,full_support,1,0.8,0.8,0.75,0.45,525,0.356,0.697,0.565,0.605,0.36,493.54,102.53,391.01,1,1,1,1,0.808,0.453
takeup-worker-0580,control,0,0.0,0.0,0.0,0.0,560,0.384,0.37,0.6,0.57,0.392,427.65,254.25,173.4,1,0,0,6,0.607,0.27
takeup-worker-0581,salience_notice,1,0.75,0.0,0.0,0.1,560,0.384,0.511,0.6,0.57,0.392,471.07,223.5,247.57,1,1,1,1,0.632,0.395
takeup-worker-0582,simplified_form,1,0.25,0.8,0.0,0.0,560,0.384,0.511,0.6,0.57,0.392,471.07,189.5,281.57,0,0,0,6,0.712,0.315
takeup-worker-0583,assistance,1,0.25,0.0,0.85,0.35,560,0.384,0.521,0.6,0.57,0.392,474.15,174.5,299.65,1,0,0,6,0.702,0.318
takeup-worker-0584,full_support,1,0.8,0.8,0.75,0.45,560,0.384,0.712,0.6,0.57,0.392,532.98,101.25,431.73,1,1,1,1,0.809,0.459
takeup-worker-0585,control,0,0.0,0.0,0.0,0.0,595,0.412,0.401,0.32,0.535,0.424,447.82,252.98,194.84,0,0,0,6,0.611,0.282
takeup-worker-0586,salience_notice,1,0.75,0.0,0.0,0.1,595,0.412,0.542,0.32,0.535,0.424,493.96,222.23,271.74,1,1,1,2,0.636,0.407
takeup-worker-0587,simplified_form,1,0.25,0.8,0.0,0.0,595,0.412,0.542,0.32,0.535,0.424,493.96,188.23,305.74,0,0,0,6,0.716,0.327
takeup-worker-0588,assistance,1,0.25,0.0,0.85,0.35,595,0.412,0.552,0.32,0.535,0.424,497.23,173.23,324.01,1,1,1,4,0.706,0.41
takeup-worker-0589,full_support,1,0.8,0.8,0.75,0.45,595,0.412,0.743,0.32,0.535,0.424,559.74,99.98,459.76,1,1,1,2,0.813,0.471
takeup-worker-0590,control,0,0.0,0.0,0.0,0.0,630,0.44,0.432,0.355,0.5,0.456,487.07,251.7,235.37,0,0,0,6,0.615,0.293
takeup-worker-0591,salience_notice,1,0.75,0.0,0.0,0.1,630,0.44,0.573,0.355,0.5,0.456,535.92,220.95,314.97,1,0,0,6,0.64,0.338
takeup-worker-0592,simplified_form,1,0.25,0.8,0.0,0.0,630,0.44,0.573,0.355,0.5,0.456,535.92,186.95,348.97,1,1,1,1,0.72,0.418
takeup-worker-0593,assistance,1,0.25,0.0,0.85,0.35,630,0.44,0.583,0.355,0.5,0.456,539.39,171.95,367.44,0,0,0,6,0.71,0.342
takeup-worker-0594,full_support,1,0.8,0.8,0.75,0.45,630,0.44,0.774,0.355,0.5,0.456,605.57,98.7,506.87,1,1,1,3,0.817,0.483
takeup-worker-0595,control,0,0.0,0.0,0.0,0.0,665,0.468,0.463,0.39,0.465,0.488,527.75,250.42,277.32,0,0,0,6,0.619,0.305
takeup-worker-0596,salience_notice,1,0.75,0.0,0.0,0.1,665,0.468,0.604,0.39,0.465,0.488,579.32,219.67,359.64,1,1,1,4,0.644,0.43
takeup-worker-0597,simplified_form,1,0.25,0.8,0.0,0.0,665,0.468,0.604,0.39,0.465,0.488,579.32,185.67,393.64,1,1,1,2,0.724,0.43
takeup-worker-0598,assistance,1,0.25,0.0,0.85,0.35,665,0.468,0.614,0.39,0.465,0.488,582.98,170.67,412.3,0,0,0,6,0.714,0.353
takeup-worker-0599,full_support,1,0.8,0.8,0.75,0.45,665,0.468,0.805,0.39,0.465,0.488,652.83,97.42,555.41,1,1,1,3,0.82,0.494
takeup-worker-0600,control,0,0.0,0.0,0.0,0.0,700,0.16,0.142,0.425,0.78,0.52,434.34,285.9,148.44,0,0,0,6,0.56,0.186
takeup-worker-0601,salience_notice,1,0.75,0.0,0.0,0.1,700,0.16,0.283,0.425,0.78,0.52,488.63,255.15,233.48,0,0,0,6,0.585,0.231
takeup-worker-0602,simplified_form,1,0.25,0.8,0.0,0.0,700,0.16,0.283,0.425,0.78,0.52,488.63,221.15,267.48,1,0,0,6,0.665,0.231
takeup-worker-0603,assistance,1,0.25,0.0,0.85,0.35,700,0.16,0.293,0.425,0.78,0.52,492.48,206.15,286.33,0,0,0,6,0.655,0.235
takeup-worker-0604,full_support,1,0.8,0.8,0.75,0.45,700,0.16,0.484,0.425,0.78,0.52,566.01,132.9,433.11,0,0,0,6,0.761,0.296
takeup-worker-0605,control,0,0.0,0.0,0.0,0.0,735,0.188,0.185,0.46,0.745,0.2,476.1,258.23,217.87,1,1,1,2,0.583,0.282
takeup-worker-0606,salience_notice,1,0.75,0.0,0.0,0.1,735,0.188,0.326,0.46,0.745,0.2,533.1,227.48,305.62,0,0,0,6,0.609,0.247
takeup-worker-0607,simplified_form,1,0.25,0.8,0.0,0.0,735,0.188,0.326,0.46,0.745,0.2,533.1,193.48,339.62,1,1,1,4,0.689,0.327
takeup-worker-0608,assistance,1,0.25,0.0,0.85,0.35,735,0.188,0.336,0.46,0.745,0.2,537.14,178.48,358.66,1,1,1,1,0.678,0.33
takeup-worker-0609,full_support,1,0.8,0.8,0.75,0.45,735,0.188,0.527,0.46,0.745,0.2,614.35,105.23,509.12,1,1,1,1,0.785,0.391
takeup-worker-0610,control,0,0.0,0.0,0.0,0.0,770,0.216,0.216,0.495,0.71,0.232,514.54,256.95,257.59,1,0,0,6,0.587,0.214
takeup-worker-0611,salience_notice,1,0.75,0.0,0.0,0.1,770,0.216,0.357,0.495,0.71,0.232,574.25,226.2,348.05,1,1,1,1,0.613,0.339
takeup-worker-0612,simplified_form,1,0.25,0.8,0.0,0.0,770,0.216,0.357,0.495,0.71,0.232,574.25,192.2,382.05,0,0,0,6,0.693,0.259
takeup-worker-0613,assistance,1,0.25,0.0,0.85,0.35,770,0.216,0.367,0.495,0.71,0.232,578.49,177.2,401.29,1,1,1,2,0.682,0.342
takeup-worker-0614,full_support,1,0.8,0.8,0.75,0.45,770,0.216,0.558,0.495,0.71,0.232,659.38,103.95,555.43,1,1,1,1,0.789,0.403
takeup-worker-0615,control,0,0.0,0.0,0.0,0.0,805,0.244,0.247,0.53,0.675,0.264,554.42,255.68,298.74,1,0,0,6,0.591,0.225
takeup-worker-0616,salience_notice,1,0.75,0.0,0.0,0.1,805,0.244,0.388,0.53,0.675,0.264,616.85,224.93,391.92,1,1,1,2,0.617,0.35
takeup-worker-0617,simplified_form,1,0.25,0.8,0.0,0.0,805,0.244,0.388,0.53,0.675,0.264,616.85,190.93,425.92,0,0,0,6,0.697,0.27
takeup-worker-0618,assistance,1,0.25,0.0,0.85,0.35,805,0.244,0.398,0.53,0.675,0.264,621.27,175.93,445.35,1,1,1,3,0.686,0.354
takeup-worker-0619,full_support,1,0.8,0.8,0.75,0.45,805,0.244,0.589,0.53,0.675,0.264,705.84,102.68,603.16,1,1,1,1,0.793,0.415
takeup-worker-0620,control,0,0.0,0.0,0.0,0.0,840,0.272,0.262,0.565,0.64,0.296,588.34,254.4,333.94,0,0,0,6,0.592,0.232
takeup-worker-0621,salience_notice,1,0.75,0.0,0.0,0.1,840,0.272,0.403,0.565,0.64,0.296,653.48,223.65,429.83,1,0,0,6,0.618,0.277
takeup-worker-0622,simplified_form,1,0.25,0.8,0.0,0.0,840,0.272,0.403,0.565,0.64,0.296,653.48,189.65,463.83,1,1,1,1,0.698,0.357
takeup-worker-0623,assistance,1,0.25,0.0,0.85,0.35,840,0.272,0.413,0.565,0.64,0.296,658.1,174.65,483.45,1,1,1,4,0.687,0.36
takeup-worker-0624,full_support,1,0.8,0.8,0.75,0.45,840,0.272,0.604,0.565,0.64,0.296,746.34,101.4,644.94,1,1,1,2,0.794,0.421
takeup-worker-0625,control,0,0.0,0.0,0.0,0.0,875,0.3,0.293,0.6,0.605,0.328,630.78,253.12,377.65,0,0,0,6,0.596,0.243
takeup-worker-0626,salience_notice,1,0.75,0.0,0.0,0.1,875,0.3,0.434,0.6,0.605,0.328,698.63,222.38,476.26,1,1,1,3,0.622,0.368
takeup-worker-0627,simplified_form,1,0.25,0.8,0.0,0.0,875,0.3,0.434,0.6,0.605,0.328,698.63,188.38,510.26,1,1,1,1,0.702,0.368
takeup-worker-0628,assistance,1,0.25,0.0,0.85,0.35,875,0.3,0.444,0.6,0.605,0.328,703.44,173.38,530.07,0,0,0,6,0.691,0.292
takeup-worker-0629,full_support,1,0.8,0.8,0.75,0.45,875,0.3,0.635,0.6,0.605,0.328,795.36,100.12,695.24,1,1,1,3,0.798,0.433
takeup-worker-0630,control,0,0.0,0.0,0.0,0.0,910,0.328,0.323,0.32,0.57,0.36,645.98,251.85,394.13,0,0,0,6,0.6,0.255
takeup-worker-0631,salience_notice,1,0.75,0.0,0.0,0.1,910,0.328,0.464,0.32,0.57,0.36,716.55,221.1,495.45,0,0,0,6,0.626,0.3
takeup-worker-0632,simplified_form,1,0.25,0.8,0.0,0.0,910,0.328,0.464,0.32,0.57,0.36,716.55,187.1,529.45,1,1,1,2,0.706,0.38
takeup-worker-0633,assistance,1,0.25,0.0,0.85,0.35,910,0.328,0.474,0.32,0.57,0.36,721.56,172.1,549.46,1,1,1,1,0.695,0.383
takeup-worker-0634,full_support,1,0.8,0.8,0.75,0.45,910,0.328,0.665,0.32,0.57,0.36,817.15,98.85,718.3,1,1,1,4,0.802,0.444
takeup-worker-0635,control,0,0.0,0.0,0.0,0.0,945,0.356,0.354,0.355,0.535,0.392,690.18,250.58,439.61,1,1,1,2,0.604,0.347
takeup-worker-0636,salience_notice,1,0.75,0.0,0.0,0.1,945,0.356,0.495,0.355,0.535,0.392,763.47,219.83,543.64,0,0,0,6,0.63,0.312
takeup-worker-0637,simplified_form,1,0.25,0.8,0.0,0.0,945,0.356,0.495,0.355,0.535,0.392,763.47,185.83,577.64,1,1,1,3,0.71,0.392
takeup-worker-0638,assistance,1,0.25,0.0,0.85,0.35,945,0.356,0.505,0.355,0.535,0.392,768.67,170.83,597.84,1,1,1,1,0.699,0.395
takeup-worker-0639,full_support,1,0.8,0.8,0.75,0.45,945,0.356,0.696,0.355,0.535,0.392,867.94,97.58,770.36,1,1,1,1,0.806,0.456
takeup-worker-0640,control,0,0.0,0.0,0.0,0.0,420,0.384,0.369,0.39,0.5,0.424,311.66,249.3,62.36,0,0,0,6,0.605,0.273
takeup-worker-0641,salience_notice,1,0.75,0.0,0.0,0.1,420,0.384,0.51,0.39,0.5,0.424,344.23,218.55,125.68,0,0,0,6,0.631,0.318
takeup-worker-0642,simplified_form,1,0.25,0.8,0.0,0.0,420,0.384,0.51,0.39,0.5,0.424,344.23,184.55,159.68,1,0,0,6,0.711,0.318
takeup-worker-0643,assistance,1,0.25,0.0,0.85,0.35,420,0.384,0.52,0.39,0.5,0.424,346.54,169.55,176.99,0,0,0,6,0.7,0.321
takeup-worker-0644,full_support,1,0.8,0.8,0.75,0.45,420,0.384,0.711,0.39,0.5,0.424,390.66,96.3,294.36,0,0,0,6,0.807,0.383
takeup-worker-0645,control,0,0.0,0.0,0.0,0.0,455,0.412,0.4,0.425,0.465,0.456,346.95,248.02,98.92,1,0,0,6,0.609,0.285
takeup-worker-0646,salience_notice,1,0.75,0.0,0.0,0.1,455,0.412,0.541,0.425,0.465,0.456,382.23,217.27,164.96,0,0,0,6,0.635,0.33
takeup-worker-0647,simplified_form,1,0.25,0.8,0.0,0.0,455,0.412,0.541,0.425,0.465,0.456,382.23,183.27,198.96,0,0,0,6,0.715,0.33
takeup-worker-0648,assistance,1,0.25,0.0,0.85,0.35,455,0.412,0.551,0.425,0.465,0.456,384.74,168.27,216.46,1,0,0,6,0.704,0.333
takeup-worker-0649,full_support,1,0.8,0.8,0.75,0.45,455,0.412,0.742,0.425,0.465,0.456,432.53,95.02,337.51,1,1,1,1,0.811,0.474
takeup-worker-0650,control,0,0.0,0.0,0.0,0.0,490,0.44,0.431,0.46,0.78,0.488,383.67,283.5,100.17,1,0,0,6,0.613,0.279
takeup-worker-0651,salience_notice,1,0.75,0.0,0.0,0.1,490,0.44,0.572,0.46,0.78,0.488,421.67,252.75,168.92,1,1,1,2,0.639,0.404
takeup-worker-0652,simplified_form,1,0.25,0.8,0.0,0.0,490,0.44,0.572,0.46,0.78,0.488,421.67,218.75,202.92,0,0,0,6,0.719,0.324
takeup-worker-0653,assistance,1,0.25,0.0,0.85,0.35,490,0.44,0.582,0.46,0.78,0.488,424.37,203.75,220.62,1,0,0,6,0.708,0.327
takeup-worker-0654,full_support,1,0.8,0.8,0.75,0.45,490,0.44,0.773,0.46,0.78,0.488,475.84,130.5,345.34,1,1,1,1,0.815,0.468
takeup-worker-0655,control,0,0.0,0.0,0.0,0.0,525,0.468,0.462,0.495,0.745,0.52,421.83,282.23,139.61,0,0,0,6,0.617,0.291
takeup-worker-0656,salience_notice,1,0.75,0.0,0.0,0.1,525,0.468,0.603,0.495,0.745,0.52,462.55,251.48,211.07,1,0,0,6,0.643,0.336
takeup-worker-0657,simplified_form,1,0.25,0.8,0.0,0.0,525,0.468,0.603,0.495,0.745,0.52,462.55,217.48,245.07,0,0,0,6,0.723,0.336
takeup-worker-0658,assistance,1,0.25,0.0,0.85,0.35,525,0.468,0.613,0.495,0.745,0.52,465.43,202.48,262.96,0,0,0,6,0.712,0.339
takeup-worker-0659,full_support,1,0.8,0.8,0.75,0.45,525,0.468,0.804,0.495,0.745,0.52,520.58,129.23,391.36,1,1,1,2,0.819,0.48
takeup-worker-0660,control,0,0.0,0.0,0.0,0.0,560,0.16,0.153,0.53,0.71,0.2,356.8,254.55,102.25,0,0,0,6,0.578,0.193
takeup-worker-0661,salience_notice,1,0.75,0.0,0.0,0.1,560,0.16,0.294,0.53,0.71,0.2,400.23,223.8,176.43,1,0,0,6,0.603,0.239
takeup-worker-0662,simplified_form,1,0.25,0.8,0.0,0.0,560,0.16,0.294,0.53,0.71,0.2,400.23,189.8,210.43,1,1,1,2,0.683,0.319
takeup-worker-0663,assistance,1,0.25,0.0,0.85,0.35,560,0.16,0.304,0.53,0.71,0.2,403.31,174.8,228.51,0,0,0,6,0.673,0.242
takeup-worker-0664,full_support,1,0.8,0.8,0.75,0.45,560,0.16,0.495,0.53,0.71,0.2,462.14,101.55,360.59,1,1,1,3,0.779,0.383
takeup-worker-0665,control,0,0.0,0.0,0.0,0.0,595,0.188,0.184,0.565,0.675,0.232,391.29,253.28,138.02,0,0,0,6,0.581,0.205
takeup-worker-0666,salience_notice,1,0.75,0.0,0.0,0.1,595,0.188,0.325,0.565,0.675,0.232,437.43,222.53,214.91,0,0,0,6,0.607,0.25
takeup-worker-0667,simplified_form,1,0.25,0.8,0.0,0.0,595,0.188,0.325,0.565,0.675,0.232,437.43,188.53,248.91,1,0,0,6,0.687,0.25
takeup-worker-0668,assistance,1,0.25,0.0,0.85,0.35,595,0.188,0.335,0.565,0.675,0.232,440.71,173.53,267.18,0,0,0,6,0.677,0.253
takeup-worker-0669,full_support,1,0.8,0.8,0.75,0.45,595,0.188,0.526,0.565,0.675,0.232,503.21,100.28,402.94,1,1,1,4,0.783,0.395
